post_id,immigration_related,event_related,immigration_sentiment,event_sentiment,Mexican_related,Muslim_related,Trump_related,Trump_sentiment
316913578439861_637409076390308,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116727628853_10153374965078854,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7741299484_10153302111114485,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754734577940325_835582863188829,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521878704532086_867335109986442,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463855417049923_638187619616701,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
568982666502934_828132833921248,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219195584894557_493673547446758,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195768000454891_1053288848036131,0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
273863336077899_627904704007092,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45623437315_10154149673362316,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124978350989069_502120586608175,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413605605357873_941998322518596,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
198021666971291_689664557806997,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
174742062548592_935549213134536,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249903348378912_903515269684380,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125342830842328_914308258612444,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
67299922445_10153428752302446,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289189664545158_656224721174982,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145184572013_10152811459147014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316913578439861_637328606398355,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125342830842328_920451917998078,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
210732882417014_489522591204707,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
114896831960040_839618996154483,0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0
131004177063779_468672936630233,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
240822886041144_689261844530577,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
304981108326_10153874208128327,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240822886041144_688111227978972,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
254541051349349_629329907203793,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
12852567813_10153927926282814,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146612062031906_1120459961313773,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
129879573711973_1022444207788834,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188355460514_10155668239010515,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
7382473689_10153392671023690,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463855417049923_635180936584036,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456740217686384_1105455562814843,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146612062031906_1129678310391938,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
125342830842328_927224167320853,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479681268841947_665718166904922,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12852567813_10153881093952814,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110260895670639_1082050838491635,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463855417049923_634536069981856,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350771908311178_851585984896432,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425390150874429_841150952631678,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
407577195956039_866724126708008,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415088615217854_885369354856442,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383594785008126_969574996410099,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20946638799_10153048454303800,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40656699159_10153014924364160,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513813158657249_879222695449625,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
262410953776439_1138889952795197,0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
149817218374125_898530703502769,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
273863336077899_636101903187372,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21516776437_10153190450551438,1,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
193562797359225_834693633246135,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
273863336077899_627114627419433,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316913578439861_645240518940497,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
193266897438_10153350371717439,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131004177063779_469451333219060,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
513813158657249_891442624227632,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44428318380_10153048153878381,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569132726495630_860447954030771,1,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
254541051349349_627557487381035,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357652214365312_667331916730672,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
116727628853_10153439470748854,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463855417049923_633364733432323,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
274793152585613_894883557243233,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
249903348378912_901830833186157,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
413605605357873_937219866329775,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
154018957983813_938420539543647,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129255907131113_924844087572287,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128520090495170_1096657257014777,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
195768000454891_1059993904032292,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
463855417049923_637892429646220,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14425952749_10152721642872750,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273863336077899_636175846513311,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240822886041144_685984731524955,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407577195956039_871482109565543,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316913578439861_635326199931929,0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
149817218374125_904134509609055,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15704546335_10153242859726336,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382548655176036_764730550291176,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142868065759441_973572806022292,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131004177063779_468133616684165,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463855417049923_638617889573674,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131004177063779_474997592664434,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
353967728021064_841724369245395,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
27479046178_10152849901576179,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124978350989069_508449989308568,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112883682080346_840787495956624,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198021666971291_688309557942497,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18793419640_10153227194674641,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142868065759441_973175799395326,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
103729003025453_836789796386033,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21218780346_10155614630340347,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228565633877379_892555900811679,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
210732882417014_484668278356805,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
100503403440061_475772842579780,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55326701544_10152910088116545,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7741299484_10153301632209485,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357652214365312_659070124223518,1,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
111627345541631_863758006995224,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407577195956039_866723660041388,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274793152585613_897391713659084,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413605605357873_935589536492808,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
116727628853_10153443976353854,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112883682080346_840413462660694,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
196087640574_10153254826865575,1,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
172526489431467_1278695632147875,0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
909664125750328_941190225931051,0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0
407570359384477_558628234278688,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440106476051475_925369920858459,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
254541051349349_619110501559067,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
142868065759441_982986818414224,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
256004367748633_1101254336556961,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
112723252096438_887241071311315,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297176423632270_1134904496526121,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
122624624418852_1062956887052283,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
147772245840_10152744803795841,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
48573742500_10153818629987501,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210732882417014_485912344899065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8810407571_10152924865697572,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6521822915_10152891093337916,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112883682080346_838415779527129,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109880029049898_840204629350764,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13652355666_10152820980440667,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
125342830842328_920041598039110,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
599617463415786_959172744126921,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
437674196342052_702567509852718,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479681268841947_662459137230825,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5281959998_10150578973699999,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479681268841947_668027983340607,0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0
463855417049923_637263429709120,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231919626926856_775408559244624,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
10643211755_10153463815736756,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210732882417014_488827491274217,0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
273863336077899_636202069844022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18468761129_10153058123941130,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
147772245840_10152730535100841,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297176423632270_1124175590932345,1,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
112723252096438_890204481014974,1,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
198021666971291_682168255223294,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
221573484697614_438325976355696,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811531288908785_893574364037810,0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0
123624513983_10153368890513984,1,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
262410953776439_1131363393547853,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
316913578439861_645414158923133,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
316913578439861_646955575435658,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
147772245840_10152798018485841,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
131004177063779_474767529354107,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131004177063779_473105132853680,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100434040001314_962860427092000,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
437674196342052_710249435751192,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
249903348378912_901251766577397,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444654488901592_963765270323842,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296856040436954_743682395754314,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6622931938_10152956221826939,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44473416732_10152905059176733,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440522575997388_821603381222637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44473416732_10152911643171733,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
521878704532086_870357256350894,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
142868065759441_982669168445989,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10513336322_10153319329521323,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463855417049923_638828952885901,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7382473689_10153432292393690,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254541051349349_619260628210721,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
296856040436954_750295258426361,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
369527829841639_688655401262212,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226821494115353_655753367888828,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
164305410295882_959242904135458,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219195584894557_487060518108061,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125342830842328_928264400550163,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131004177063779_475023142661879,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599617463415786_949679798409549,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
154672041747_10152997275601748,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142868065759441_980053908707515,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146612062031906_1113781481981621,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71179904752_10153022793604753,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142868065759441_967948133251426,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
125342830842328_920001621376441,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154672041747_10152973555091748,1,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
195768000454891_1045159675515715,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1595723550651430_1635424766681308,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
273863336077899_628108400653389,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21218780346_10155621963700347,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142868065759441_975751252471114,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195530355493_10155546900670494,1,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
467133963318685_969413356424074,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519305544814653_927951440616726,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
125342830842328_927504073959529,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
273863336077899_627703274027235,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
240822886041144_686237488166346,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208421665712_10155605472470713,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40397252103_10152886871247104,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131004177063779_473106076186919,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721683147909323_827886920622278,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
273863336077899_634894039974825,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
754734577940325_837705322976583,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10513336322_10153336327206323,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254541051349349_619301024873348,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
135010313189665_1012531102104244,0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0
125598484184243_805256366218448,0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0
316913578439861_646383048826244,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190759221080032_503349603154324,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413605605357873_933967796654982,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
155626841228459_301519496639192,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296856040436954_750103571778863,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
413605605357873_945113988873696,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
357652214365312_656640717799792,0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0
136764599915_10153395853244916,1,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
172526489431467_1277277742289664,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208763874023_10153025591394024,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
273864989376427_916086891820897,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116789651713844_956206627772138,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50978409031_10152967120564032,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210357995667559_845334915503194,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
112883682080346_840948942607146,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172526489431467_1278454058838699,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
240822886041144_683240538466041,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7533944086_10152882145649087,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279933092023507_1144222998927841,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55375096989_10152767787061990,1,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
116727628853_10153380731993854,0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0
442430012490396_861627267237333,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173347701125_10152778930981126,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
91686597689_10153029353257690,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116727628853_10153444952113854,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
254541051349349_626516054151845,1,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
125342830842328_925680807475189,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
149817218374125_900673059955200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463855417049923_641008079334655,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
273863336077899_629432623854300,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58718055772_10152933461380773,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
115777632950_10152852436457951,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125342830842328_918626168180653,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240822886041144_686319164824845,1,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
254541051349349_621015044701946,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
240822886041144_686315841491844,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174725429795_10153465421989796,0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0
316913578439861_636949639769585,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226821494115353_663876990409799,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
407577195956039_869466523100435,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133279166727577_1048895771832574,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440106476051475_924544227607695,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76773076004_10153204831756005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129617873765147_941271615933098,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440106476051475_922527637809354,1,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
133279166727577_1057541647634653,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254541051349349_626709314132519,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
133279166727577_1057571834298301,0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
58718055772_10152922781845773,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292949924146549_796749933766543,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316913578439861_643712205759995,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352587308165634_848209198603440,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338263012624_10153437495722625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249903348378912_897231050312802,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55375096989_10152718411921990,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123123377842466_457059657782168,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265719336797086_854497881252559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208763874023_10153057831424024,0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
