agency,city,population_group,country_division,country_region,agency_indicator,core_city,population
AL0032000,MONTGOMERY                    ,9E,6,3,0,N,000000000
AL0032200,MONTGOMERY                    ,7 ,6,3,0,N,000000000
AL0040000,PRATTVILLE                    ,9C,6,3,2,N,000020584
AL0040100,PRATTVILLE                    ,4 ,6,3,1,N,000033914
AL0040200,AUTAUGAVILLE                  ,7 ,6,3,1,N,000000850
AL0050000,BAY MINETTE                   ,9A,6,3,2,N,000100030
AL0050100,BAY MINETTE                   ,6 ,6,3,1,N,000009483
AL0050200,FAIRHOPE                      ,5 ,6,3,1,Y,000020180
AL0050300,FOLEY                         ,5 ,6,3,1,Y,000018032
AL0050400,GULF SHORES                   ,5 ,6,3,1,N,000011905
AL0050500,ROBERTSDALE                   ,6 ,6,3,1,N,000006112
AL0050600,LOXLEY                        ,7 ,6,3,1,N,000002091
AL0050700,SILVERHILL                    ,7 ,6,3,1,N,000000818
AL0050800,DAPHNE                        ,4 ,6,3,1,Y,000026669
AL0050900,SUMMERDALE                    ,7 ,6,3,1,N,000001314
AL0051000,ELBERTA                       ,7 ,6,3,1,N,000001707
AL0051100,BAY MINETTE                   ,7 ,6,3,3,N,000000000
AL0051200,ORANGE BEACH                  ,6 ,6,3,1,N,000006073
AL0051300,SPANISH FORT                  ,6 ,6,3,1,N,000008584
AL0060000,CLAYTON                       ,8D,6,3,2,N,000008330
AL0060100,EUFAULA                       ,5 ,6,3,1,N,000012295
AL0060200,CLAYTON                       ,6 ,6,3,1,N,000002888
AL0060300,CLIO                          ,7 ,6,3,1,N,000001485
AL0060400,LOUISVILLE                    ,7 ,6,3,1,N,000000471
AL0060700,EUFAULA                       ,7 ,6,3,1,N,000000258
AL0070000,CENTREVILLE                   ,9C,6,3,2,N,000012199
AL0070100,CENTREVILLE                   ,6 ,6,3,1,N,000002698
AL0070200,BRENT                         ,6 ,6,3,1,N,000004916
AL0070300,WEST BLOCTON                  ,7 ,6,3,1,N,000001259
AL0070400,WOODSTOCK                     ,7 ,6,3,1,N,000001474
AL0080000,ONEONTA                       ,9B,6,3,2,N,000046696
AL0080100,ONEONTA                       ,6 ,6,3,1,N,000006721
AL0080200,BLOUNTSVILLE                  ,7 ,6,3,1,N,000001695
AL0080300,CLEVELAND                     ,7 ,6,3,1,N,000001315
AL0080400,ALTOONA                       ,7 ,6,3,1,N,000000842
AL0080500,ONEONTA                       ,7 ,6,3,1,N,000000427
AL0090000,UNION SPRINGS                 ,8D,6,3,2,N,000006557
AL0090100,UNION SPRINGS                 ,6 ,6,3,1,N,000003714
AL0100000,GREENVILLE                    ,8D,6,3,2,N,000009974
AL0100100,GREENVILLE                    ,6 ,6,3,1,N,000007724
AL0100200,GEORGIANA                     ,7 ,6,3,1,N,000001640
AL0100300,MC KENZIE                     ,7 ,6,3,1,N,000000497
AL0110000,ANNISTON                      ,9B,6,3,2,N,000052652
AL0110100,ANNISTON                      ,5 ,6,3,1,Y,000021955
AL0110200,JACKSONVILLE                  ,5 ,6,3,1,Y,000012573
AL0110300,PIEDMONT                      ,6 ,6,3,1,N,000004633
AL0110400,WEAVER                        ,6 ,6,3,1,N,000003081
AL0110500,OXFORD                        ,5 ,6,3,1,Y,000016937
AL0110600,ANNISTON                      ,7 ,6,3,1,N,000000760
AL0110700,OHATCHEE                      ,7 ,6,3,1,N,000001135
AL0110800,JACKSONVILLE                  ,7 ,6,3,3,N,000000000
AL0120000,LAFAYETTE                     ,8C,6,3,2,N,000015072
AL0120100,LAFAYETTE                     ,6 ,6,3,1,N,000002963
AL0120200,LANETT                        ,6 ,6,3,1,N,000006383
AL0120400,VALLEY                        ,6 ,6,3,1,N,000009363
AL0130000,CENTRE                        ,8C,6,3,2,N,000019291
AL0130100,CENTRE                        ,6 ,6,3,1,N,000003566
AL0130200,CEDAR BLUFF                   ,7 ,6,3,1,N,000001785
AL0130300,LEESBURG                      ,7 ,6,3,1,N,000001005
AL0140000,CLANTON                       ,9B,6,3,2,N,000029596
AL0140100,CLANTON                       ,6 ,6,3,1,N,000008882
AL0140200,MAPLESVILLE                   ,7 ,6,3,1,N,000000702
AL0140300,JEMISON                       ,6 ,6,3,1,N,000002616
AL0140400,THORSBY                       ,7 ,6,3,1,N,000002060
AL0150000,BUTLER                        ,8C,6,3,2,N,000010894
AL0150100,BUTLER                        ,7 ,6,3,1,N,000001755
AL0150200,GILBERTOWN                    ,7 ,6,3,1,N,000000201
AL0150300,PENNINGTON                    ,7 ,6,3,0,N,000000205
AL0150400,SILAS                         ,7 ,6,3,0,N,000000422
AL0150500,TOXEY                         ,7 ,6,3,0,N,000000128
AL0160000,GROVE HILL                    ,8C,6,3,2,N,000013533
AL0160100,JACKSON                       ,6 ,6,3,1,N,000004858
AL0160200,THOMASVILLE                   ,6 ,6,3,1,N,000003971
AL0160300,GROVE HILL                    ,7 ,6,3,1,N,000001464
AL0160400,FULTON                        ,7 ,6,3,0,N,000000256
AL0160600,COFFEEVILLE                   ,7 ,6,3,1,N,000000331
AL0170000,ASHLAND                       ,8D,6,3,2,N,000009166
AL0170100,ASHLAND                       ,7 ,6,3,1,N,000001961
AL0170200,LINEVILLE                     ,7 ,6,3,1,N,000002293
AL0180000,HEFLIN                        ,8C,6,3,2,N,000011028
AL0180100,HEFLIN                        ,6 ,6,3,1,N,000003472
AL0180200,RANBURNE                      ,7 ,6,3,1,N,000000407
AL0190000,NEW BROCKTON                  ,8C,6,3,2,N,000018039
AL0190100,ELBA                          ,6 ,6,3,1,N,000003884
AL0190200,ENTERPRISE                    ,4 ,6,3,1,N,000027752
AL0190300,NEW BROCKTON                  ,7 ,6,3,1,N,000001159
AL0190400,KINSTON                       ,7 ,6,3,1,N,000000539
AL0190500,ENTERPRISE                    ,7 ,6,3,0,N,000000000
AL0200000,TUSCUMBIA                     ,9C,6,3,2,N,000020085
AL0200100,SHEFFIELD                     ,6 ,6,3,1,N,000009022
AL0200200,TUSCUMBIA                     ,6 ,6,3,1,N,000008407
AL0200300,MUSCLE SHOALS                 ,5 ,6,3,1,Y,000013939
AL0200400,CHEROKEE                      ,7 ,6,3,1,N,000001002
AL0200500,LEIGHTON                      ,7 ,6,3,1,N,000000703
AL0200600,RUSSELLVILLE                  ,7 ,6,3,1,N,000000976
AL0200800,MUSCLE SHOALS                 ,7 ,6,3,3,N,000000000
AL0210000,EVERGREEN                     ,8D,6,3,2,N,000007790
AL0210100,EVERGREEN                     ,6 ,6,3,1,N,000003653
AL0210200,CASTLEBERRY                   ,7 ,6,3,1,N,000000545
AL0210300,REPTON                        ,7 ,6,3,1,N,000000263
AL0220000,ROCKFORD                      ,8D,6,3,2,N,000009091
AL0220100,GOODWATER                     ,7 ,6,3,1,N,000001300
AL0220200,ROCKFORD                      ,7 ,6,3,0,N,000000439
AL0230000,ANDALUSIA                     ,8C,6,3,2,N,000018161
AL0230100,ANDALUSIA                     ,6 ,6,3,1,N,000008958
AL0230200,OPP                           ,6 ,6,3,1,N,000006573
AL0230300,FLORALA                       ,7 ,6,3,1,N,000001947
AL0230400,GANTT                         ,7 ,6,3,1,N,000000221
AL0230500,RED LEVEL                     ,7 ,6,3,1,N,000000485
AL0230600,LOCKHART                      ,7 ,6,3,1,N,000000514
AL0230700,RIVER FALLS                   ,7 ,6,3,1,N,000000522
AL0230800,ANDALUSIA                     ,7 ,6,3,5,N,000000000
AL0240000,LUVERNE                       ,8D,6,3,2,N,000009951
AL0240100,LUVERNE                       ,6 ,6,3,1,N,000002831
AL0240200,BRANTLEY                      ,7 ,6,3,1,N,000000800
AL0240300,DOZIER                        ,7 ,6,3,1,N,000000332
AL0240400,GLENWOOD                      ,7 ,6,3,0,N,000000188
AL0250000,CULLMAN                       ,8B,6,3,2,N,000063803
AL0250100,CULLMAN                       ,5 ,6,3,1,N,000015613
AL0250200,HANCEVILLE                    ,6 ,6,3,1,N,000003317
AL0250300,GARDEN CITY                   ,7 ,6,3,0,N,000000499
AL0250400,CULLMAN                       ,7 ,6,3,0,N,000002292
AL0250500,HANCEVILLE                    ,7 ,6,3,3,N,000000000
AL0260000,OZARK                         ,8C,6,3,2,N,000019544
AL0260100,OZARK                         ,5 ,6,3,1,N,000014559
AL0260200,DALEVILLE                     ,6 ,6,3,1,N,000005068
AL0260300,DALEVILLE                     ,7 ,6,3,1,N,000001994
AL0260400,DOTHAN                        ,7 ,6,3,1,N,000000342
AL0260500,NEWTON                        ,7 ,6,3,1,N,000001450
AL0260600,MIDLAND CITY                  ,7 ,6,3,1,N,000002396
AL0260700,PINCKARD                      ,7 ,6,3,1,N,000000624
AL0260800,ARITON                        ,7 ,6,3,1,N,000000737
AL0260900,DALEVILLE                     ,7 ,6,3,1,N,000000570
AL0270000,SELMA                         ,8C,6,3,2,N,000020679
AL0270100,SELMA                         ,5 ,6,3,1,N,000018704
AL0270200,SELMA                         ,7 ,6,3,3,N,000000000
AL0280000,FORT PAYNE                    ,8B,6,3,2,N,000038755
AL0280100,FORT PAYNE                    ,5 ,6,3,1,N,000014098
AL0280200,COLLINSVILLE                  ,7 ,6,3,1,N,000001939
AL0280300,GERALDINE                     ,7 ,6,3,1,N,000000898
AL0280400,HENAGAR                       ,7 ,6,3,1,N,000002338
AL0280500,FYFFE                         ,7 ,6,3,1,N,000000954
AL0280600,MENTONE                       ,7 ,6,3,1,N,000000367
AL0280700,RAINSVILLE                    ,6 ,6,3,1,N,000005025
AL0280800,VALLEY HEAD                   ,7 ,6,3,1,N,000000485
AL0281000,CROSSVILLE                    ,7 ,6,3,1,N,000001837
AL0281100,FYFFE                         ,7 ,6,3,1,N,000001017
AL0281200,SYLVANIA                      ,7 ,6,3,1,N,000001848
AL0281300,VALLEY HEAD                   ,7 ,6,3,1,N,000000549
AL0281400,IDER                          ,7 ,6,3,1,N,000000709
AL0290000,WETUMPKA                      ,9B,6,3,2,N,000050924
AL0290100,WETUMPKA                      ,6 ,6,3,1,N,000008501
AL0290200,TALLASSEE                     ,6 ,6,3,1,N,000003097
AL0290300,ECLECTIC                      ,7 ,6,3,1,N,000001030
AL0290400,COOSADA                       ,7 ,6,3,1,N,000001246
AL0290600,MILLBROOK                     ,5 ,6,3,1,N,000015387
AL0290700,ELMORE                        ,7 ,6,3,5,N,000000000
AL0300000,BREWTON                       ,8C,6,3,2,N,000018371
AL0300100,ATMORE                        ,6 ,6,3,1,N,000009994
AL0300200,BREWTON                       ,6 ,6,3,1,N,000005436
AL0300300,BREWTON                       ,7 ,6,3,1,N,000002405
AL0300400,FLOMATON                      ,7 ,6,3,1,N,000001403
AL0310000,GADSDEN                       ,9B,6,3,2,N,000028900
AL0310100,ATTALLA                       ,6 ,6,3,1,N,000005835
AL0310200,GADSDEN                       ,4 ,6,3,1,Y,000035665
AL0310400,GLENCOE                       ,6 ,6,3,1,N,000005093
AL0310500,RAINBOW CITY                  ,6 ,6,3,1,N,000009517
AL0310600,HOKES BLUFF                   ,6 ,6,3,1,N,000004275
AL0310700,GADSDEN                       ,6 ,6,3,1,N,000008478
AL0310800,BOAZ                          ,7 ,6,3,1,N,000001776
AL0310900,ALTOONA                       ,7 ,6,3,1,N,000000886
AL0311000,WALNUT GROVE                  ,7 ,6,3,1,N,000000679
AL0312200,ETOWAH                        ,9D,6,3,5,N,000000000
AL0320000,FAYETTE                       ,8C,6,3,2,N,000010200
AL0320100,FAYETTE                       ,6 ,6,3,1,N,000004402
AL0320200,BERRY                         ,7 ,6,3,1,N,000001091
AL0330000,RUSSELLVILLE                  ,8C,6,3,2,N,000017091
AL0330100,RUSSELLVILLE                  ,6 ,6,3,1,N,000009810
AL0330200,PHIL CAMPBELL                 ,7 ,6,3,1,N,000001295
AL0330300,RED BAY                       ,6 ,6,3,1,N,000003112
AL0330400,VINA                          ,7 ,6,3,0,N,000000356
AL0330500,HODGES                        ,7 ,6,3,1,N,000000284
AL0340000,GENEVA                        ,9C,6,3,2,N,000015643
AL0340100,GENEVA                        ,6 ,6,3,1,N,000004419
AL0340200,SAMSON                        ,7 ,6,3,1,N,000001908
AL0340300,HARTFORD                      ,6 ,6,3,1,N,000002640
AL0340400,SLOCOMB                       ,7 ,6,3,1,N,000001952
AL0340500,COFFEE SPRINGS                ,7 ,6,3,0,N,000000227
AL0350000,EUTAW                         ,8D,6,3,2,N,000005602
AL0350100,EUTAW                         ,6 ,6,3,1,N,000002722
AL0350200,FORKLAND                      ,7 ,6,3,0,N,000000590
AL0360000,GREENSBORO                    ,9C,6,3,2,N,000010778
AL0360100,GREENSBORO                    ,7 ,6,3,1,N,000002345
AL0360200,MOUNDVILLE                    ,7 ,6,3,1,N,000001693
AL0370000,ABBEVILLE                     ,9D,6,3,2,N,000009245
AL0370100,ABBEVILLE                     ,6 ,6,3,1,N,000002590
AL0370200,HEADLAND                      ,6 ,6,3,1,N,000004777
AL0370300,NEWVILLE                      ,7 ,6,3,1,N,000000514
AL0380000,DOTHAN                        ,9B,6,3,2,N,000027706
AL0380100,DOTHAN                        ,3 ,6,3,1,Y,000067646
AL0380200,ASHFORD                       ,7 ,6,3,1,N,000002151
AL0380300,GORDON                        ,7 ,6,3,1,N,000000326
AL0380400,COLUMBIA                      ,7 ,6,3,1,N,000000727
AL0380500,COTTONWOOD                    ,7 ,6,3,1,N,000001249
AL0380600,KINSEY                        ,7 ,6,3,1,N,000002183
AL0380800,DOTHAN                        ,7 ,6,3,3,N,000000000
AL0380900,TAYLOR                        ,7 ,6,3,1,N,000002389
AL0381000,WEBB                          ,7 ,6,3,0,N,000001392
AL0390000,SCOTTSBORO                    ,8B,6,3,2,N,000030485
AL0390100,SCOTTSBORO                    ,5 ,6,3,1,N,000014660
AL0390200,BRIDGEPORT                    ,7 ,6,3,1,N,000002325
AL0390300,STEVENSON                     ,7 ,6,3,1,N,000001966
AL0390400,HOLLYWOOD                     ,7 ,6,3,1,N,000000965
AL0390500,PISGAH                        ,7 ,6,3,1,N,000000705
AL0390600,DUTTON                        ,7 ,6,3,0,N,000000307
AL0390700,SECTION                       ,7 ,6,3,0,N,000000752
AL0390800,WOODVILLE                     ,7 ,6,3,0,N,000000728
AL0390900,SCOTTSBORO                    ,7 ,6,3,1,N,000000830
AL0400000,VERNON                        ,8D,6,3,2,N,000008679
AL0400100,SULLIGENT                     ,7 ,6,3,1,N,000001838
AL0400200,VERNON                        ,7 ,6,3,1,N,000001881
AL0400300,KENNEDY                       ,7 ,6,3,1,N,000000426
AL0400400,MILLPORT                      ,7 ,6,3,1,N,000000992
AL0410000,FLORENCE                      ,9B,6,3,2,N,000048327
AL0410100,FLORENCE                      ,4 ,6,3,1,Y,000040059
AL0410200,WATERLOO                      ,7 ,6,3,0,N,000000197
AL0410300,ANDERSON                      ,7 ,6,3,1,N,000000275
AL0410400,FLORENCE                      ,7 ,6,3,1,N,000000630
AL0410500,LEXINGTON                     ,7 ,6,3,1,N,000000715
AL0410600,ROGERSVILLE                   ,7 ,6,3,1,N,000001214
AL0410700,KILLEN                        ,7 ,6,3,1,N,000000974
AL0410800,FLORENCE                      ,7 ,6,3,3,N,000000000
AL0420000,MOULTON                       ,9B,6,3,2,N,000026941
AL0420100,MOULTON                       ,6 ,6,3,1,N,000003323
AL0420200,TOWN CREEK                    ,7 ,6,3,1,N,000001064
AL0420300,COURTLAND                     ,7 ,6,3,1,N,000000596
AL0420400,HILLSBORO                     ,7 ,6,3,1,N,000000517
AL0420500,NORTH COURTLAND               ,7 ,6,3,1,N,000000611
AL0420600,MOULTON                       ,9E,6,3,5,N,000000000
AL0430000,OPELIKA                       ,9B,6,3,2,N,000061626
AL0430100,AUBURN                        ,3 ,6,3,1,Y,000064831
AL0430200,OPELIKA                       ,4 ,6,3,1,Y,000030476
AL0430300,AUBURN                        ,7 ,6,3,0,N,000000000
AL0440000,ATHENS                        ,9B,6,3,2,N,000060569
AL0440100,ATHENS                        ,4 ,6,3,1,N,000026004
AL0440200,ARDMORE                       ,7 ,6,3,1,N,000001414
AL0440300,ELKMONT                       ,7 ,6,3,0,N,000000476
AL0450000,HAYNEVILLE                    ,9D,6,3,2,N,000007364
AL0450100,FORT DEPOSIT                  ,7 ,6,3,1,N,000001209
AL0450200,HAYNEVILLE                    ,7 ,6,3,1,N,000000840
AL0450400,HAYNEVILLE                    ,7 ,6,3,0,N,000000932
AL0450500,LOWNDESBORO                   ,7 ,6,3,1,N,000000793
AL0450700,HAYNEVILLE                    ,7 ,6,3,0,N,000000000
AL0460000,TUSKEGEE                      ,8D,6,3,2,N,000008839
AL0460100,TUSKEGEE                      ,6 ,6,3,1,N,000008549
AL0460200,NOTASULGA                     ,7 ,6,3,1,N,000000752
AL0460600,SHORTER                       ,7 ,6,3,1,N,000000420
AL0460700,TUSKEGEE INSTITUTE            ,7 ,6,3,3,N,000000000
AL0470000,HUNTSVILLE                    ,9A,6,3,2,N,000116698
AL0470100,HUNTSVILLE                    ,2 ,6,3,1,Y,000193265
AL0470200,MADISON                       ,4 ,6,3,1,N,000044364
AL0470300,GURLEY                        ,7 ,6,3,1,N,000000784
AL0470400,NEW HOPE                      ,6 ,6,3,1,N,000002802
AL0470500,OWENS CROSS ROADS             ,7 ,6,3,1,N,000001908
AL0470600,MADISON                       ,7 ,6,3,1,N,000000532
AL0470700,HUNTSVILLE                    ,7 ,6,3,3,N,000000000
AL0470800,NORMAL                        ,7 ,6,3,3,N,000000000
AL0470900,HUNTSVILLE                    ,7 ,6,3,5,N,000000000
AL0471100,HUNTSVILLE                    ,7 ,6,3,0,N,000000000
AL0480000,LINDEN                        ,8D,6,3,2,N,000009912
AL0480100,DEMOPOLIS                     ,6 ,6,3,1,N,000006949
AL0480200,LINDEN                        ,7 ,6,3,1,N,000001968
AL0480300,THOMASTON                     ,7 ,6,3,1,N,000000387
AL0480400,FAUNSDALE                     ,7 ,6,3,0,N,000000091
AL0480500,MYRTLEWOOD                    ,7 ,6,3,0,N,000000121
AL0480600,SWEET WATER                   ,7 ,6,3,1,N,000000240
AL0480700,DEMOPOLIS                     ,7 ,6,3,5,N,000000000
AL0490000,HAMILTON                      ,8C,6,3,2,N,000013639
AL0490100,HAMILTON                      ,6 ,6,3,1,N,000006714
AL0490200,WINFIELD                      ,6 ,6,3,1,N,000003777
AL0490300,GUIN                          ,7 ,6,3,1,N,000002293
AL0490400,HACKLEBURG                    ,7 ,6,3,1,N,000001470
AL0490500,BRILLIANT                     ,7 ,6,3,1,N,000000875
AL0490600,HAMILTON                      ,7 ,6,3,0,N,000000000
AL0490700,BEAR CREEK                    ,7 ,6,3,1,N,000001036
AL0490800,HAMILTON                      ,8D,6,3,5,N,000000000
AL0500000,GUNTERSVILLE                  ,8B,6,3,2,N,000046688
AL0500100,ALBERTVILLE                   ,5 ,6,3,1,N,000021588
AL0500200,GUNTERSVILLE                  ,6 ,6,3,1,N,000008476
AL0500300,ARAB                          ,6 ,6,3,1,N,000008352
AL0500400,BOAZ                          ,6 ,6,3,1,N,000008658
AL0500500,GRANT                         ,7 ,6,3,1,N,000000909
AL0500600,DOUGLAS                       ,7 ,6,3,1,N,000000764
AL0500800,GUNTERSVILLE                  ,8E,6,3,0,N,000000000
AL0510000,MONROEVILLE                   ,8C,6,3,2,N,000013424
AL0510100,MONROEVILLE                   ,6 ,6,3,1,N,000006007
AL0510200,FRISCO CITY                   ,7 ,6,3,1,N,000001197
AL0510300,BEATRICE                      ,7 ,6,3,0,N,000000280
AL0510400,EXCEL                         ,7 ,6,3,1,N,000000656
AL0520000,DECATUR                       ,9B,6,3,2,N,000041922
AL0520100,DECATUR                       ,3 ,6,3,1,Y,000054863
AL0520200,HARTSELLE                     ,5 ,6,3,1,N,000014503
AL0520400,FALKVILLE                     ,7 ,6,3,1,N,000001257
AL0520500,DECATUR                       ,7 ,6,3,0,N,000000000
AL0520600,SOMERVILLE                    ,7 ,6,3,1,N,000000710
AL0520700,TRINITY                       ,7 ,6,3,1,N,000002176
AL0520900,DECATUR                       ,6 ,6,3,1,N,000003414
AL0521100,DECATUR                       ,7 ,6,3,3,N,000000000
AL0530000,MARION                        ,8D,6,3,2,N,000003681
AL0530100,MARION                        ,6 ,6,3,1,N,000003394
AL0530200,UNIONTOWN                     ,7 ,6,3,1,N,000002342
AL0540000,CARROLLTON                    ,9C,6,3,2,N,000013847
AL0540100,ALICEVILLE                    ,7 ,6,3,1,N,000002337
AL0540200,GORDO                         ,7 ,6,3,1,N,000001660
AL0540300,REFORM                        ,7 ,6,3,1,N,000001603
AL0540400,CARROLLTON                    ,7 ,6,3,1,N,000000974
AL0540500,CARROLLTON                    ,7 ,6,3,0,N,000000569
AL0540700,REFORM                        ,7 ,6,3,5,N,000000000
AL0550000,TROY                          ,8C,6,3,2,N,000012008
AL0550100,TROY                          ,5 ,6,3,1,N,000019360
AL0550200,BRUNDIDGE                     ,7 ,6,3,1,N,000001955
AL0550300,TROY                          ,7 ,6,3,3,N,000000000
AL0560000,WEDOWEE                       ,8C,6,3,2,N,000015091
AL0560100,ROANOKE                       ,6 ,6,3,1,N,000005970
AL0560200,WADLEY                        ,7 ,6,3,1,N,000000735
AL0560300,WEDOWEE                       ,7 ,6,3,1,N,000000804
AL0560400,WADLEY                        ,7 ,6,3,3,N,000000000
AL0560500,WEDOWEE                       ,7 ,6,3,5,N,000000000
AL0570000,PHENIX CITY                   ,9B,6,3,2,N,000025704
AL0570100,PHENIX CITY                   ,4 ,6,3,1,N,000032702
AL0570200,HURTSBORO                     ,7 ,6,3,1,N,000000600
AL0580000,ASHVILLE                      ,9B,6,3,2,N,000034814
AL0580100,PELL CITY                     ,5 ,6,3,1,N,000013978
AL0580200,ASHVILLE                      ,7 ,6,3,1,N,000002285
AL0580300,RAGLAND                       ,7 ,6,3,1,N,000001707
AL0580400,SPRINGVILLE                   ,6 ,6,3,1,N,000004280
AL0580500,ODENVILLE                     ,6 ,6,3,1,N,000003765
AL0580600,MOODY                         ,5 ,6,3,1,N,000013007
AL0580700,RIVERSIDE                     ,7 ,6,3,1,N,000002333
AL0580800,MARGARET                      ,6 ,6,3,1,N,000004668
AL0580900,STEELE                        ,7 ,6,3,1,N,000001093
AL0581000,BRANCHVILLE                   ,7 ,6,3,0,N,000000000
AL0581200,TRUSSVILLE                    ,6 ,6,3,1,N,000004177
AL0590000,COLUMBIANA                    ,9B,6,3,2,N,000086351
AL0590100,CALERA                        ,5 ,6,3,1,N,000013702
AL0590200,COLUMBIANA                    ,6 ,6,3,1,N,000004605
AL0590300,MONTEVALLO                    ,6 ,6,3,1,N,000006793
AL0590400,ALABASTER                     ,4 ,6,3,1,N,000033253
AL0590500,VINCENT                       ,7 ,6,3,0,N,000002124
AL0590600,PELHAM                        ,5 ,6,3,1,N,000023310
AL0590700,HELENA                        ,5 ,6,3,1,N,000016626
AL0590800,WILTON                        ,7 ,6,3,0,N,000000682
AL0590900,HARPERSVILLE                  ,7 ,6,3,1,N,000001684
AL0591000,WILSONVILLE                   ,7 ,6,3,0,N,000002000
AL0591100,MONTEVALLO                    ,7 ,6,3,3,N,000000000
AL0600000,LIVINGSTON                    ,8D,6,3,2,N,000006807
AL0600100,YORK                          ,7 ,6,3,1,N,000002346
AL0600200,LIVINGSTON                    ,6 ,6,3,1,N,000003454
AL0600300,CUBA                          ,7 ,6,3,1,N,000000313
AL0600400,EPES                          ,7 ,6,3,0,N,000000179
