agency,city,population_group,country_division,country_region,agency_indicator,core_city,population
AL0032000,MONTGOMERY                    ,9E,6,3,0,N,000000000
AL0032200,MONTGOMERY                    ,7 ,6,3,0,N,000000000
AL0040000,PRATTVILLE                    ,9C,6,3,2,N,000020582
AL0040100,PRATTVILLE                    ,4 ,6,3,1,N,000033768
AL0040200,AUTAUGAVILLE                  ,7 ,6,3,1,N,000000855
AL0050000,BAY MINETTE                   ,9B,6,3,2,N,000098577
AL0050100,BAY MINETTE                   ,6 ,6,3,1,N,000009281
AL0050200,FAIRHOPE                      ,5 ,6,3,1,Y,000019470
AL0050300,FOLEY                         ,5 ,6,3,1,Y,000017639
AL0050400,GULF SHORES                   ,5 ,6,3,1,N,000011340
AL0050500,ROBERTSDALE                   ,6 ,6,3,1,N,000006019
AL0050600,LOXLEY                        ,7 ,6,3,1,N,000001817
AL0050700,SILVERHILL                    ,7 ,6,3,1,N,000000772
AL0050800,DAPHNE                        ,4 ,6,3,1,Y,000025564
AL0050900,SUMMERDALE                    ,7 ,6,3,1,N,000001181
AL0051000,ELBERTA                       ,7 ,6,3,1,N,000001680
AL0051100,BAY MINETTE                   ,7 ,6,3,3,N,000000000
AL0051200,ORANGE BEACH                  ,6 ,6,3,1,N,000005932
AL0051300,SPANISH FORT                  ,6 ,6,3,1,N,000008312
AL0060000,CLAYTON                       ,8D,6,3,2,N,000008805
AL0060100,EUFAULA                       ,5 ,6,3,1,N,000012503
AL0060200,CLAYTON                       ,6 ,6,3,1,N,000002910
AL0060300,CLIO                          ,7 ,6,3,1,N,000001560
AL0060400,LOUISVILLE                    ,7 ,6,3,1,N,000000481
AL0060700,EUFAULA                       ,7 ,6,3,0,N,000000262
AL0070000,CENTREVILLE                   ,9C,6,3,2,N,000013380
AL0070100,CENTREVILLE                   ,6 ,6,3,1,N,000002691
AL0070200,BRENT                         ,6 ,6,3,1,N,000004890
AL0070300,WEST BLOCTON                  ,7 ,6,3,0,N,000001256
AL0070400,WOODSTOCK                     ,7 ,6,3,1,N,000001465
AL0080000,ONEONTA                       ,9B,6,3,2,N,000046655
AL0080100,ONEONTA                       ,6 ,6,3,1,N,000006624
AL0080200,BLOUNTSVILLE                  ,7 ,6,3,1,N,000001699
AL0080300,CLEVELAND                     ,7 ,6,3,1,N,000001317
AL0080400,ALTOONA                       ,7 ,6,3,1,N,000000844
AL0080500,ONEONTA                       ,7 ,6,3,1,N,000000426
AL0090000,UNION SPRINGS                 ,8D,6,3,2,N,000006724
AL0090100,UNION SPRINGS                 ,6 ,6,3,1,N,000003910
AL0100000,GREENVILLE                    ,8C,6,3,2,N,000010008
AL0100100,GREENVILLE                    ,6 ,6,3,1,N,000007788
AL0100200,GEORGIANA                     ,7 ,6,3,1,N,000001654
AL0100300,MC KENZIE                     ,7 ,6,3,1,N,000000502
AL0110000,ANNISTON                      ,9B,6,3,2,N,000053482
AL0110100,ANNISTON                      ,5 ,6,3,1,Y,000022205
AL0110200,JACKSONVILLE                  ,5 ,6,3,1,Y,000012150
AL0110300,PIEDMONT                      ,6 ,6,3,1,N,000004684
AL0110400,WEAVER                        ,6 ,6,3,1,N,000003101
AL0110500,OXFORD                        ,5 ,6,3,1,Y,000017066
AL0110600,ANNISTON                      ,7 ,6,3,1,N,000000768
AL0110700,OHATCHEE                      ,7 ,6,3,1,N,000001144
AL0110800,JACKSONVILLE                  ,7 ,6,3,3,N,000000000
AL0120000,LAFAYETTE                     ,8C,6,3,2,N,000015142
AL0120100,LAFAYETTE                     ,6 ,6,3,1,N,000002989
AL0120200,LANETT                        ,6 ,6,3,1,N,000006451
AL0120400,VALLEY                        ,6 ,6,3,1,N,000009465
AL0130000,CENTRE                        ,8C,6,3,2,N,000019357
AL0130100,CENTRE                        ,6 ,6,3,1,N,000003586
AL0130200,CEDAR BLUFF                   ,7 ,6,3,1,N,000001798
AL0130300,LEESBURG                      ,7 ,6,3,1,N,000001012
AL0140000,CLANTON                       ,9B,6,3,2,N,000029528
AL0140100,CLANTON                       ,6 ,6,3,1,N,000008888
AL0140200,MAPLESVILLE                   ,7 ,6,3,1,N,000000703
AL0140300,JEMISON                       ,6 ,6,3,1,N,000002619
AL0140400,THORSBY                       ,7 ,6,3,1,N,000002053
AL0150000,BUTLER                        ,8C,6,3,2,N,000011025
AL0150100,BUTLER                        ,7 ,6,3,1,N,000001781
AL0150200,GILBERTOWN                    ,7 ,6,3,1,N,000000203
AL0150300,PENNINGTON                    ,7 ,6,3,0,N,000000208
AL0150400,SILAS                         ,7 ,6,3,0,N,000000428
AL0150500,TOXEY                         ,7 ,6,3,0,N,000000130
AL0160000,GROVE HILL                    ,8C,6,3,2,N,000013981
AL0160100,JACKSON                       ,6 ,6,3,1,N,000004920
AL0160200,THOMASVILLE                   ,6 ,6,3,1,N,000004023
AL0160300,GROVE HILL                    ,7 ,6,3,1,N,000001481
AL0160400,FULTON                        ,7 ,6,3,0,N,000000259
AL0160600,COFFEEVILLE                   ,7 ,6,3,0,N,000000335
AL0170000,ASHLAND                       ,8D,6,3,2,N,000009179
AL0170100,ASHLAND                       ,7 ,6,3,1,N,000001974
AL0170200,LINEVILLE                     ,7 ,6,3,1,N,000002306
AL0180000,HEFLIN                        ,8C,6,3,2,N,000011080
AL0180100,HEFLIN                        ,6 ,6,3,1,N,000003501
AL0180200,RANBURNE                      ,7 ,6,3,1,N,000000410
AL0190000,NEW BROCKTON                  ,8C,6,3,2,N,000017962
AL0190100,ELBA                          ,6 ,6,3,1,N,000003894
AL0190200,ENTERPRISE                    ,4 ,6,3,1,N,000027742
AL0190300,NEW BROCKTON                  ,7 ,6,3,1,N,000001161
AL0190400,KINSTON                       ,7 ,6,3,1,N,000000540
AL0190500,ENTERPRISE                    ,7 ,6,3,0,N,000000000
AL0200000,TUSCUMBIA                     ,9C,6,3,2,N,000020109
AL0200100,SHEFFIELD                     ,6 ,6,3,1,N,000009121
AL0200200,TUSCUMBIA                     ,6 ,6,3,1,N,000008450
AL0200300,MUSCLE SHOALS                 ,5 ,6,3,1,Y,000013810
AL0200400,CHEROKEE                      ,7 ,6,3,1,N,000001007
AL0200500,LEIGHTON                      ,7 ,6,3,1,N,000000709
AL0200600,RUSSELLVILLE                  ,7 ,6,3,1,N,000000986
AL0200800,MUSCLE SHOALS                 ,7 ,6,3,3,N,000000000
AL0210000,EVERGREEN                     ,8D,6,3,2,N,000008518
AL0210100,EVERGREEN                     ,6 ,6,3,1,N,000003742
AL0210200,CASTLEBERRY                   ,7 ,6,3,0,N,000000560
AL0210300,REPTON                        ,7 ,6,3,1,N,000000270
AL0220000,ROCKFORD                      ,8D,6,3,2,N,000009186
AL0220100,GOODWATER                     ,7 ,6,3,1,N,000001318
AL0220200,ROCKFORD                      ,7 ,6,3,0,N,000000444
AL0230000,ANDALUSIA                     ,8C,6,3,2,N,000018293
AL0230100,ANDALUSIA                     ,6 ,6,3,1,N,000009071
AL0230200,OPP                           ,6 ,6,3,1,N,000006657
AL0230300,FLORALA                       ,7 ,6,3,1,N,000001971
AL0230400,GANTT                         ,7 ,6,3,1,N,000000223
AL0230500,RED LEVEL                     ,7 ,6,3,1,N,000000491
AL0230600,LOCKHART                      ,7 ,6,3,1,N,000000520
AL0230700,RIVER FALLS                   ,7 ,6,3,1,N,000000527
AL0230800,ANDALUSIA                     ,7 ,6,3,5,N,000000000
AL0240000,LUVERNE                       ,8D,6,3,2,N,000009971
AL0240100,LUVERNE                       ,6 ,6,3,1,N,000002843
AL0240200,BRANTLEY                      ,7 ,6,3,1,N,000000805
AL0240300,DOZIER                        ,7 ,6,3,1,N,000000333
AL0240400,GLENWOOD                      ,7 ,6,3,0,N,000000190
AL0250000,CULLMAN                       ,8B,6,3,2,N,000063320
AL0250100,CULLMAN                       ,5 ,6,3,1,N,000015459
AL0250200,HANCEVILLE                    ,6 ,6,3,1,N,000003314
AL0250300,GARDEN CITY                   ,7 ,6,3,0,N,000000497
AL0250400,CULLMAN                       ,7 ,6,3,0,N,000002284
AL0250500,HANCEVILLE                    ,7 ,6,3,3,N,000000000
AL0260000,OZARK                         ,8C,6,3,2,N,000019586
AL0260100,OZARK                         ,5 ,6,3,1,N,000014679
AL0260200,DALEVILLE                     ,6 ,6,3,1,N,000005109
AL0260300,DALEVILLE                     ,7 ,6,3,1,N,000002012
AL0260400,DOTHAN                        ,7 ,6,3,1,N,000000346
AL0260500,NEWTON                        ,7 ,6,3,1,N,000001464
AL0260600,MIDLAND CITY                  ,7 ,6,3,1,N,000002426
AL0260700,PINCKARD                      ,7 ,6,3,1,N,000000631
AL0260800,ARITON                        ,7 ,6,3,1,N,000000743
AL0260900,DALEVILLE                     ,7 ,6,3,1,N,000000574
AL0270000,SELMA                         ,8C,6,3,2,N,000021237
AL0270100,SELMA                         ,5 ,6,3,1,N,000019283
AL0270200,SELMA                         ,7 ,6,3,3,N,000000000
AL0280000,FORT PAYNE                    ,8B,6,3,2,N,000038758
AL0280100,FORT PAYNE                    ,5 ,6,3,1,N,000014156
AL0280200,COLLINSVILLE                  ,7 ,6,3,1,N,000001950
AL0280300,GERALDINE                     ,7 ,6,3,1,N,000000902
AL0280400,HENAGAR                       ,7 ,6,3,1,N,000002346
AL0280500,FYFFE                         ,7 ,6,3,1,N,000000957
AL0280600,MENTONE                       ,7 ,6,3,1,N,000000369
AL0280700,RAINSVILLE                    ,6 ,6,3,1,N,000005047
AL0280800,VALLEY HEAD                   ,7 ,6,3,1,N,000000487
AL0281000,CROSSVILLE                    ,7 ,6,3,1,N,000001845
AL0281100,FYFFE                         ,7 ,6,3,1,N,000001024
AL0281200,SYLVANIA                      ,7 ,6,3,1,N,000001853
AL0281300,VALLEY HEAD                   ,7 ,6,3,1,N,000000549
AL0281400,IDER                          ,7 ,6,3,1,N,000000715
AL0290000,WETUMPKA                      ,9B,6,3,2,N,000050792
AL0290100,WETUMPKA                      ,6 ,6,3,1,N,000008280
AL0290200,TALLASSEE                     ,6 ,6,3,1,N,000003105
AL0290300,ECLECTIC                      ,7 ,6,3,1,N,000001034
AL0290400,COOSADA                       ,7 ,6,3,1,N,000001242
AL0290600,MILLBROOK                     ,5 ,6,3,1,N,000015297
AL0290700,ELMORE                        ,7 ,6,3,5,N,000000000
AL0300000,BREWTON                       ,8C,6,3,2,N,000018322
AL0300100,ATMORE                        ,5 ,6,3,1,N,000010021
AL0300200,BREWTON                       ,6 ,6,3,1,N,000005441
AL0300300,BREWTON                       ,7 ,6,3,1,N,000002407
AL0300400,FLOMATON                      ,7 ,6,3,1,N,000001405
AL0310000,GADSDEN                       ,9B,6,3,2,N,000028872
AL0310100,ATTALLA                       ,6 ,6,3,1,N,000005870
AL0310200,GADSDEN                       ,4 ,6,3,1,Y,000035927
AL0310400,GLENCOE                       ,6 ,6,3,1,N,000005113
AL0310500,RAINBOW CITY                  ,6 ,6,3,1,N,000009573
AL0310600,HOKES BLUFF                   ,6 ,6,3,1,N,000004304
AL0310700,GADSDEN                       ,6 ,6,3,1,N,000008449
AL0310800,BOAZ                          ,7 ,6,3,1,N,000001758
AL0310900,ALTOONA                       ,7 ,6,3,1,N,000000891
AL0311000,WALNUT GROVE                  ,7 ,6,3,1,N,000000683
AL0312200,ETOWAH                        ,9D,6,3,5,N,000000000
AL0320000,FAYETTE                       ,8C,6,3,2,N,000010312
AL0320100,FAYETTE                       ,6 ,6,3,1,N,000004465
AL0320200,BERRY                         ,7 ,6,3,1,N,000001106
AL0330000,RUSSELLVILLE                  ,8C,6,3,2,N,000017103
AL0330100,RUSSELLVILLE                  ,6 ,6,3,1,N,000009847
AL0330200,PHIL CAMPBELL                 ,7 ,6,3,1,N,000001253
AL0330300,RED BAY                       ,6 ,6,3,1,N,000003125
AL0330400,VINA                          ,7 ,6,3,0,N,000000357
AL0330500,HODGES                        ,7 ,6,3,1,N,000000285
AL0340000,GENEVA                        ,9C,6,3,2,N,000015696
AL0340100,GENEVA                        ,6 ,6,3,1,N,000004460
AL0340200,SAMSON                        ,7 ,6,3,1,N,000001926
AL0340300,HARTFORD                      ,6 ,6,3,1,N,000002651
AL0340400,SLOCOMB                       ,7 ,6,3,1,N,000001970
AL0340500,COFFEE SPRINGS                ,7 ,6,3,0,N,000000229
AL0350000,EUTAW                         ,8D,6,3,2,N,000005622
AL0350100,EUTAW                         ,6 ,6,3,1,N,000002736
AL0350200,FORKLAND                      ,7 ,6,3,0,N,000000593
AL0360000,GREENSBORO                    ,9C,6,3,2,N,000010825
AL0360100,GREENSBORO                    ,7 ,6,3,1,N,000002367
AL0360200,MOUNDVILLE                    ,7 ,6,3,1,N,000001711
AL0370000,ABBEVILLE                     ,9D,6,3,2,N,000009257
AL0370100,ABBEVILLE                     ,6 ,6,3,1,N,000002608
AL0370200,HEADLAND                      ,6 ,6,3,1,N,000004778
AL0370300,NEWVILLE                      ,7 ,6,3,1,N,000000516
AL0380000,DOTHAN                        ,9B,6,3,2,N,000027502
AL0380100,DOTHAN                        ,3 ,6,3,1,Y,000067828
AL0380200,ASHFORD                       ,7 ,6,3,1,N,000002161
AL0380300,GORDON                        ,7 ,6,3,1,N,000000326
AL0380400,COLUMBIA                      ,7 ,6,3,1,N,000000736
AL0380500,COTTONWOOD                    ,7 ,6,3,1,N,000001259
AL0380600,KINSEY                        ,7 ,6,3,1,N,000002196
AL0380800,DOTHAN                        ,7 ,6,3,3,N,000000000
AL0380900,TAYLOR                        ,7 ,6,3,1,N,000002400
AL0381000,WEBB                          ,7 ,6,3,0,N,000001410
AL0390000,SCOTTSBORO                    ,8B,6,3,2,N,000030592
AL0390100,SCOTTSBORO                    ,5 ,6,3,1,N,000014711
AL0390200,BRIDGEPORT                    ,7 ,6,3,1,N,000002344
AL0390300,STEVENSON                     ,7 ,6,3,1,N,000001981
AL0390400,HOLLYWOOD                     ,7 ,6,3,1,N,000000969
AL0390500,PISGAH                        ,7 ,6,3,1,N,000000709
AL0390600,DUTTON                        ,7 ,6,3,0,N,000000309
AL0390700,SECTION                       ,7 ,6,3,0,N,000000757
AL0390800,WOODVILLE                     ,7 ,6,3,0,N,000000733
AL0390900,SCOTTSBORO                    ,7 ,6,3,1,N,000000837
AL0400000,VERNON                        ,8D,6,3,2,N,000008614
AL0400100,SULLIGENT                     ,7 ,6,3,1,N,000001830
AL0400200,VERNON                        ,7 ,6,3,1,N,000001876
AL0400300,KENNEDY                       ,7 ,6,3,1,N,000000425
AL0400400,MILLPORT                      ,7 ,6,3,1,N,000000989
AL0410000,FLORENCE                      ,9B,6,3,2,N,000048507
AL0410100,FLORENCE                      ,4 ,6,3,1,Y,000040160
AL0410200,WATERLOO                      ,7 ,6,3,0,N,000000199
AL0410300,ANDERSON                      ,7 ,6,3,1,N,000000277
AL0410400,FLORENCE                      ,7 ,6,3,1,N,000000475
AL0410500,LEXINGTON                     ,7 ,6,3,1,N,000000721
AL0410600,ROGERSVILLE                   ,7 ,6,3,1,N,000001226
AL0410700,KILLEN                        ,7 ,6,3,1,N,000000979
AL0410800,FLORENCE                      ,7 ,6,3,3,N,000000000
AL0420000,MOULTON                       ,9B,6,3,2,N,000027327
AL0420100,MOULTON                       ,6 ,6,3,1,N,000003312
AL0420200,TOWN CREEK                    ,7 ,6,3,1,N,000001058
AL0420300,COURTLAND                     ,7 ,6,3,1,N,000000593
AL0420400,HILLSBORO                     ,7 ,6,3,1,N,000000514
AL0420500,NORTH COURTLAND               ,7 ,6,3,0,N,000000608
AL0420600,MOULTON                       ,9E,6,3,5,N,000000000
AL0430000,OPELIKA                       ,9B,6,3,2,N,000060916
AL0430100,AUBURN                        ,3 ,6,3,1,Y,000063871
AL0430200,OPELIKA                       ,4 ,6,3,1,Y,000030180
AL0430300,AUBURN                        ,7 ,6,3,0,N,000000000
AL0440000,ATHENS                        ,9B,6,3,2,N,000060033
AL0440100,ATHENS                        ,4 ,6,3,1,N,000025603
AL0440200,ARDMORE                       ,7 ,6,3,1,N,000001390
AL0440300,ELKMONT                       ,7 ,6,3,0,N,000000474
AL0450000,HAYNEVILLE                    ,9D,6,3,2,N,000007409
AL0450100,FORT DEPOSIT                  ,7 ,6,3,1,N,000001220
AL0450200,HAYNEVILLE                    ,7 ,6,3,1,N,000000849
AL0450400,HAYNEVILLE                    ,7 ,6,3,0,N,000000941
AL0450500,LOWNDESBORO                   ,7 ,6,3,1,N,000000799
AL0450700,HAYNEVILLE                    ,7 ,6,3,0,N,000000000
AL0460000,TUSKEGEE                      ,8D,6,3,2,N,000008808
AL0460100,TUSKEGEE                      ,6 ,6,3,1,N,000008623
AL0460200,NOTASULGA                     ,7 ,6,3,1,N,000000755
AL0460600,SHORTER                       ,7 ,6,3,1,N,000000421
AL0460700,TUSKEGEE INSTITUTE            ,7 ,6,3,3,N,000000000
AL0470000,HUNTSVILLE                    ,9A,6,3,2,N,000115590
AL0470100,HUNTSVILLE                    ,2 ,6,3,1,Y,000190747
AL0470200,MADISON                       ,4 ,6,3,1,N,000043446
AL0470300,GURLEY                        ,7 ,6,3,1,N,000000785
AL0470400,NEW HOPE                      ,6 ,6,3,1,N,000002798
AL0470500,OWENS CROSS ROADS             ,7 ,6,3,1,N,000001836
AL0470600,MADISON                       ,7 ,6,3,1,N,000000528
AL0470700,HUNTSVILLE                    ,7 ,6,3,3,N,000000000
AL0470800,NORMAL                        ,7 ,6,3,3,N,000000000
AL0470900,HUNTSVILLE                    ,7 ,6,3,0,N,000000000
AL0471100,HUNTSVILLE                    ,7 ,6,3,0,N,000000000
AL0480000,LINDEN                        ,8C,6,3,2,N,000010067
AL0480100,DEMOPOLIS                     ,6 ,6,3,1,N,000007089
AL0480200,LINDEN                        ,7 ,6,3,1,N,000002008
AL0480300,THOMASTON                     ,7 ,6,3,1,N,000000395
AL0480400,FAUNSDALE                     ,7 ,6,3,0,N,000000093
AL0480500,MYRTLEWOOD                    ,7 ,6,3,0,N,000000123
AL0480600,SWEET WATER                   ,7 ,6,3,1,N,000000244
AL0480700,DEMOPOLIS                     ,7 ,6,3,5,N,000000000
AL0490000,HAMILTON                      ,8C,6,3,2,N,000013651
AL0490100,HAMILTON                      ,6 ,6,3,1,N,000006749
AL0490200,WINFIELD                      ,6 ,6,3,1,N,000003809
AL0490300,GUIN                          ,7 ,6,3,1,N,000002311
AL0490400,HACKLEBURG                    ,7 ,6,3,1,N,000001480
AL0490500,BRILLIANT                     ,7 ,6,3,1,N,000000881
AL0490600,HAMILTON                      ,7 ,6,3,0,N,000000000
AL0490700,BEAR CREEK                    ,7 ,6,3,1,N,000001043
AL0490800,HAMILTON                      ,8D,6,3,5,N,000000000
AL0500000,GUNTERSVILLE                  ,8B,6,3,2,N,000046261
AL0500100,ALBERTVILLE                   ,5 ,6,3,1,N,000021525
AL0500200,GUNTERSVILLE                  ,6 ,6,3,1,N,000008421
AL0500300,ARAB                          ,6 ,6,3,1,N,000008307
AL0500400,BOAZ                          ,6 ,6,3,1,N,000008632
AL0500500,GRANT                         ,7 ,6,3,1,N,000000904
AL0500600,DOUGLAS                       ,7 ,6,3,1,N,000000761
AL0500800,GUNTERSVILLE                  ,8E,6,3,0,N,000000000
AL0510000,MONROEVILLE                   ,8C,6,3,2,N,000013460
AL0510100,MONROEVILLE                   ,6 ,6,3,1,N,000006039
AL0510200,FRISCO CITY                   ,7 ,6,3,1,N,000001207
AL0510300,BEATRICE                      ,7 ,6,3,0,N,000000282
AL0510400,EXCEL                         ,7 ,6,3,1,N,000000663
AL0520000,DECATUR                       ,9B,6,3,2,N,000042726
AL0520100,DECATUR                       ,3 ,6,3,1,Y,000055280
AL0520200,HARTSELLE                     ,5 ,6,3,1,N,000014540
AL0520400,FALKVILLE                     ,7 ,6,3,1,N,000001266
AL0520500,DECATUR                       ,7 ,6,3,0,N,000000000
AL0520600,SOMERVILLE                    ,7 ,6,3,0,N,000000714
AL0520700,TRINITY                       ,7 ,6,3,1,N,000002170
AL0520900,DECATUR                       ,6 ,6,3,1,N,000003291
AL0521100,DECATUR                       ,7 ,6,3,3,N,000000000
AL0530000,MARION                        ,8D,6,3,2,N,000003693
AL0530100,MARION                        ,6 ,6,3,1,N,000003404
AL0530200,UNIONTOWN                     ,7 ,6,3,1,N,000002364
AL0540000,CARROLLTON                    ,9C,6,3,2,N,000014419
AL0540100,ALICEVILLE                    ,7 ,6,3,1,N,000002362
AL0540200,GORDO                         ,7 ,6,3,1,N,000001675
AL0540300,REFORM                        ,7 ,6,3,1,N,000001619
AL0540400,CARROLLTON                    ,7 ,6,3,1,N,000000982
AL0540500,CARROLLTON                    ,7 ,6,3,0,N,000000577
AL0540700,REFORM                        ,7 ,6,3,5,N,000000000
AL0550000,TROY                          ,8C,6,3,2,N,000012030
AL0550100,TROY                          ,5 ,6,3,1,N,000018985
AL0550200,BRUNDIDGE                     ,7 ,6,3,1,N,000001972
AL0550300,TROY                          ,7 ,6,3,3,N,000000000
AL0560000,WEDOWEE                       ,8C,6,3,2,N,000015069
AL0560100,ROANOKE                       ,6 ,6,3,1,N,000005993
AL0560200,WADLEY                        ,7 ,6,3,1,N,000000735
AL0560300,WEDOWEE                       ,7 ,6,3,1,N,000000807
AL0560400,WADLEY                        ,7 ,6,3,3,N,000000000
AL0560500,WEDOWEE                       ,7 ,6,3,5,N,000000000
AL0570000,PHENIX CITY                   ,9B,6,3,2,N,000026778
AL0570100,PHENIX CITY                   ,4 ,6,3,1,N,000033497
AL0570200,HURTSBORO                     ,7 ,6,3,1,N,000000611
AL0580000,ASHVILLE                      ,9B,6,3,2,N,000034363
AL0580100,PELL CITY                     ,5 ,6,3,1,N,000013835
AL0580200,ASHVILLE                      ,7 ,6,3,1,N,000002264
AL0580300,RAGLAND                       ,7 ,6,3,1,N,000001691
AL0580400,SPRINGVILLE                   ,6 ,6,3,1,N,000004221
AL0580500,ODENVILLE                     ,6 ,6,3,1,N,000003715
AL0580600,MOODY                         ,5 ,6,3,1,N,000012764
AL0580700,RIVERSIDE                     ,7 ,6,3,1,N,000002317
AL0580800,MARGARET                      ,6 ,6,3,1,N,000004580
AL0580900,STEELE                        ,7 ,6,3,1,N,000001085
AL0581000,BRANCHVILLE                   ,7 ,6,3,0,N,000000000
AL0581200,TRUSSVILLE                    ,6 ,6,3,1,N,000004160
AL0590000,COLUMBIANA                    ,9B,6,3,2,N,000085770
AL0590100,CALERA                        ,5 ,6,3,1,N,000013429
AL0590200,COLUMBIANA                    ,6 ,6,3,1,N,000004169
AL0590300,MONTEVALLO                    ,6 ,6,3,1,N,000006716
AL0590400,ALABASTER                     ,4 ,6,3,1,N,000033040
AL0590500,VINCENT                       ,7 ,6,3,0,N,000002127
AL0590600,PELHAM                        ,5 ,6,3,1,N,000023162
AL0590700,HELENA                        ,5 ,6,3,1,N,000016230
AL0590800,WILTON                        ,7 ,6,3,0,N,000000688
AL0590900,HARPERSVILLE                  ,7 ,6,3,1,N,000001686
AL0591000,WILSONVILLE                   ,7 ,6,3,0,N,000001994
AL0591100,MONTEVALLO                    ,7 ,6,3,3,N,000000000
AL0600000,LIVINGSTON                    ,8D,6,3,2,N,000006855
AL0600100,YORK                          ,7 ,6,3,1,N,000002371
AL0600200,LIVINGSTON                    ,6 ,6,3,1,N,000003406
AL0600300,CUBA                          ,7 ,6,3,1,N,000000316
AL0600400,EPES                          ,7 ,6,3,0,N,000000181
