agency,city,population_group,country_division,country_region,agency_indicator,core_city,population
AL0021500,DAUPHIN ISLAND                ,7 ,6,3,1,N,000001236
AL0021700,MOBILE                        ,7 ,6,3,3,N,000000000
AL003FA00,MONTGOMERY                    ,7 ,6,3,3,N,000000000
AL0030000,MONTGOMERY                    ,9B,6,3,2,N,000025141
AL0030100,MONTGOMERY                    ,2 ,6,3,1,Y,000205087
AL0030300,MONTGOMERY                    ,9E,6,3,6,N,000000000
AL0030400,MONTGOMERY                    ,9D,6,3,6,N,000000000
AL0030500,MONTGOMERY                    ,9D,6,3,6,N,000000000
AL0030600,MONTGOMERY                    ,7 ,6,3,3,N,000000000
AL0030700,MONTGOMERY                    ,7 ,6,3,3,N,000000000
AL0030800,MONTGOMERY                    ,9D,6,3,6,N,000000000
AL0031000,MONTGOMERY                    ,9E,6,3,6,N,000000000
AL0031300,MONTGOMERY                    ,9D,6,3,6,N,000000000
AL0031400,MONTGOMERY                    ,9E,6,3,6,N,000000000
AL0031900,MONTGOMERY                    ,7 ,6,3,0,N,000000000
AL0032000,MONTGOMERY                    ,9E,6,3,6,N,000000000
AL0032200,MONTGOMERY                    ,7 ,6,3,0,N,000000000
AL0040000,PRATTVILLE                    ,9C,6,3,2,N,000021474
AL0040100,PRATTVILLE                    ,4 ,6,3,1,N,000033293
AL0040200,AUTAUGAVILLE                  ,7 ,6,3,1,N,000000885
AL0050000,BAY MINETTE                   ,9B,6,3,2,N,000095295
AL0050100,BAY MINETTE                   ,6 ,6,3,1,N,000008398
AL0050200,FAIRHOPE                      ,5 ,6,3,1,Y,000016847
AL0050300,FOLEY                         ,5 ,6,3,1,Y,000015615
AL0050400,GULF SHORES                   ,5 ,6,3,1,N,000010233
AL0050500,ROBERTSDALE                   ,6 ,6,3,1,N,000005629
AL0050600,LOXLEY                        ,7 ,6,3,1,N,000001694
AL0050700,SILVERHILL                    ,7 ,6,3,1,N,000000736
AL0050800,DAPHNE                        ,5 ,6,3,1,Y,000023204
AL0050900,SUMMERDALE                    ,7 ,6,3,1,N,000000938
AL0051000,ELBERTA                       ,7 ,6,3,1,N,000001595
AL0051100,BAY MINETTE                   ,7 ,6,3,3,N,000000000
AL0051200,ORANGE BEACH                  ,6 ,6,3,1,N,000005674
AL0051300,SPANISH FORT                  ,6 ,6,3,1,N,000007464
AL0060000,CLAYTON                       ,8D,6,3,2,N,000008893
AL0060100,EUFAULA                       ,5 ,6,3,1,N,000012896
AL0060200,CLAYTON                       ,6 ,6,3,1,N,000002967
AL0060300,CLIO                          ,7 ,6,3,1,N,000001612
AL0060400,LOUISVILLE                    ,7 ,6,3,1,N,000000500
AL0060700,EUFAULA                       ,7 ,6,3,1,N,000000271
AL0070000,CENTREVILLE                   ,9C,6,3,2,N,000012249
AL0070100,CENTREVILLE                   ,6 ,6,3,1,N,000002708
AL0070200,BRENT                         ,6 ,6,3,1,N,000004894
AL0070300,WEST BLOCTON                  ,7 ,6,3,1,N,000001260
AL0070400,WOODSTOCK                     ,7 ,6,3,1,N,000001344
AL0080000,ONEONTA                       ,9B,6,3,2,N,000047026
AL0080100,ONEONTA                       ,6 ,6,3,1,N,000006661
AL0080200,BLOUNTSVILLE                  ,7 ,6,3,1,N,000001697
AL0080300,CLEVELAND                     ,7 ,6,3,1,N,000001320
AL0080400,ALTOONA                       ,7 ,6,3,1,N,000000845
AL0080500,ONEONTA                       ,7 ,6,3,1,N,000000419
AL0090000,UNION SPRINGS                 ,8D,6,3,2,N,000006604
AL0090100,UNION SPRINGS                 ,6 ,6,3,1,N,000003736
AL0100000,GREENVILLE                    ,8C,6,3,2,N,000010111
AL0100100,GREENVILLE                    ,6 ,6,3,1,N,000007820
AL0100200,GEORGIANA                     ,7 ,6,3,1,N,000001666
AL0100300,MC KENZIE                     ,7 ,6,3,1,N,000000502
AL0110000,ANNISTON                      ,9B,6,3,2,N,000055525
AL0110100,ANNISTON                      ,5 ,6,3,1,Y,000022648
AL0110200,JACKSONVILLE                  ,5 ,6,3,1,Y,000012385
AL0110300,PIEDMONT                      ,6 ,6,3,1,N,000004777
AL0110400,WEAVER                        ,6 ,6,3,1,N,000003079
AL0110500,OXFORD                        ,5 ,6,3,1,Y,000017121
AL0110600,ANNISTON                      ,7 ,6,3,0,N,000000759
AL0110700,OHATCHEE                      ,7 ,6,3,1,N,000001166
AL0110800,JACKSONVILLE                  ,7 ,6,3,3,N,000000000
AL0120000,LAFAYETTE                     ,8C,6,3,2,N,000015161
AL0120100,LAFAYETTE                     ,6 ,6,3,1,N,000002982
AL0120200,LANETT                        ,6 ,6,3,1,N,000006424
AL0120400,VALLEY                        ,6 ,6,3,1,N,000009468
AL0130000,CENTRE                        ,8C,6,3,2,N,000019569
AL0130100,CENTRE                        ,6 ,6,3,1,N,000003603
AL0130200,CEDAR BLUFF                   ,7 ,6,3,1,N,000001814
AL0130300,LEESBURG                      ,7 ,6,3,1,N,000001020
AL0140000,CLANTON                       ,9B,6,3,2,N,000029748
AL0140100,CLANTON                       ,6 ,6,3,1,N,000008682
AL0140200,MAPLESVILLE                   ,7 ,6,3,1,N,000000706
AL0140300,JEMISON                       ,6 ,6,3,1,N,000002601
AL0140400,THORSBY                       ,7 ,6,3,1,N,000002008
AL0150000,BUTLER                        ,8C,6,3,2,N,000011052
AL0150100,BUTLER                        ,7 ,6,3,1,N,000001850
AL0150200,GILBERTOWN                    ,7 ,6,3,0,N,000000211
AL0150300,PENNINGTON                    ,7 ,6,3,1,N,000000217
AL0150400,SILAS                         ,7 ,6,3,1,N,000000444
AL0150500,TOXEY                         ,7 ,6,3,0,N,000000134
AL0160000,GROVE HILL                    ,8C,6,3,2,N,000013999
AL0160100,JACKSON                       ,6 ,6,3,1,N,000005038
AL0160200,THOMASVILLE                   ,6 ,6,3,1,N,000004068
AL0160300,GROVE HILL                    ,7 ,6,3,1,N,000001513
AL0160400,FULTON                        ,7 ,6,3,0,N,000000263
AL0160600,COFFEEVILLE                   ,7 ,6,3,1,N,000000342
AL0170000,ASHLAND                       ,8D,6,3,2,N,000009078
AL0170100,ASHLAND                       ,7 ,6,3,1,N,000001926
AL0170200,LINEVILLE                     ,7 ,6,3,1,N,000002283
AL0180000,HEFLIN                        ,8C,6,3,2,N,000010931
AL0180100,HEFLIN                        ,6 ,6,3,1,N,000003449
AL0180200,RANBURNE                      ,7 ,6,3,1,N,000000405
AL0190000,NEW BROCKTON                  ,8C,6,3,2,N,000018300
AL0190100,ELBA                          ,6 ,6,3,1,N,000003955
AL0190200,ENTERPRISE                    ,4 ,6,3,1,N,000027652
AL0190300,NEW BROCKTON                  ,7 ,6,3,1,N,000001166
AL0190400,KINSTON                       ,7 ,6,3,1,N,000000545
AL0190500,ENTERPRISE                    ,7 ,6,3,0,N,000000000
AL0200000,TUSCUMBIA                     ,9C,6,3,2,N,000020816
AL0200100,SHEFFIELD                     ,6 ,6,3,1,N,000009012
AL0200200,TUSCUMBIA                     ,6 ,6,3,1,N,000008398
AL0200300,MUSCLE SHOALS                 ,5 ,6,3,1,Y,000013431
AL0200400,CHEROKEE                      ,7 ,6,3,1,N,000001034
AL0200500,LEIGHTON                      ,7 ,6,3,1,N,000000724
AL0200600,RUSSELLVILLE                  ,7 ,6,3,1,N,000001003
AL0200800,MUSCLE SHOALS                 ,7 ,6,3,3,N,000000000
AL0210000,EVERGREEN                     ,8D,6,3,2,N,000008202
AL0210100,EVERGREEN                     ,6 ,6,3,1,N,000003843
AL0210200,CASTLEBERRY                   ,7 ,6,3,1,N,000000579
AL0210300,REPTON                        ,7 ,6,3,1,N,000000276
AL0220000,ROCKFORD                      ,8D,6,3,2,N,000008954
AL0220100,GOODWATER                     ,7 ,6,3,1,N,000001371
AL0220200,ROCKFORD                      ,7 ,6,3,1,N,000000452
AL0230000,ANDALUSIA                     ,8C,6,3,2,N,000018477
AL0230100,ANDALUSIA                     ,6 ,6,3,1,N,000009079
AL0230200,OPP                           ,6 ,6,3,1,N,000006698
AL0230300,FLORALA                       ,7 ,6,3,1,N,000001988
AL0230400,GANTT                         ,7 ,6,3,1,N,000000223
AL0230500,RED LEVEL                     ,7 ,6,3,1,N,000000491
AL0230600,LOCKHART                      ,7 ,6,3,1,N,000000520
AL0230700,RIVER FALLS                   ,7 ,6,3,1,N,000000530
AL0230800,ANDALUSIA                     ,7 ,6,3,5,N,000000000
AL0240000,LUVERNE                       ,8D,6,3,2,N,000009943
AL0240100,LUVERNE                       ,6 ,6,3,1,N,000002863
AL0240200,BRANTLEY                      ,7 ,6,3,1,N,000000820
AL0240300,DOZIER                        ,7 ,6,3,1,N,000000336
AL0240400,GLENWOOD                      ,7 ,6,3,1,N,000000190
AL0250000,CULLMAN                       ,8B,6,3,2,N,000062328
AL0250100,CULLMAN                       ,5 ,6,3,1,N,000014881
AL0250200,HANCEVILLE                    ,6 ,6,3,1,N,000003173
AL0250300,GARDEN CITY                   ,7 ,6,3,0,N,000000489
AL0250400,CULLMAN                       ,7 ,6,3,0,N,000002255
AL0260000,OZARK                         ,8C,6,3,2,N,000020164
AL0260100,OZARK                         ,5 ,6,3,1,N,000014897
AL0260200,DALEVILLE                     ,6 ,6,3,1,N,000005260
AL0260300,DALEVILLE                     ,7 ,6,3,1,N,000002092
AL0260400,DOTHAN                        ,7 ,6,3,1,N,000000353
AL0260500,NEWTON                        ,7 ,6,3,1,N,000001509
AL0260600,MIDLAND CITY                  ,7 ,6,3,1,N,000002476
AL0260700,PINCKARD                      ,7 ,6,3,1,N,000000653
AL0260800,ARITON                        ,7 ,6,3,1,N,000000760
AL0260900,DALEVILLE                     ,7 ,6,3,1,N,000000588
AL0270000,SELMA                         ,8C,6,3,2,N,000022458
AL0270100,SELMA                         ,5 ,6,3,1,N,000020094
AL0270200,SELMA                         ,7 ,6,3,3,N,000000000
AL0280000,FORT PAYNE                    ,8B,6,3,2,N,000038952
AL0280100,FORT PAYNE                    ,5 ,6,3,1,N,000014103
AL0280200,COLLINSVILLE                  ,7 ,6,3,1,N,000001957
AL0280300,GERALDINE                     ,7 ,6,3,1,N,000000900
AL0280400,HENAGAR                       ,7 ,6,3,1,N,000002343
AL0280500,FYFFE                         ,7 ,6,3,1,N,000000955
AL0280600,MENTONE                       ,7 ,6,3,1,N,000000364
AL0280700,RAINSVILLE                    ,6 ,6,3,1,N,000004989
AL0280800,VALLEY HEAD                   ,7 ,6,3,1,N,000000485
AL0281000,CROSSVILLE                    ,7 ,6,3,1,N,000001850
AL0281100,FYFFE                         ,7 ,6,3,1,N,000001025
AL0281200,SYLVANIA                      ,7 ,6,3,1,N,000001858
AL0281300,VALLEY HEAD                   ,7 ,6,3,1,N,000000554
AL0281400,IDER                          ,7 ,6,3,1,N,000000718
AL0290000,WETUMPKA                      ,9B,6,3,2,N,000051583
AL0290100,WETUMPKA                      ,6 ,6,3,1,N,000007239
AL0290200,TALLASSEE                     ,6 ,6,3,1,N,000003145
AL0290300,ECLECTIC                      ,7 ,6,3,1,N,000001015
AL0290400,COOSADA                       ,7 ,6,3,1,N,000001233
AL0290600,MILLBROOK                     ,5 ,6,3,1,N,000014897
AL0290700,ELMORE                        ,7 ,6,3,5,N,000000000
AL0300000,BREWTON                       ,8C,6,3,2,N,000018597
AL0300100,ATMORE                        ,5 ,6,3,1,N,000010099
AL0300200,BREWTON                       ,6 ,6,3,1,N,000005331
AL0300300,BREWTON                       ,7 ,6,3,1,N,000002437
AL0300400,FLOMATON                      ,7 ,6,3,1,N,000001423
AL0310000,GADSDEN                       ,9B,6,3,2,N,000030590
AL0310100,ATTALLA                       ,6 ,6,3,1,N,000005999
AL0310200,GADSDEN                       ,4 ,6,3,1,Y,000036610
AL0310400,GLENCOE                       ,6 ,6,3,1,N,000005184
AL0310500,RAINBOW CITY                  ,6 ,6,3,1,N,000009683
AL0310600,HOKES BLUFF                   ,6 ,6,3,1,N,000004361
AL0310700,GADSDEN                       ,6 ,6,3,1,N,000008359
AL0310800,BOAZ                          ,7 ,6,3,1,N,000001749
AL0310900,ALTOONA                       ,7 ,6,3,0,N,000000902
AL0311000,WALNUT GROVE                  ,7 ,6,3,1,N,000000697
AL0312200,ETOWAH                        ,9D,6,3,5,N,000000000
AL0320000,FAYETTE                       ,8C,6,3,2,N,000010490
AL0320100,FAYETTE                       ,6 ,6,3,1,N,000004530
AL0320200,BERRY                         ,7 ,6,3,1,N,000001124
AL0330000,RUSSELLVILLE                  ,8C,6,3,2,N,000017271
AL0330100,RUSSELLVILLE                  ,6 ,6,3,1,N,000009844
AL0330200,PHIL CAMPBELL                 ,7 ,6,3,1,N,000001214
AL0330300,RED BAY                       ,6 ,6,3,1,N,000003151
AL0330400,VINA                          ,7 ,6,3,0,N,000000358
AL0330500,HODGES                        ,7 ,6,3,1,N,000000286
AL0340000,GENEVA                        ,9C,6,3,2,N,000015870
AL0340100,GENEVA                        ,6 ,6,3,1,N,000004501
AL0340200,SAMSON                        ,7 ,6,3,1,N,000001940
AL0340300,HARTFORD                      ,6 ,6,3,1,N,000002653
AL0340400,SLOCOMB                       ,7 ,6,3,1,N,000001993
AL0340500,COFFEE SPRINGS                ,7 ,6,3,0,N,000000229
AL0350000,EUTAW                         ,8D,6,3,2,N,000005333
AL0350100,EUTAW                         ,6 ,6,3,1,N,000002871
AL0350200,FORKLAND                      ,7 ,6,3,1,N,000000629
AL0360000,GREENSBORO                    ,9C,6,3,2,N,000011165
AL0360100,GREENSBORO                    ,7 ,6,3,1,N,000002418
AL0360200,MOUNDVILLE                    ,7 ,6,3,1,N,000001697
AL0370000,ABBEVILLE                     ,9D,6,3,2,N,000009410
AL0370100,ABBEVILLE                     ,6 ,6,3,1,N,000002645
AL0370200,HEADLAND                      ,6 ,6,3,1,N,000004694
AL0370300,NEWVILLE                      ,7 ,6,3,1,N,000000526
AL0380000,DOTHAN                        ,9B,6,3,2,N,000027032
AL0380100,DOTHAN                        ,3 ,6,3,1,Y,000066581
AL0380200,ASHFORD                       ,7 ,6,3,1,N,000002177
AL0380300,GORDON                        ,7 ,6,3,0,N,000000331
AL0380400,COLUMBIA                      ,7 ,6,3,1,N,000000746
AL0380500,COTTONWOOD                    ,7 ,6,3,1,N,000001295
AL0380600,KINSEY                        ,7 ,6,3,1,N,000002228
AL0380800,DOTHAN                        ,7 ,6,3,3,N,000000000
AL0380900,TAYLOR                        ,7 ,6,3,1,N,000002418
AL0381000,WEBB                          ,7 ,6,3,1,N,000001443
AL0390000,SCOTTSBORO                    ,8B,6,3,2,N,000029694
AL0390100,SCOTTSBORO                    ,5 ,6,3,1,N,000014791
AL0390200,BRIDGEPORT                    ,7 ,6,3,1,N,000002389
AL0390300,STEVENSON                     ,7 ,6,3,1,N,000002022
AL0390400,HOLLYWOOD                     ,7 ,6,3,1,N,000000990
AL0390500,PISGAH                        ,7 ,6,3,1,N,000000718
AL0390600,DUTTON                        ,7 ,6,3,0,N,000000314
AL0390700,SECTION                       ,7 ,6,3,1,N,000000766
AL0390800,WOODVILLE                     ,7 ,6,3,1,N,000000742
AL0390900,SCOTTSBORO                    ,7 ,6,3,1,N,000000847
AL0400000,VERNON                        ,8D,6,3,2,N,000009333
AL0400100,SULLIGENT                     ,7 ,6,3,1,N,000001879
AL0400200,VERNON                        ,7 ,6,3,1,N,000001940
AL0400300,KENNEDY                       ,7 ,6,3,0,N,000000436
AL0400400,MILLPORT                      ,7 ,6,3,1,N,000001022
AL0410000,FLORENCE                      ,9B,6,3,2,N,000049316
AL0410100,FLORENCE                      ,4 ,6,3,1,Y,000039481
AL0410200,WATERLOO                      ,7 ,6,3,0,N,000000202
AL0410300,ANDERSON                      ,7 ,6,3,1,N,000000281
AL0410400,FLORENCE                      ,7 ,6,3,1,N,000000418
AL0410500,LEXINGTON                     ,7 ,6,3,1,N,000000730
AL0410600,ROGERSVILLE                   ,7 ,6,3,1,N,000001248
AL0410700,KILLEN                        ,7 ,6,3,1,N,000000988
AL0410800,FLORENCE                      ,7 ,6,3,3,N,000000000
AL0420000,MOULTON                       ,9B,6,3,2,N,000027439
AL0420100,MOULTON                       ,6 ,6,3,1,N,000003397
AL0420200,TOWN CREEK                    ,7 ,6,3,1,N,000001080
AL0420300,COURTLAND                     ,7 ,6,3,1,N,000000607
AL0420400,HILLSBORO                     ,7 ,6,3,1,N,000000531
AL0420500,NORTH COURTLAND               ,7 ,6,3,1,N,000000622
AL0420600,MOULTON                       ,9E,6,3,5,N,000000000
AL0430000,OPELIKA                       ,9B,6,3,2,N,000058443
AL0430100,AUBURN                        ,3 ,6,3,1,Y,000057970
AL0430200,OPELIKA                       ,4 ,6,3,1,Y,000028302
AL0430300,AUBURN                        ,7 ,6,3,0,N,000000000
AL0440000,ATHENS                        ,9B,6,3,2,N,000058221
AL0440100,ATHENS                        ,5 ,6,3,1,N,000023972
AL0440200,ARDMORE                       ,7 ,6,3,1,N,000001304
AL0440300,ELKMONT                       ,7 ,6,3,0,N,000000455
AL0450000,HAYNEVILLE                    ,9D,6,3,2,N,000006759
AL0450100,FORT DEPOSIT                  ,7 ,6,3,1,N,000001274
AL0450200,HAYNEVILLE                    ,7 ,6,3,1,N,000000887
AL0450400,HAYNEVILLE                    ,7 ,6,3,1,N,000000977
AL0450500,LOWNDESBORO                   ,7 ,6,3,1,N,000000829
AL0450700,HAYNEVILLE                    ,7 ,6,3,5,N,000000000
AL0460000,TUSKEGEE                      ,8D,6,3,2,N,000009581
AL0460100,TUSKEGEE                      ,6 ,6,3,1,N,000009341
AL0460200,NOTASULGA                     ,7 ,6,3,1,N,000000828
AL0460600,SHORTER                       ,7 ,6,3,1,N,000000460
AL0460700,TUSKEGEE INSTITUTE            ,7 ,6,3,3,N,000000000
AL0470000,HUNTSVILLE                    ,9A,6,3,2,N,000114778
AL0470100,HUNTSVILLE                    ,2 ,6,3,1,Y,000183049
AL0470200,MADISON                       ,4 ,6,3,1,N,000041645
AL0470300,GURLEY                        ,7 ,6,3,1,N,000000794
AL0470400,NEW HOPE                      ,6 ,6,3,1,N,000002799
AL0470500,OWENS CROSS ROADS             ,7 ,6,3,1,N,000001766
AL0470600,MADISON                       ,7 ,6,3,1,N,000000499
AL0470700,HUNTSVILLE                    ,7 ,6,3,3,N,000000000
AL0470800,NORMAL                        ,7 ,6,3,3,N,000000000
AL0470900,HUNTSVILLE                    ,7 ,6,3,5,N,000000000
AL0471100,HUNTSVILLE                    ,7 ,6,3,5,N,000000000
AL0480000,LINDEN                        ,8C,6,3,2,N,000010170
AL0480100,DEMOPOLIS                     ,6 ,6,3,1,N,000007240
AL0480200,LINDEN                        ,7 ,6,3,1,N,000002036
AL0480300,THOMASTON                     ,7 ,6,3,1,N,000000400
AL0480400,FAUNSDALE                     ,7 ,6,3,0,N,000000094
AL0480500,MYRTLEWOOD                    ,7 ,6,3,1,N,000000125
AL0480600,SWEET WATER                   ,7 ,6,3,1,N,000000248
AL0480700,DEMOPOLIS                     ,7 ,6,3,5,N,000000000
AL0490000,HAMILTON                      ,8C,6,3,2,N,000013861
AL0490100,HAMILTON                      ,6 ,6,3,1,N,000006546
AL0490200,WINFIELD                      ,6 ,6,3,1,N,000003915
AL0490300,GUIN                          ,7 ,6,3,1,N,000002348
AL0490400,HACKLEBURG                    ,7 ,6,3,1,N,000001498
AL0490500,BRILLIANT                     ,7 ,6,3,1,N,000000892
AL0490600,HAMILTON                      ,7 ,6,3,0,N,000000000
AL0490700,BEAR CREEK                    ,7 ,6,3,1,N,000001059
AL0490800,HAMILTON                      ,8D,6,3,5,N,000000000
AL0500000,GUNTERSVILLE                  ,8B,6,3,2,N,000046717
AL0500100,ALBERTVILLE                   ,5 ,6,3,1,N,000021636
AL0500200,GUNTERSVILLE                  ,6 ,6,3,1,N,000008388
AL0500300,ARAB                          ,6 ,6,3,1,N,000008268
AL0500400,BOAZ                          ,6 ,6,3,1,N,000008596
AL0500500,GRANT                         ,7 ,6,3,1,N,000000915
AL0500600,DOUGLAS                       ,7 ,6,3,1,N,000000762
AL0500800,GUNTERSVILLE                  ,8E,6,3,5,N,000000000
AL0510000,MONROEVILLE                   ,8C,6,3,2,N,000013879
AL0510100,MONROEVILLE                   ,6 ,6,3,1,N,000006327
AL0510200,FRISCO CITY                   ,7 ,6,3,1,N,000001272
AL0510300,BEATRICE                      ,7 ,6,3,1,N,000000296
AL0510400,EXCEL                         ,7 ,6,3,1,N,000000700
AL0520000,DECATUR                       ,9B,6,3,2,N,000043035
AL0520100,DECATUR                       ,3 ,6,3,1,Y,000056002
AL0520200,HARTSELLE                     ,5 ,6,3,1,N,000014563
AL0520400,FALKVILLE                     ,7 ,6,3,1,N,000001281
AL0520500,DECATUR                       ,7 ,6,3,0,N,000000000
AL0520600,SOMERVILLE                    ,7 ,6,3,1,N,000000728
AL0520700,TRINITY                       ,7 ,6,3,1,N,000002148
AL0520900,DECATUR                       ,6 ,6,3,1,N,000002878
AL0521100,DECATUR                       ,7 ,6,3,3,N,000000000
AL0530000,MARION                        ,8D,6,3,2,N,000004845
AL0530100,MARION                        ,6 ,6,3,1,N,000003544
AL0530200,UNIONTOWN                     ,7 ,6,3,1,N,000001679
AL0540000,CARROLLTON                    ,9C,6,3,2,N,000011914
AL0540100,ALICEVILLE                    ,7 ,6,3,1,N,000002419
AL0540200,GORDO                         ,7 ,6,3,1,N,000001712
AL0540300,REFORM                        ,7 ,6,3,1,N,000001666
AL0540400,CARROLLTON                    ,7 ,6,3,1,N,000001002
AL0540500,CARROLLTON                    ,7 ,6,3,1,N,000000594
AL0540700,REFORM                        ,7 ,6,3,5,N,000000000
AL0550000,TROY                          ,8C,6,3,2,N,000012844
AL0550100,TROY                          ,5 ,6,3,1,N,000018329
AL0550200,BRUNDIDGE                     ,7 ,6,3,1,N,000002073
AL0550300,TROY                          ,7 ,6,3,3,N,000000000
AL0560000,WEDOWEE                       ,8C,6,3,2,N,000015052
AL0560100,ROANOKE                       ,6 ,6,3,1,N,000005997
AL0560200,WADLEY                        ,7 ,6,3,1,N,000000739
AL0560300,WEDOWEE                       ,7 ,6,3,1,N,000000810
AL0560400,WADLEY                        ,7 ,6,3,3,N,000000000
AL0560500,WEDOWEE                       ,7 ,6,3,5,N,000000000
AL0570000,PHENIX CITY                   ,9B,6,3,2,N,000026235
AL0570100,PHENIX CITY                   ,4 ,6,3,1,N,000032600
AL0570200,HURTSBORO                     ,7 ,6,3,1,N,000000596
AL0580000,ASHVILLE                      ,9B,6,3,2,N,000034110
AL0580100,PELL CITY                     ,5 ,6,3,1,N,000013263
AL0580200,ASHVILLE                      ,7 ,6,3,1,N,000002239
AL0580300,RAGLAND                       ,7 ,6,3,1,N,000001662
AL0580400,SPRINGVILLE                   ,6 ,6,3,1,N,000004175
AL0580500,ODENVILLE                     ,6 ,6,3,1,N,000003642
AL0580600,MOODY                         ,5 ,6,3,1,N,000012278
AL0580700,RIVERSIDE                     ,7 ,6,3,1,N,000002269
AL0580800,MARGARET                      ,6 ,6,3,1,N,000004484
AL0580900,STEELE                        ,7 ,6,3,1,N,000001060
AL0581000,BRANCHVILLE                   ,7 ,6,3,0,N,000000000
AL0581200,TRUSSVILLE                    ,6 ,6,3,1,N,000004087
AL0590000,COLUMBIANA                    ,9B,6,3,2,N,000082736
AL0590100,CALERA                        ,5 ,6,3,1,N,000012623
AL0590200,COLUMBIANA                    ,6 ,6,3,1,N,000004219
AL0590300,MONTEVALLO                    ,6 ,6,3,1,N,000006503
AL0590400,ALABASTER                     ,4 ,6,3,1,N,000031170
AL0590500,VINCENT                       ,7 ,6,3,0,N,000002045
AL0590600,PELHAM                        ,5 ,6,3,1,N,000022199
AL0590700,HELENA                        ,5 ,6,3,1,N,000015084
AL0590800,WILTON                        ,7 ,6,3,1,N,000000697
AL0590900,HARPERSVILLE                  ,7 ,6,3,1,N,000001679
AL0591000,WILSONVILLE                   ,7 ,6,3,0,N,000001943
AL0591100,MONTEVALLO                    ,7 ,6,3,3,N,000000000
AL0600000,LIVINGSTON                    ,8D,6,3,2,N,000006909
AL0600100,YORK                          ,7 ,6,3,1,N,000002436
AL0600200,LIVINGSTON                    ,6 ,6,3,1,N,000003461
AL0600300,CUBA                          ,7 ,6,3,1,N,000000329
AL0600400,EPES                          ,7 ,6,3,1,N,000000185
AL0600500,LIVINGSTON                    ,7 ,6,3,3,N,000000000
AL0610000,TALLADEGA                     ,8B,6,3,2,N,000035968
AL0610100,SYLACAUGA                     ,5 ,6,3,1,N,000012762
