agency,city,population_group,country_division,country_region,agency_indicator,core_city,population
AL0110100,ANNISTON                      ,5 ,6,3,1,Y,000023736
AL0110200,JACKSONVILLE                  ,6 ,6,3,1,N,000009213
AL0110300,PIEDMONT                      ,6 ,6,3,1,N,000004998
AL0110400,WEAVER                        ,6 ,6,3,1,N,000002620
AL0110500,OXFORD                        ,5 ,6,3,1,Y,000017704
AL0110600,ANNISTON                      ,7 ,6,3,1,N,000000867
AL0110700,OHATCHEE                      ,7 ,6,3,1,N,000001230
AL0110800,JACKSONVILLE                  ,7 ,6,3,3,N,000000000
AL0120000,LAFAYETTE                     ,8C,6,3,2,N,000015611
AL0120100,LAFAYETTE                     ,6 ,6,3,1,N,000003054
AL0120200,LANETT                        ,6 ,6,3,1,N,000007489
AL0120400,VALLEY                        ,6 ,6,3,1,N,000008871
AL0130000,CENTRE                        ,8C,6,3,2,N,000019174
AL0130100,CENTRE                        ,6 ,6,3,1,N,000003411
AL0130200,CEDAR BLUFF                   ,7 ,6,3,1,N,000001580
AL0130300,LEESBURG                      ,7 ,6,3,1,N,000000839
AL0140000,CLANTON                       ,9B,6,3,2,N,000028147
AL0140100,CLANTON                       ,6 ,6,3,1,N,000008602
AL0140200,MAPLESVILLE                   ,7 ,6,3,1,N,000000686
AL0140300,JEMISON                       ,6 ,6,3,1,N,000002593
AL0140400,THORSBY                       ,7 ,6,3,1,N,000002030
AL0150000,BUTLER                        ,8C,6,3,2,N,000011948
AL0150100,BUTLER                        ,7 ,6,3,1,N,000001747
AL0150200,GILBERTOWN                    ,7 ,6,3,0,N,000000171
AL0150300,PENNINGTON                    ,7 ,6,3,1,N,000000327
AL0150400,SILAS                         ,7 ,6,3,1,N,000000487
AL0150500,TOXEY                         ,7 ,6,3,0,N,000000140
AL0160000,GROVE HILL                    ,8C,6,3,2,N,000015659
AL0160100,JACKSON                       ,6 ,6,3,1,N,000005254
AL0160200,THOMASVILLE                   ,6 ,6,3,1,N,000004558
AL0160300,GROVE HILL                    ,7 ,6,3,1,N,000001373
AL0160400,FULTON                        ,7 ,6,3,0,N,000000301
AL0160600,COFFEEVILLE                   ,7 ,6,3,1,N,000000354
AL0170000,ASHLAND                       ,8D,6,3,2,N,000009559
AL0170100,ASHLAND                       ,7 ,6,3,1,N,000001856
AL0170200,LINEVILLE                     ,7 ,6,3,1,N,000002370
AL0180000,HEFLIN                        ,8C,6,3,2,N,000010875
AL0180100,HEFLIN                        ,6 ,6,3,1,N,000003439
AL0180200,RANBURNE                      ,7 ,6,3,1,N,000000482
AL0190000,NEW BROCKTON                  ,8C,6,3,2,N,000016683
AL0190100,ELBA                          ,6 ,6,3,1,N,000004136
AL0190200,ENTERPRISE                    ,5 ,6,3,1,N,000023808
AL0190300,NEW BROCKTON                  ,7 ,6,3,1,N,000001216
AL0190400,KINSTON                       ,7 ,6,3,1,N,000000608
AL0190500,ENTERPRISE                    ,7 ,6,3,3,N,000000000
AL0200000,TUSCUMBIA                     ,9C,6,3,2,N,000021652
AL0200100,SHEFFIELD                     ,6 ,6,3,1,N,000009176
AL0200200,TUSCUMBIA                     ,6 ,6,3,1,N,000008235
AL0200300,MUSCLE SHOALS                 ,5 ,6,3,1,Y,000012776
AL0200400,CHEROKEE                      ,7 ,6,3,1,N,000001177
AL0200500,LEIGHTON                      ,7 ,6,3,1,N,000000834
AL0200600,RUSSELLVILLE                  ,7 ,6,3,1,N,000000947
AL0210000,EVERGREEN                     ,8D,6,3,2,N,000009316
AL0210100,EVERGREEN                     ,6 ,6,3,1,N,000003446
AL0210200,CASTLEBERRY                   ,7 ,6,3,1,N,000000566
AL0220000,ROCKFORD                      ,8D,6,3,2,N,000009006
AL0220100,GOODWATER                     ,7 ,6,3,1,N,000001542
AL0220200,ROCKFORD                      ,7 ,6,3,1,N,000000396
AL0230000,ANDALUSIA                     ,8C,6,3,2,N,000018566
AL0230100,ANDALUSIA                     ,6 ,6,3,1,N,000008727
AL0230200,OPP                           ,6 ,6,3,1,N,000006701
AL0230300,FLORALA                       ,7 ,6,3,1,N,000001904
AL0230400,GANTT                         ,7 ,6,3,1,N,000000241
AL0230500,RED LEVEL                     ,7 ,6,3,1,N,000000555
AL0230600,LOCKHART                      ,7 ,6,3,1,N,000000547
AL0230800,ANDALUSIA                     ,7 ,6,3,5,N,000000000
AL0240000,LUVERNE                       ,8D,6,3,2,N,000009516
AL0240100,LUVERNE                       ,6 ,6,3,1,N,000002733
AL0240200,BRANTLEY                      ,7 ,6,3,1,N,000000906
AL0240300,DOZIER                        ,7 ,6,3,1,N,000000392
AL0240400,GLENWOOD                      ,7 ,6,3,1,N,000000192
AL0250000,CULLMAN                       ,8B,6,3,2,N,000062474
AL0250100,CULLMAN                       ,5 ,6,3,1,N,000014914
AL0250200,HANCEVILLE                    ,6 ,6,3,1,N,000003261
AL0250300,GARDEN CITY                   ,7 ,6,3,0,N,000000592
AL0250400,CULLMAN                       ,7 ,6,3,0,N,000002054
AL0260000,OZARK                         ,8C,6,3,2,N,000020732
AL0260100,OZARK                         ,5 ,6,3,1,N,000014656
AL0260200,DALEVILLE                     ,6 ,6,3,1,N,000004503
AL0260300,DALEVILLE                     ,7 ,6,3,1,N,000001516
AL0260400,DOTHAN                        ,7 ,6,3,1,N,000000397
AL0260500,NEWTON                        ,7 ,6,3,1,N,000001663
AL0260600,MIDLAND CITY                  ,7 ,6,3,1,N,000001839
AL0260700,PINCKARD                      ,7 ,6,3,1,N,000000632
AL0260800,ARITON                        ,7 ,6,3,1,N,000000747
AL0260900,DALEVILLE                     ,7 ,6,3,1,N,000000494
AL0270000,SELMA                         ,8C,6,3,2,N,000024580
AL0270100,SELMA                         ,5 ,6,3,1,N,000019101
AL0280000,FORT PAYNE                    ,8B,6,3,2,N,000038035
AL0280100,FORT PAYNE                    ,5 ,6,3,1,N,000013889
AL0280200,COLLINSVILLE                  ,7 ,6,3,1,N,000001685
AL0280300,GERALDINE                     ,7 ,6,3,1,N,000000837
AL0280400,HENAGAR                       ,6 ,6,3,1,N,000002560
AL0280500,FYFFE                         ,7 ,6,3,1,N,000000976
AL0280600,MENTONE                       ,7 ,6,3,0,N,000000482
AL0280700,RAINSVILLE                    ,6 ,6,3,1,N,000004923
AL0280800,VALLEY HEAD                   ,7 ,6,3,1,N,000000545
AL0281000,CROSSVILLE                    ,7 ,6,3,1,N,000001463
AL0281100,FYFFE                         ,7 ,6,3,1,N,000001045
AL0281200,SYLVANIA                      ,7 ,6,3,1,N,000001267
AL0281300,VALLEY HEAD                   ,7 ,6,3,1,N,000000653
AL0281400,IDER                          ,7 ,6,3,1,N,000000715
AL0290000,WETUMPKA                      ,9B,6,3,2,N,000045709
AL0290100,WETUMPKA                      ,6 ,6,3,1,N,000007558
AL0290200,TALLASSEE                     ,6 ,6,3,1,N,000003490
AL0290300,ECLECTIC                      ,7 ,6,3,1,N,000001148
AL0290400,COOSADA                       ,7 ,6,3,1,N,000001590
AL0290600,MILLBROOK                     ,5 ,6,3,1,N,000016236
AL0300000,BREWTON                       ,8C,6,3,2,N,000021008
AL0300100,ATMORE                        ,6 ,6,3,1,N,000007452
AL0300200,BREWTON                       ,6 ,6,3,1,N,000005304
AL0300300,BREWTON                       ,6 ,6,3,1,N,000002512
AL0300400,FLOMATON                      ,7 ,6,3,1,N,000001541
AL0310000,GADSDEN                       ,9B,6,3,2,N,000030309
AL0310100,ATTALLA                       ,6 ,6,3,1,N,000006426
AL0310200,GADSDEN                       ,4 ,6,3,1,Y,000037066
AL0310400,GLENCOE                       ,6 ,6,3,1,N,000005298
AL0310500,RAINBOW CITY                  ,6 ,6,3,1,N,000009079
AL0310600,HOKES BLUFF                   ,6 ,6,3,1,N,000004363
AL0310700,GADSDEN                       ,6 ,6,3,1,N,000008126
AL0310800,BOAZ                          ,7 ,6,3,1,N,000002101
AL0310900,ALTOONA                       ,7 ,6,3,0,N,000000951
AL0320000,FAYETTE                       ,8C,6,3,2,N,000011213
AL0320100,FAYETTE                       ,6 ,6,3,1,N,000004694
AL0320200,BERRY                         ,7 ,6,3,1,N,000001212
AL0330000,RUSSELLVILLE                  ,8C,6,3,2,N,000017402
AL0330100,RUSSELLVILLE                  ,6 ,6,3,1,N,000008842
AL0330200,PHIL CAMPBELL                 ,7 ,6,3,1,N,000001046
AL0330300,RED BAY                       ,6 ,6,3,1,N,000003283
AL0330400,VINA                          ,7 ,6,3,0,N,000000401
AL0330500,HODGES                        ,7 ,6,3,1,N,000000260
AL0340000,GENEVA                        ,9C,6,3,2,N,000015017
AL0340100,GENEVA                        ,6 ,6,3,1,N,000004415
AL0340200,SAMSON                        ,7 ,6,3,1,N,000002027
AL0340300,HARTFORD                      ,7 ,6,3,1,N,000002401
AL0340400,SLOCOMB                       ,7 ,6,3,1,N,000002040
AL0340500,COFFEE SPRINGS                ,7 ,6,3,0,N,000000254
AL0350000,EUTAW                         ,9D,6,3,2,N,000006304
AL0350100,EUTAW                         ,6 ,6,3,1,N,000003001
AL0360000,GREENSBORO                    ,9C,6,3,2,N,000013652
AL0360100,GREENSBORO                    ,6 ,6,3,1,N,000002579
AL0360200,MOUNDVILLE                    ,7 ,6,3,1,N,000002021
AL0370000,ABBEVILLE                     ,9D,6,3,2,N,000009410
AL0370100,ABBEVILLE                     ,6 ,6,3,1,N,000002955
AL0370200,HEADLAND                      ,6 ,6,3,1,N,000003864
AL0370300,NEWVILLE                      ,7 ,6,3,1,N,000000540
AL0380000,DOTHAN                        ,9C,6,3,2,N,000024950
AL0380100,DOTHAN                        ,3 ,6,3,1,Y,000063974
AL0380200,ASHFORD                       ,7 ,6,3,1,N,000001967
AL0380300,GORDON                        ,7 ,6,3,0,N,000000417
AL0380400,COLUMBIA                      ,7 ,6,3,1,N,000000832
AL0380500,COTTONWOOD                    ,7 ,6,3,1,N,000001172
AL0380600,KINSEY                        ,7 ,6,3,1,N,000001935
AL0380800,DOTHAN                        ,7 ,6,3,3,N,000000000
AL0380900,TAYLOR                        ,7 ,6,3,1,N,000001955
AL0390000,SCOTTSBORO                    ,8B,6,3,2,N,000029967
AL0390100,SCOTTSBORO                    ,5 ,6,3,1,N,000014971
AL0390200,BRIDGEPORT                    ,6 ,6,3,1,N,000002698
AL0390300,STEVENSON                     ,7 ,6,3,1,N,000002140
AL0390400,HOLLYWOOD                     ,7 ,6,3,1,N,000000931
AL0390500,PISGAH                        ,7 ,6,3,1,N,000000702
AL0390600,DUTTON                        ,7 ,6,3,0,N,000000309
AL0390700,SECTION                       ,7 ,6,3,1,N,000000765
AL0390800,WOODVILLE                     ,7 ,6,3,1,N,000000757
AL0390900,SCOTTSBORO                    ,7 ,6,3,1,N,000000842
AL0400000,VERNON                        ,8D,6,3,2,N,000009506
AL0400100,SULLIGENT                     ,7 ,6,3,1,N,000001963
AL0400200,VERNON                        ,7 ,6,3,1,N,000001898
AL0400300,KENNEDY                       ,7 ,6,3,0,N,000000493
AL0400400,MILLPORT                      ,7 ,6,3,1,N,000001014
AL0410000,FLORENCE                      ,9B,6,3,2,N,000047588
AL0410100,FLORENCE                      ,4 ,6,3,1,Y,000036784
AL0410200,WATERLOO                      ,7 ,6,3,0,N,000000208
AL0410300,ANDERSON                      ,7 ,6,3,0,N,000000350
AL0410400,FLORENCE                      ,7 ,6,3,1,N,000000472
AL0410500,LEXINGTON                     ,7 ,6,3,1,N,000000832
AL0410600,ROGERSVILLE                   ,7 ,6,3,1,N,000001190
AL0410700,KILLEN                        ,7 ,6,3,1,N,000001123
AL0410800,FLORENCE                      ,7 ,6,3,3,N,000000000
AL0420000,MOULTON                       ,9B,6,3,2,N,000027673
AL0420100,MOULTON                       ,6 ,6,3,1,N,000003262
AL0420200,TOWN CREEK                    ,7 ,6,3,1,N,000001202
AL0420300,COURTLAND                     ,7 ,6,3,1,N,000000760
AL0420400,HILLSBORO                     ,7 ,6,3,1,N,000000586
AL0420500,NORTH COURTLAND               ,7 ,6,3,1,N,000000794
AL0430000,OPELIKA                       ,9B,6,3,2,N,000047299
AL0430100,AUBURN                        ,3 ,6,3,1,Y,000053160
AL0430200,OPELIKA                       ,5 ,6,3,1,Y,000024600
AL0430300,AUBURN                        ,7 ,6,3,0,N,000000000
AL0440000,ATHENS                        ,9B,6,3,2,N,000048698
AL0440100,ATHENS                        ,5 ,6,3,1,N,000022295
AL0440200,ARDMORE                       ,7 ,6,3,1,N,000001145
AL0440300,ELKMONT                       ,7 ,6,3,0,N,000000509
AL0450000,HAYNEVILLE                    ,9C,6,3,2,N,000011563
AL0450100,FORT DEPOSIT                  ,7 ,6,3,0,N,000001187
AL0450200,HAYNEVILLE                    ,7 ,6,3,1,N,000001112
AL0450400,HAYNEVILLE                    ,7 ,6,3,0,N,000001039
AL0450700,HAYNEVILLE                    ,7 ,6,3,5,N,000000000
AL0460000,TUSKEGEE                      ,8D,6,3,2,N,000009851
AL0460100,TUSKEGEE                      ,5 ,6,3,1,N,000011423
AL0460200,NOTASULGA                     ,7 ,6,3,1,N,000000806
AL0460600,SHORTER                       ,7 ,6,3,1,N,000000338
AL0470000,HUNTSVILLE                    ,9B,6,3,2,N,000097004
AL0470100,HUNTSVILLE                    ,2 ,6,3,1,Y,000168798
AL0470200,MADISON                       ,4 ,6,3,1,N,000037435
AL0470300,GURLEY                        ,7 ,6,3,1,N,000000850
AL0470400,NEW HOPE                      ,6 ,6,3,1,N,000002709
AL0470500,OWENS CROSS ROADS             ,7 ,6,3,1,N,000001404
AL0470600,MADISON                       ,7 ,6,3,1,N,000000482
AL0470700,HUNTSVILLE                    ,7 ,6,3,3,N,000000000
AL0470800,NORMAL                        ,7 ,6,3,3,N,000000000
AL0470900,HUNTSVILLE                    ,7 ,6,3,5,N,000000000
AL0471100,HUNTSVILLE                    ,7 ,6,3,5,N,000000000
AL0480000,LINDEN                        ,8C,6,3,2,N,000011412
AL0480100,DEMOPOLIS                     ,6 ,6,3,1,N,000007523
AL0480200,LINDEN                        ,7 ,6,3,1,N,000002326
AL0480300,THOMASTON                     ,7 ,6,3,1,N,000000375
AL0480400,FAUNSDALE                     ,7 ,6,3,0,N,000000085
AL0480500,MYRTLEWOOD                    ,7 ,6,3,1,N,000000134
AL0490000,HAMILTON                      ,8C,6,3,2,N,000014228
AL0490100,HAMILTON                      ,6 ,6,3,1,N,000006478
AL0490200,WINFIELD                      ,6 ,6,3,1,N,000003868
AL0490300,GUIN                          ,7 ,6,3,1,N,000002223
AL0490400,HACKLEBURG                    ,7 ,6,3,1,N,000001472
AL0490500,BRILLIANT                     ,7 ,6,3,1,N,000000732
AL0490600,HAMILTON                      ,7 ,6,3,0,N,000000000
AL0490700,BEAR CREEK                    ,7 ,6,3,1,N,000001016
AL0500000,GUNTERSVILLE                  ,8B,6,3,2,N,000044058
AL0500100,ALBERTVILLE                   ,5 ,6,3,1,N,000019476
AL0500200,GUNTERSVILLE                  ,6 ,6,3,1,N,000008088
AL0500300,ARAB                          ,6 ,6,3,1,N,000007676
AL0500400,BOAZ                          ,6 ,6,3,1,N,000007443
AL0500500,GRANT                         ,7 ,6,3,1,N,000000692
AL0500600,DOUGLAS                       ,7 ,6,3,1,N,000000581
AL0500800,GUNTERSVILLE                  ,8E,6,3,5,N,000000000
AL0510000,MONROEVILLE                   ,8C,6,3,2,N,000014728
AL0510100,MONROEVILLE                   ,6 ,6,3,1,N,000006538
AL0510200,FRISCO CITY                   ,7 ,6,3,1,N,000001370
AL0510300,MONROEVILLE                   ,7 ,6,3,0,N,000000396
AL0510400,EXCEL                         ,7 ,6,3,1,N,000000605
AL0520000,DECATUR                       ,9B,6,3,2,N,000040464
AL0520100,DECATUR                       ,3 ,6,3,1,Y,000055789
AL0520200,HARTSELLE                     ,5 ,6,3,1,N,000013650
AL0520400,FALKVILLE                     ,7 ,6,3,1,N,000001185
AL0520500,DECATUR                       ,7 ,6,3,0,N,000000000
AL0520600,SOMERVILLE                    ,7 ,6,3,1,N,000000471
AL0520700,TRINITY                       ,7 ,6,3,1,N,000001907
AL0520900,DECATUR                       ,6 ,6,3,1,N,000002503
AL0521100,DECATUR                       ,7 ,6,3,3,N,000000000
AL0530000,MARION                        ,8D,6,3,2,N,000006260
AL0530100,MARION                        ,6 ,6,3,1,N,000003373
AL0530200,UNIONTOWN                     ,7 ,6,3,1,N,000001480
AL0540000,CARROLLTON                    ,8C,6,3,2,N,000012569
AL0540100,ALICEVILLE                    ,7 ,6,3,1,N,000002457
AL0540200,GORDO                         ,7 ,6,3,1,N,000001589
AL0540300,REFORM                        ,7 ,6,3,1,N,000001834
AL0540400,CARROLLTON                    ,7 ,6,3,1,N,000000953
AL0540500,CARROLTON                     ,7 ,6,3,1,N,000000646
AL0540700,REFORM                        ,7 ,6,3,5,N,000000000
AL0550000,TROY                          ,8C,6,3,2,N,000013282
AL0550100,TROY                          ,5 ,6,3,1,N,000014056
AL0550200,BRUNDIDGE                     ,7 ,6,3,1,N,000002305
AL0550300,TROY                          ,7 ,6,3,3,N,000000000
AL0560000,WEDOWEE                       ,8C,6,3,2,N,000014596
AL0560100,ROANOKE                       ,6 ,6,3,1,N,000006674
AL0560200,WADLEY                        ,7 ,6,3,1,N,000000647
AL0560300,WEDOWEE                       ,7 ,6,3,1,N,000000821
AL0570000,PHENIX CITY                   ,9C,6,3,2,N,000021755
AL0570100,PHENIX CITY                   ,4 ,6,3,1,N,000027895
AL0570200,HURTSBORO                     ,7 ,6,3,1,N,000000556
AL0580000,ASHVILLE                      ,9B,6,3,2,N,000036336
AL0580100,PELL CITY                     ,5 ,6,3,1,N,000012256
AL0580200,ASHVILLE                      ,6 ,6,3,1,N,000002503
AL0580300,RAGLAND                       ,7 ,6,3,1,N,000002082
AL0580400,SPRINGVILLE                   ,6 ,6,3,1,N,000003435
AL0580500,ODENVILLE                     ,7 ,6,3,1,N,000001238
AL0580600,MOODY                         ,5 ,6,3,1,N,000012402
AL0580700,RIVERSIDE                     ,7 ,6,3,1,N,000001883
AL0580800,MARGARET                      ,7 ,6,3,0,N,000001279
AL0580900,STEELE                        ,7 ,6,3,1,N,000001186
AL0581000,BRANCHVILLE                   ,7 ,6,3,0,N,000000991
AL0581200,TRUSSVILLE                    ,7 ,6,3,1,N,000001774
AL0590000,COLUMBIANA                    ,9B,6,3,2,N,000078474
AL0590100,CALERA                        ,6 ,6,3,1,N,000009256
AL0590200,COLUMBIANA                    ,6 ,6,3,1,N,000003809
AL0590300,MONTEVALLO                    ,6 ,6,3,1,N,000005234
AL0590400,ALABASTER                     ,4 ,6,3,1,N,000028904
AL0590500,VINCENT                       ,7 ,6,3,0,N,000001967
AL0590600,PELHAM                        ,5 ,6,3,1,N,000021060
AL0590700,HELENA                        ,5 ,6,3,1,N,000014354
AL0590800,WILTON                        ,7 ,6,3,1,N,000000627
AL0590900,HARPERSVILLE                  ,7 ,6,3,1,N,000001689
AL0591000,WILSONVILLE                   ,7 ,6,3,0,N,000001821
AL0591100,MONTEVALLO                    ,7 ,6,3,3,N,000000000
AL0600000,LIVINGSTON                    ,8D,6,3,2,N,000007755
AL0600100,YORK                          ,6 ,6,3,1,N,000002563
AL0600200,LIVINGSTON                    ,6 ,6,3,1,N,000002961
AL0600300,CUBA                          ,7 ,6,3,0,N,000000324
AL0600400,EPES                          ,7 ,6,3,1,N,000000189
AL0600500,LIVINGSTON                    ,7 ,6,3,3,N,000000000
AL0610000,TALLADEGA                     ,8B,6,3,2,N,000037550
AL0610100,SYLACAUGA                     ,5 ,6,3,1,N,000012946
AL0610200,TALLADEGA                     ,5 ,6,3,1,N,000017104
AL0610300,CHILDERSBURG                  ,6 ,6,3,1,N,000004978
AL0610400,LINCOLN                       ,6 ,6,3,1,N,000005089
AL0610500,TALLADEGA                     ,7 ,6,3,0,N,000000281
AL0610600,TALLADEGA                     ,7 ,6,3,3,N,000000000
AL0620000,DADEVILLE                     ,8C,6,3,2,N,000018776
AL0620100,ALEXANDER CITY                ,5 ,6,3,1,N,000015053
AL0620200,DADEVILLE                     ,6 ,6,3,1,N,000003239
AL0620300,CAMP HILL                     ,7 ,6,3,1,N,000001200
AL0620400,EAST TALLASSEE                ,7 ,6,3,0,N,000000000
AL0620500,DAVISTON                      ,7 ,6,3,1,N,000000261
AL0620600,DAVISTON                      ,7 ,6,3,1,N,000000833
AL0630000,TUSCALOOSA                    ,9B,6,3,2,N,000063306
AL0630100,TUSCALOOSA                    ,3 ,6,3,1,Y,000083811
AL0630200,NORTHPORT                     ,5 ,6,3,1,N,000022201
AL0630300,TUSCALOOSA                    ,7 ,6,3,3,N,000000000
AL0630500,TUSCALOOSA                    ,7 ,6,3,0,N,000000000
AL0630700,VANCE                         ,7 ,6,3,1,N,000000588
AL0631100,LAKE VIEW                     ,7 ,6,3,1,N,000001982
AL0640000,JASPER                        ,9B,6,3,2,N,000043779
AL0640100,JASPER                        ,5 ,6,3,1,N,000014117
AL0640200,CARBON HILL                   ,7 ,6,3,1,N,000002048
AL0640300,CORDOVA                       ,7 ,6,3,1,N,000002314
AL0640400,DORA                          ,7 ,6,3,1,N,000002441
AL0640500,SUMITON                       ,6 ,6,3,1,N,000002576
AL0640600,PARRISH                       ,7 ,6,3,1,N,000001260
AL0640700,OAKMAN                        ,7 ,6,3,1,N,000000945
AL0640800,NAUVOO                        ,7 ,6,3,0,N,000000281
