agency,city,population_group,country_division,country_region,agency_indicator,core_city,population
AL0050100,BAY MINETTE                   ,6 ,6,3,1,N,000007710
AL0050200,FAIRHOPE                      ,5 ,6,3,1,N,000017180
AL0050300,FOLEY                         ,5 ,6,3,1,N,000014157
AL0050400,GULF SHORES                   ,5 ,6,3,1,N,000010985
AL0050500,ROBERTSDALE                   ,6 ,6,3,1,N,000005018
AL0050600,LOXLEY                        ,7 ,6,3,1,N,000001659
AL0050700,SILVERHILL                    ,7 ,6,3,1,N,000000695
AL0050800,DAPHNE                        ,5 ,6,3,1,N,000019245
AL0050900,SUMMERDALE                    ,7 ,6,3,1,N,000000714
AL0051000,ELBERTA                       ,7 ,6,3,1,N,000000582
AL0051200,ORANGE BEACH                  ,6 ,6,3,1,N,000006589
AL0051300,SPANISH FORT                  ,6 ,6,3,1,N,000005831
AL0060000,CLAYTON                       ,8D,6,3,2,N,000008864
AL0060100,EUFAULA                       ,5 ,6,3,1,N,000014560
AL0060200,CLAYTON                       ,7 ,6,3,1,N,000001358
AL0060300,CLIO                          ,7 ,6,3,1,N,000002212
AL0060400,LOUISVILLE                    ,7 ,6,3,1,N,000000560
AL0060700,EUFAULA                       ,7 ,6,3,1,N,000000311
AL0070000,CENTREVILLE                   ,9C,6,3,2,N,000012327
AL0070100,CENTREVILLE                   ,6 ,6,3,1,N,000002533
AL0070200,BRENT                         ,6 ,6,3,1,N,000004384
AL0070300,WEST BLOCTON                  ,7 ,6,3,1,N,000001425
AL0070400,WOODSTOCK                     ,7 ,6,3,1,N,000001023
AL0080000,ONEONTA                       ,9B,6,3,2,N,000045663
AL0080100,ONEONTA                       ,6 ,6,3,1,N,000007058
AL0080200,BLOUNTSVILLE                  ,7 ,6,3,1,N,000001976
AL0080300,CLEVELAND                     ,7 ,6,3,1,N,000001407
AL0080400,ALTOONA                       ,7 ,6,3,1,N,000000846
AL0080500,ONEONTA                       ,7 ,6,3,1,N,000000502
AL0090000,UNION SPRINGS                 ,8D,6,3,2,N,000006139
AL0090100,UNION SPRINGS                 ,6 ,6,3,1,N,000004566
AL0100000,GREENVILLE                    ,8C,6,3,2,N,000010925
AL0100100,GREENVILLE                    ,6 ,6,3,1,N,000006974
AL0100200,GEORGIANA                     ,7 ,6,3,1,N,000001557
AL0100300,MC KENZIE                     ,7 ,6,3,1,N,000000602
AL0110000,ANNISTON                      ,9B,6,3,2,N,000052329
AL0110100,ANNISTON                      ,5 ,6,3,1,Y,000023620
AL0110200,JACKSONVILLE                  ,6 ,6,3,1,N,000009881
AL0110300,PIEDMONT                      ,6 ,6,3,1,N,000004962
AL0110400,WEAVER                        ,6 ,6,3,1,N,000002686
AL0110500,OXFORD                        ,5 ,6,3,1,Y,000017809
AL0110600,ANNISTON                      ,7 ,6,3,1,N,000000866
AL0110700,OHATCHEE                      ,7 ,6,3,1,N,000001237
AL0110800,JACKSONVILLE                  ,7 ,6,3,3,N,000000000
AL0120000,LAFAYETTE                     ,8C,6,3,2,N,000015410
AL0120100,LAFAYETTE                     ,6 ,6,3,1,N,000003013
AL0120200,LANETT                        ,6 ,6,3,1,N,000007420
AL0120400,VALLEY                        ,6 ,6,3,1,N,000008774
AL0130000,CENTRE                        ,8C,6,3,2,N,000018697
AL0130100,CENTRE                        ,6 ,6,3,1,N,000003491
AL0130200,CEDAR BLUFF                   ,7 ,6,3,1,N,000001657
AL0130300,LEESBURG                      ,7 ,6,3,1,N,000000822
AL0140000,CLANTON                       ,9B,6,3,2,N,000028146
AL0140100,CLANTON                       ,6 ,6,3,1,N,000008849
AL0140200,MAPLESVILLE                   ,7 ,6,3,1,N,000000690
AL0140300,JEMISON                       ,6 ,6,3,1,N,000002661
AL0140400,THORSBY                       ,7 ,6,3,1,N,000002068
AL0150000,BUTLER                        ,8C,6,3,2,N,000011518
AL0150100,BUTLER                        ,7 ,6,3,1,N,000001699
AL0150200,GILBERTOWN                    ,7 ,6,3,0,N,000000167
AL0150300,PENNINGTON                    ,7 ,6,3,1,N,000000316
AL0150400,SILAS                         ,7 ,6,3,1,N,000000472
AL0150500,TOXEY                         ,7 ,6,3,0,N,000000135
AL0160000,GROVE HILL                    ,8C,6,3,2,N,000015141
AL0160100,JACKSON                       ,6 ,6,3,1,N,000005091
AL0160200,THOMASVILLE                   ,6 ,6,3,1,N,000004474
AL0160300,GROVE HILL                    ,7 ,6,3,1,N,000001338
AL0160400,FULTON                        ,7 ,6,3,0,N,000000292
AL0160600,COFFEEVILLE                   ,7 ,6,3,1,N,000000344
AL0170000,ASHLAND                       ,8D,6,3,2,N,000009533
AL0170100,ASHLAND                       ,7 ,6,3,1,N,000001862
AL0170200,LINEVILLE                     ,7 ,6,3,1,N,000002363
AL0180000,HEFLIN                        ,8C,6,3,2,N,000010777
AL0180100,HEFLIN                        ,6 ,6,3,1,N,000003543
AL0180200,RANBURNE                      ,7 ,6,3,1,N,000000481
AL0190000,NEW BROCKTON                  ,8C,6,3,2,N,000016722
AL0190100,ELBA                          ,6 ,6,3,1,N,000004124
AL0190200,ENTERPRISE                    ,5 ,6,3,1,N,000024630
AL0190300,NEW BROCKTON                  ,7 ,6,3,1,N,000001227
AL0190400,KINSTON                       ,7 ,6,3,1,N,000000612
AL0190500,ENTERPRISE                    ,7 ,6,3,0,N,000000000
AL0200000,TUSCUMBIA                     ,9C,6,3,2,N,000021384
AL0200100,SHEFFIELD                     ,6 ,6,3,1,N,000009118
AL0200200,TUSCUMBIA                     ,6 ,6,3,1,N,000008275
AL0200300,MUSCLE SHOALS                 ,5 ,6,3,1,Y,000012925
AL0200400,CHEROKEE                      ,7 ,6,3,1,N,000001167
AL0200500,LEIGHTON                      ,7 ,6,3,1,N,000000828
AL0200600,RUSSELLVILLE                  ,7 ,6,3,1,N,000000950
AL0210000,EVERGREEN                     ,8D,6,3,2,N,000009131
AL0210100,EVERGREEN                     ,6 ,6,3,1,N,000003390
AL0210200,CASTLEBERRY                   ,7 ,6,3,1,N,000000558
AL0220000,ROCKFORD                      ,8D,6,3,2,N,000008859
AL0220100,GOODWATER                     ,7 ,6,3,1,N,000001516
AL0220200,ROCKFORD                      ,7 ,6,3,1,N,000000392
AL0230000,ANDALUSIA                     ,8C,6,3,2,N,000018435
AL0230100,ANDALUSIA                     ,6 ,6,3,1,N,000008689
AL0230200,OPP                           ,6 ,6,3,1,N,000006662
AL0230300,FLORALA                       ,7 ,6,3,1,N,000001899
AL0230400,GANTT                         ,7 ,6,3,1,N,000000240
AL0230500,RED LEVEL                     ,7 ,6,3,1,N,000000554
AL0230600,LOCKHART                      ,7 ,6,3,1,N,000000545
AL0230800,ANDALUSIA                     ,7 ,6,3,5,N,000000000
AL0240000,LUVERNE                       ,8D,6,3,2,N,000009580
AL0240100,LUVERNE                       ,6 ,6,3,1,N,000002763
AL0240200,BRANTLEY                      ,7 ,6,3,1,N,000000914
AL0240300,DOZIER                        ,7 ,6,3,1,N,000000397
AL0240400,GLENWOOD                      ,7 ,6,3,1,N,000000194
AL0250000,CULLMAN                       ,8B,6,3,2,N,000062642
AL0250100,CULLMAN                       ,5 ,6,3,1,N,000015074
AL0250200,HANCEVILLE                    ,6 ,6,3,1,N,000003367
AL0250300,GARDEN CITY                   ,7 ,6,3,0,N,000000593
AL0250400,CULLMAN                       ,7 ,6,3,0,N,000002070
AL0260000,OZARK                         ,8C,6,3,2,N,000020544
AL0260100,OZARK                         ,5 ,6,3,1,N,000014584
AL0260200,DALEVILLE                     ,6 ,6,3,1,N,000004512
AL0260300,DALEVILLE                     ,7 ,6,3,1,N,000001502
AL0260400,DOTHAN                        ,7 ,6,3,1,N,000000394
AL0260500,NEWTON                        ,7 ,6,3,1,N,000001648
AL0260600,MIDLAND CITY                  ,7 ,6,3,1,N,000001865
AL0260700,PINCKARD                      ,7 ,6,3,1,N,000000623
AL0260800,ARITON                        ,7 ,6,3,1,N,000000743
AL0260900,DALEVILLE                     ,7 ,6,3,1,N,000000491
AL0270000,SELMA                         ,8C,6,3,2,N,000024022
AL0270100,SELMA                         ,5 ,6,3,1,N,000018772
AL0280000,FORT PAYNE                    ,8B,6,3,2,N,000038432
AL0280100,FORT PAYNE                    ,5 ,6,3,1,N,000014040
AL0280200,COLLINSVILLE                  ,7 ,6,3,1,N,000001682
AL0280300,GERALDINE                     ,7 ,6,3,1,N,000000837
AL0280400,HENAGAR                       ,6 ,6,3,1,N,000002558
AL0280500,FYFFE                         ,7 ,6,3,1,N,000000975
AL0280600,MENTONE                       ,7 ,6,3,1,N,000000481
AL0280700,RAINSVILLE                    ,6 ,6,3,1,N,000004950
AL0280800,VALLEY HEAD                   ,7 ,6,3,1,N,000000544
AL0281000,CROSSVILLE                    ,7 ,6,3,1,N,000001464
AL0281100,FYFFE                         ,7 ,6,3,0,N,000001057
AL0281200,SYLVANIA                      ,7 ,6,3,1,N,000001266
AL0281300,VALLEY HEAD                   ,7 ,6,3,1,N,000000649
AL0281400,IDER                          ,7 ,6,3,1,N,000000716
AL0290000,WETUMPKA                      ,9B,6,3,2,N,000046254
AL0290100,WETUMPKA                      ,6 ,6,3,1,N,000007840
AL0290200,TALLASSEE                     ,6 ,6,3,1,N,000003552
AL0290300,ECLECTIC                      ,7 ,6,3,1,N,000001160
AL0290400,COOSADA                       ,7 ,6,3,1,N,000001645
AL0290600,MILLBROOK                     ,5 ,6,3,1,N,000017175
AL0300000,BREWTON                       ,8C,6,3,2,N,000020912
AL0300100,ATMORE                        ,6 ,6,3,1,N,000007391
AL0300200,BREWTON                       ,6 ,6,3,1,N,000005256
AL0300300,BREWTON                       ,7 ,6,3,1,N,000002489
AL0300400,FLOMATON                      ,7 ,6,3,1,N,000001531
AL0310000,GADSDEN                       ,9B,6,3,2,N,000029921
AL0310100,ATTALLA                       ,6 ,6,3,1,N,000006515
AL0310200,GADSDEN                       ,4 ,6,3,1,Y,000036700
AL0310400,GLENCOE                       ,6 ,6,3,1,N,000005344
AL0310500,RAINBOW CITY                  ,6 ,6,3,1,N,000009276
AL0310600,HOKES BLUFF                   ,6 ,6,3,1,N,000004452
AL0310700,GADSDEN                       ,6 ,6,3,1,N,000008284
AL0310800,BOAZ                          ,7 ,6,3,1,N,000002177
AL0310900,ALTOONA                       ,7 ,6,3,0,N,000000947
AL0320000,FAYETTE                       ,8C,6,3,2,N,000010904
AL0320100,FAYETTE                       ,6 ,6,3,1,N,000004672
AL0320200,BERRY                         ,7 ,6,3,1,N,000001183
AL0330000,RUSSELLVILLE                  ,8C,6,3,2,N,000017373
AL0330100,RUSSELLVILLE                  ,6 ,6,3,1,N,000008758
AL0330200,PHIL CAMPBELL                 ,7 ,6,3,1,N,000001035
AL0330300,RED BAY                       ,6 ,6,3,1,N,000003242
AL0330400,VINA                          ,7 ,6,3,0,N,000000397
AL0330500,HODGES                        ,7 ,6,3,0,N,000000257
AL0340000,GENEVA                        ,9C,6,3,2,N,000014893
AL0340100,GENEVA                        ,6 ,6,3,1,N,000004399
AL0340200,SAMSON                        ,7 ,6,3,1,N,000002006
AL0340300,HARTFORD                      ,7 ,6,3,1,N,000002408
AL0340400,SLOCOMB                       ,7 ,6,3,1,N,000002033
AL0340500,COFFEE SPRINGS                ,7 ,6,3,0,N,000000253
AL0350000,EUTAW                         ,9D,6,3,2,N,000005601
AL0350100,EUTAW                         ,6 ,6,3,1,N,000002941
AL0350200,FORKLAND                      ,7 ,6,3,1,N,000000589
AL0360000,GREENSBORO                    ,9C,6,3,2,N,000013437
AL0360100,GREENSBORO                    ,6 ,6,3,1,N,000002541
AL0360200,MOUNDVILLE                    ,6 ,6,3,1,N,000002150
AL0370000,ABBEVILLE                     ,9D,6,3,2,N,000009151
AL0370100,ABBEVILLE                     ,6 ,6,3,1,N,000002939
AL0370200,HEADLAND                      ,6 ,6,3,1,N,000004045
AL0370300,NEWVILLE                      ,7 ,6,3,1,N,000000544
AL0380000,DOTHAN                        ,9C,6,3,2,N,000024538
AL0380100,DOTHAN                        ,3 ,6,3,1,Y,000065405
AL0380200,ASHFORD                       ,7 ,6,3,1,N,000002041
AL0380300,GORDON                        ,7 ,6,3,0,N,000000417
AL0380400,COLUMBIA                      ,7 ,6,3,0,N,000000837
AL0380500,COTTONWOOD                    ,7 ,6,3,1,N,000001176
AL0380600,KINSEY                        ,7 ,6,3,1,N,000001969
AL0380800,DOTHAN                        ,7 ,6,3,3,N,000000000
AL0380900,TAYLOR                        ,7 ,6,3,1,N,000001969
AL0381000,WEBB                          ,7 ,6,3,1,N,000001361
AL0390000,SCOTTSBORO                    ,8B,6,3,2,N,000029570
AL0390100,SCOTTSBORO                    ,5 ,6,3,1,N,000014870
AL0390200,BRIDGEPORT                    ,6 ,6,3,1,N,000002628
AL0390300,STEVENSON                     ,7 ,6,3,1,N,000002003
AL0390400,HOLLYWOOD                     ,7 ,6,3,1,N,000000918
AL0390500,PISGAH                        ,7 ,6,3,1,N,000000693
AL0390600,DUTTON                        ,7 ,6,3,0,N,000000304
AL0390700,SECTION                       ,7 ,6,3,1,N,000000755
AL0390800,WOODVILLE                     ,7 ,6,3,1,N,000000747
AL0390900,SCOTTSBORO                    ,7 ,6,3,1,N,000000831
AL0400000,VERNON                        ,8D,6,3,2,N,000009451
AL0400100,SULLIGENT                     ,7 ,6,3,1,N,000001960
AL0400200,VERNON                        ,7 ,6,3,1,N,000001886
AL0400300,KENNEDY                       ,7 ,6,3,0,N,000000492
AL0400400,MILLPORT                      ,7 ,6,3,1,N,000001007
AL0410000,FLORENCE                      ,9B,6,3,2,N,000047564
AL0410100,FLORENCE                      ,4 ,6,3,1,Y,000037594
AL0410200,WATERLOO                      ,7 ,6,3,0,N,000000208
AL0410300,ANDERSON                      ,7 ,6,3,0,N,000000352
AL0410400,FLORENCE                      ,7 ,6,3,1,N,000000491
AL0410500,LEXINGTON                     ,7 ,6,3,1,N,000000837
AL0410600,ROGERSVILLE                   ,7 ,6,3,1,N,000001196
AL0410700,KILLEN                        ,7 ,6,3,1,N,000001134
AL0410800,FLORENCE                      ,7 ,6,3,3,N,000000000
AL0420000,MOULTON                       ,9B,6,3,2,N,000027609
AL0420100,MOULTON                       ,6 ,6,3,1,N,000003262
AL0420200,TOWN CREEK                    ,7 ,6,3,1,N,000001206
AL0420300,COURTLAND                     ,7 ,6,3,1,N,000000762
AL0420400,HILLSBORO                     ,7 ,6,3,1,N,000000588
AL0420500,NORTH COURTLAND               ,7 ,6,3,1,N,000000797
AL0430000,OPELIKA                       ,9B,6,3,2,N,000048602
AL0430100,AUBURN                        ,3 ,6,3,1,Y,000055649
AL0430200,OPELIKA                       ,4 ,6,3,1,Y,000026015
AL0430300,AUBURN                        ,7 ,6,3,0,N,000000000
AL0440000,ATHENS                        ,9B,6,3,2,N,000048730
AL0440100,ATHENS                        ,5 ,6,3,1,N,000023432
AL0440200,ARDMORE                       ,7 ,6,3,1,N,000001209
AL0440300,ELKMONT                       ,7 ,6,3,0,N,000000517
AL0450000,HAYNEVILLE                    ,9C,6,3,2,N,000010465
AL0450100,FORT DEPOSIT                  ,7 ,6,3,0,N,000001177
AL0450200,HAYNEVILLE                    ,7 ,6,3,1,N,000001112
AL0450400,HAYNEVILLE                    ,7 ,6,3,1,N,000001038
AL0450700,HAYNEVILLE                    ,7 ,6,3,5,N,000000000
AL0460000,TUSKEGEE                      ,8D,6,3,2,N,000009731
AL0460100,TUSKEGEE                      ,5 ,6,3,1,N,000011287
AL0460200,NOTASULGA                     ,7 ,6,3,1,N,000000804
AL0460600,SHORTER                       ,7 ,6,3,1,N,000000352
AL0470000,HUNTSVILLE                    ,9A,6,3,2,N,000101618
AL0470100,HUNTSVILLE                    ,2 ,6,3,1,Y,000171938
AL0470200,MADISON                       ,4 ,6,3,1,N,000038883
AL0470300,GURLEY                        ,7 ,6,3,1,N,000000855
AL0470400,NEW HOPE                      ,6 ,6,3,1,N,000002775
AL0470500,OWENS CROSS ROADS             ,7 ,6,3,1,N,000001491
AL0470600,MADISON                       ,7 ,6,3,1,N,000000493
AL0470700,HUNTSVILLE                    ,7 ,6,3,3,N,000000000
AL0470800,NORMAL                        ,7 ,6,3,3,N,000000000
AL0470900,HUNTSVILLE                    ,7 ,6,3,5,N,000000000
AL0471100,HUNTSVILLE                    ,7 ,6,3,5,N,000000000
AL0480000,LINDEN                        ,8C,6,3,2,N,000011437
AL0480100,DEMOPOLIS                     ,6 ,6,3,1,N,000007328
AL0480200,LINDEN                        ,7 ,6,3,1,N,000002268
AL0480300,THOMASTON                     ,7 ,6,3,0,N,000000365
AL0480400,FAUNSDALE                     ,7 ,6,3,0,N,000000083
AL0480500,MYRTLEWOOD                    ,7 ,6,3,1,N,000000131
AL0490000,HAMILTON                      ,8C,6,3,2,N,000013913
AL0490100,HAMILTON                      ,6 ,6,3,1,N,000006331
AL0490200,WINFIELD                      ,6 ,6,3,1,N,000003824
AL0490300,GUIN                          ,7 ,6,3,1,N,000002176
AL0490400,HACKLEBURG                    ,7 ,6,3,1,N,000001445
AL0490500,BRILLIANT                     ,7 ,6,3,1,N,000000720
AL0490600,HAMILTON                      ,7 ,6,3,0,N,000000000
AL0490700,BEAR CREEK                    ,7 ,6,3,1,N,000000999
AL0500000,GUNTERSVILLE                  ,8B,6,3,2,N,000043813
AL0500100,ALBERTVILLE                   ,5 ,6,3,1,N,000019818
AL0500200,GUNTERSVILLE                  ,6 ,6,3,1,N,000008351
AL0500300,ARAB                          ,6 ,6,3,1,N,000007735
AL0500400,BOAZ                          ,6 ,6,3,1,N,000007523
AL0500500,GRANT                         ,7 ,6,3,1,N,000000693
AL0500600,DOUGLAS                       ,7 ,6,3,1,N,000000583
AL0500800,GUNTERSVILLE                  ,8E,6,3,5,N,000000000
AL0510000,MONROEVILLE                   ,8C,6,3,2,N,000014316
AL0510100,MONROEVILLE                   ,6 ,6,3,1,N,000006373
AL0510200,FRISCO CITY                   ,7 ,6,3,1,N,000001339
AL0510300,MONROEVILLE                   ,7 ,6,3,0,N,000000386
AL0510400,EXCEL                         ,7 ,6,3,1,N,000000600
AL0520000,DECATUR                       ,9B,6,3,2,N,000040533
AL0520100,DECATUR                       ,3 ,6,3,1,Y,000055694
AL0520200,HARTSELLE                     ,5 ,6,3,1,N,000013815
AL0520400,FALKVILLE                     ,7 ,6,3,1,N,000001166
AL0520500,DECATUR                       ,7 ,6,3,0,N,000000000
AL0520600,SOMERVILLE                    ,7 ,6,3,0,N,000000472
AL0520700,TRINITY                       ,7 ,6,3,1,N,000001914
AL0520900,DECATUR                       ,6 ,6,3,1,N,000002659
AL0521100,DECATUR                       ,7 ,6,3,3,N,000000000
AL0530000,MARION                        ,8D,6,3,2,N,000005937
AL0530100,MARION                        ,6 ,6,3,1,N,000003133
AL0530200,UNIONTOWN                     ,7 ,6,3,1,N,000001413
AL0540000,CARROLLTON                    ,8C,6,3,2,N,000012232
AL0540100,ALICEVILLE                    ,7 ,6,3,1,N,000002405
AL0540200,GORDO                         ,7 ,6,3,1,N,000001556
AL0540300,REFORM                        ,7 ,6,3,1,N,000001786
AL0540400,CARROLLTON                    ,7 ,6,3,1,N,000000929
AL0540500,CARROLTON                     ,7 ,6,3,1,N,000000632
AL0540700,REFORM                        ,7 ,6,3,5,N,000000000
AL0550000,TROY                          ,8C,6,3,2,N,000013179
AL0550100,TROY                          ,5 ,6,3,1,N,000014538
AL0550200,BRUNDIDGE                     ,7 ,6,3,1,N,000002294
AL0550300,TROY                          ,7 ,6,3,3,N,000000000
AL0560000,WEDOWEE                       ,8C,6,3,2,N,000014398
AL0560100,ROANOKE                       ,6 ,6,3,1,N,000006618
AL0560200,WADLEY                        ,7 ,6,3,1,N,000000641
AL0560300,WEDOWEE                       ,7 ,6,3,1,N,000000815
AL0570000,PHENIX CITY                   ,9C,6,3,2,N,000021356
AL0570100,PHENIX CITY                   ,4 ,6,3,1,N,000028448
AL0570200,HURTSBORO                     ,7 ,6,3,1,N,000000550
AL0580000,ASHVILLE                      ,9B,6,3,2,N,000037021
AL0580100,PELL CITY                     ,5 ,6,3,1,N,000012898
AL0580200,ASHVILLE                      ,6 ,6,3,1,N,000002543
AL0580300,RAGLAND                       ,7 ,6,3,1,N,000002125
AL0580400,SPRINGVILLE                   ,6 ,6,3,1,N,000003618
AL0580500,ODENVILLE                     ,7 ,6,3,1,N,000001264
AL0580600,MOODY                         ,5 ,6,3,1,N,000013588
AL0580700,RIVERSIDE                     ,7 ,6,3,1,N,000002023
AL0580800,MARGARET                      ,7 ,6,3,0,N,000001302
AL0580900,STEELE                        ,7 ,6,3,1,N,000001214
AL0581000,BRANCHVILLE                   ,7 ,6,3,0,N,000001015
AL0581200,TRUSSVILLE                    ,7 ,6,3,1,N,000001809
AL0590000,COLUMBIANA                    ,9B,6,3,2,N,000078738
AL0590100,CALERA                        ,5 ,6,3,1,N,000010423
AL0590200,COLUMBIANA                    ,6 ,6,3,1,N,000003839
AL0590300,MONTEVALLO                    ,6 ,6,3,1,N,000006030
AL0590400,ALABASTER                     ,4 ,6,3,1,N,000029328
AL0590500,VINCENT                       ,7 ,6,3,0,N,000001943
AL0590600,PELHAM                        ,5 ,6,3,1,N,000021532
AL0590700,HELENA                        ,5 ,6,3,1,N,000014612
AL0590800,WILTON                        ,7 ,6,3,1,N,000000630
AL0590900,HARPERSVILLE                  ,7 ,6,3,1,N,000001689
AL0591000,WILSONVILLE                   ,7 ,6,3,0,N,000001837
AL0591100,MONTEVALLO                    ,7 ,6,3,3,N,000000000
AL0600000,LIVINGSTON                    ,8D,6,3,2,N,000007521
AL0600100,YORK                          ,7 ,6,3,1,N,000002489
AL0600200,LIVINGSTON                    ,6 ,6,3,1,N,000002969
AL0600300,CUBA                          ,7 ,6,3,0,N,000000317
AL0600400,EPES                          ,7 ,6,3,1,N,000000184
AL0600500,LIVINGSTON                    ,7 ,6,3,3,N,000000000
AL0610000,TALLADEGA                     ,8B,6,3,2,N,000037257
AL0610100,SYLACAUGA                     ,5 ,6,3,1,N,000012876
AL0610200,TALLADEGA                     ,5 ,6,3,1,N,000016951
AL0610300,CHILDERSBURG                  ,6 ,6,3,1,N,000005023
AL0610400,LINCOLN                       ,6 ,6,3,1,N,000005601
AL0610500,TALLADEGA                     ,7 ,6,3,0,N,000000279
AL0610600,TALLADEGA                     ,7 ,6,3,0,N,000000000
AL0620000,DADEVILLE                     ,8C,6,3,2,N,000018698
AL0620100,ALEXANDER CITY                ,5 ,6,3,1,N,000014917
AL0620200,DADEVILLE                     ,6 ,6,3,1,N,000003220
AL0620300,CAMP HILL                     ,7 ,6,3,1,N,000001197
AL0620400,EAST TALLASSEE                ,7 ,6,3,0,N,000000000
AL0620500,DAVISTON                      ,7 ,6,3,1,N,000000259
AL0620600,DAVISTON                      ,7 ,6,3,1,N,000000828
AL0630000,TUSCALOOSA                    ,9B,6,3,2,N,000063192
AL0630100,TUSCALOOSA                    ,3 ,6,3,1,Y,000090157
AL0630200,NORTHPORT                     ,5 ,6,3,1,N,000023223
AL0630300,TUSCALOOSA                    ,7 ,6,3,3,N,000000000
AL0630500,TUSCALOOSA                    ,7 ,6,3,0,N,000000000
AL0630700,VANCE                         ,7 ,6,3,1,N,000000740
AL0631100,MC CALLA                      ,7 ,6,3,1,N,000002206
AL0640000,JASPER                        ,9B,6,3,2,N,000042828
AL0640100,JASPER                        ,5 ,6,3,1,N,000013956
AL0640200,CARBON HILL                   ,7 ,6,3,1,N,000002024
AL0640300,CORDOVA                       ,7 ,6,3,1,N,000002267
AL0640400,DORA                          ,7 ,6,3,1,N,000002411
AL0640500,SUMITON                       ,6 ,6,3,1,N,000002539
AL0640600,PARRISH                       ,7 ,6,3,1,N,000001239
