agency,city,population_group,country_division,country_region,agency_indicator,core_city,population
AL0030300,MONTGOMERY                    ,9E,6,3,6,N,000000000
AL0030400,MONTGOMERY                    ,9D,6,3,6,N,000000000
AL0030500,MONTGOMERY                    ,9D,6,3,6,N,000000000
AL0030600,MONTGOMERY                    ,7 ,6,3,3,N,000000000
AL0030700,MONTGOMERY                    ,7 ,6,3,3,N,000000000
AL0030800,MONTGOMERY                    ,9D,6,3,6,N,000000000
AL0031300,MONTGOMERY                    ,9D,6,3,6,N,000000000
AL0031900,MONTGOMERY                    ,7 ,6,3,0,N,000000000
AL0032200,MONTGOMERY                    ,7 ,6,3,0,N,000000000
AL0040000,PRATTVILLE                    ,9C,6,3,2,N,000021493
AL0040100,PRATTVILLE                    ,4 ,6,3,1,N,000032322
AL0040200,AUTAUGAVILLE                  ,7 ,6,3,1,N,000000874
AL0050000,BAY MINETTE                   ,8B,6,3,2,N,000091190
AL0050100,BAY MINETTE                   ,6 ,6,3,1,N,000008083
AL0050200,FAIRHOPE                      ,5 ,6,3,1,N,000015400
AL0050300,FOLEY                         ,5 ,6,3,1,N,000014688
AL0050400,GULF SHORES                   ,6 ,6,3,1,N,000009788
AL0050500,ROBERTSDALE                   ,6 ,6,3,1,N,000005301
AL0050600,LOXLEY                        ,7 ,6,3,1,N,000001640
AL0050700,SILVERHILL                    ,7 ,6,3,1,N,000000709
AL0050800,DAPHNE                        ,5 ,6,3,1,N,000021674
AL0050900,SUMMERDALE                    ,7 ,6,3,1,N,000000866
AL0051000,ELBERTA                       ,7 ,6,3,1,N,000001505
AL0051100,BAY MINETTE                   ,7 ,6,3,3,N,000000000
AL0051200,ORANGE BEACH                  ,6 ,6,3,1,N,000005467
AL0051300,SPANISH FORT                  ,6 ,6,3,1,N,000006831
AL0060000,CLAYTON                       ,8D,6,3,2,N,000009160
AL0060100,EUFAULA                       ,5 ,6,3,1,N,000013200
AL0060200,CLAYTON                       ,6 ,6,3,1,N,000003022
AL0060300,CLIO                          ,7 ,6,3,1,N,000001406
AL0060400,LOUISVILLE                    ,7 ,6,3,1,N,000000521
AL0060700,EUFAULA                       ,7 ,6,3,1,N,000000280
AL0070000,CENTREVILLE                   ,9C,6,3,2,N,000012631
AL0070100,CENTREVILLE                   ,6 ,6,3,1,N,000002791
AL0070200,BRENT                         ,6 ,6,3,1,N,000004971
AL0070300,WEST BLOCTON                  ,7 ,6,3,1,N,000001246
AL0070400,WOODSTOCK                     ,7 ,6,3,1,N,000001337
AL0080000,ONEONTA                       ,9B,6,3,2,N,000046745
AL0080100,ONEONTA                       ,6 ,6,3,1,N,000006599
AL0080200,BLOUNTSVILLE                  ,7 ,6,3,1,N,000001692
AL0080300,CLEVELAND                     ,7 ,6,3,1,N,000001309
AL0080400,ALTOONA                       ,7 ,6,3,1,N,000000839
AL0080500,ONEONTA                       ,7 ,6,3,1,N,000000414
AL0090000,UNION SPRINGS                 ,8D,6,3,2,N,000006968
AL0090100,UNION SPRINGS                 ,6 ,6,3,1,N,000003999
AL0100000,GREENVILLE                    ,8C,6,3,2,N,000010603
AL0100100,GREENVILLE                    ,6 ,6,3,1,N,000008174
AL0100200,GEORGIANA                     ,7 ,6,3,1,N,000001746
AL0100300,MC KENZIE                     ,7 ,6,3,1,N,000000525
AL0110000,ANNISTON                      ,9B,6,3,2,N,000056714
AL0110100,ANNISTON                      ,5 ,6,3,1,Y,000023217
AL0110200,JACKSONVILLE                  ,5 ,6,3,1,N,000012608
AL0110300,PIEDMONT                      ,6 ,6,3,1,N,000004901
AL0110400,WEAVER                        ,6 ,6,3,1,N,000003053
AL0110500,OXFORD                        ,5 ,6,3,1,Y,000017280
AL0110600,ANNISTON                      ,7 ,6,3,0,N,000000775
AL0110700,OHATCHEE                      ,7 ,6,3,1,N,000001176
AL0110800,JACKSONVILLE                  ,7 ,6,3,3,N,000000000
AL0120000,LAFAYETTE                     ,8C,6,3,2,N,000015294
AL0120100,LAFAYETTE                     ,6 ,6,3,1,N,000003017
AL0120200,LANETT                        ,6 ,6,3,1,N,000006499
AL0120400,VALLEY                        ,6 ,6,3,1,N,000009570
AL0130000,CENTRE                        ,8C,6,3,2,N,000019726
AL0130100,CENTRE                        ,6 ,6,3,1,N,000003506
AL0130200,CEDAR BLUFF                   ,7 ,6,3,1,N,000001829
AL0130300,LEESBURG                      ,7 ,6,3,1,N,000001032
AL0140000,CLANTON                       ,9B,6,3,2,N,000029799
AL0140100,CLANTON                       ,6 ,6,3,1,N,000008660
AL0140200,MAPLESVILLE                   ,7 ,6,3,1,N,000000711
AL0140300,JEMISON                       ,6 ,6,3,1,N,000002597
AL0140400,THORSBY                       ,7 ,6,3,1,N,000001990
AL0150000,BUTLER                        ,8C,6,3,2,N,000011347
AL0150100,BUTLER                        ,7 ,6,3,1,N,000001903
AL0150200,GILBERTOWN                    ,7 ,6,3,0,N,000000216
AL0150300,PENNINGTON                    ,7 ,6,3,1,N,000000222
AL0150400,SILAS                         ,7 ,6,3,1,N,000000454
AL0150500,TOXEY                         ,7 ,6,3,0,N,000000138
AL0160000,GROVE HILL                    ,8C,6,3,2,N,000014543
AL0160100,JACKSON                       ,6 ,6,3,1,N,000005253
AL0160200,THOMASVILLE                   ,6 ,6,3,1,N,000004229
AL0160300,GROVE HILL                    ,7 ,6,3,1,N,000001578
AL0160400,FULTON                        ,7 ,6,3,0,N,000000273
AL0160600,COFFEEVILLE                   ,7 ,6,3,1,N,000000354
AL0170000,ASHLAND                       ,8D,6,3,2,N,000009545
AL0170100,ASHLAND                       ,7 ,6,3,1,N,000002047
AL0170200,LINEVILLE                     ,7 ,6,3,1,N,000002407
AL0180000,HEFLIN                        ,8C,6,3,2,N,000011136
AL0180100,HEFLIN                        ,6 ,6,3,1,N,000003497
AL0180200,RANBURNE                      ,7 ,6,3,1,N,000000411
AL0190000,NEW BROCKTON                  ,8C,6,3,2,N,000018269
AL0190100,ELBA                          ,6 ,6,3,1,N,000003959
AL0190200,ENTERPRISE                    ,4 ,6,3,1,N,000026265
AL0190300,NEW BROCKTON                  ,7 ,6,3,1,N,000001152
AL0190400,KINSTON                       ,7 ,6,3,1,N,000000543
AL0190500,ENTERPRISE                    ,7 ,6,3,0,N,000000000
AL0200000,TUSCUMBIA                     ,9C,6,3,2,N,000021132
AL0200100,SHEFFIELD                     ,6 ,6,3,1,N,000009083
AL0200200,TUSCUMBIA                     ,6 ,6,3,1,N,000008464
AL0200300,MUSCLE SHOALS                 ,5 ,6,3,1,Y,000013209
AL0200400,CHEROKEE                      ,7 ,6,3,1,N,000001053
AL0200500,LEIGHTON                      ,7 ,6,3,1,N,000000733
AL0200600,RUSSELLVILLE                  ,7 ,6,3,1,N,000001016
AL0210000,EVERGREEN                     ,8D,6,3,2,N,000008735
AL0210100,EVERGREEN                     ,6 ,6,3,1,N,000003963
AL0210200,CASTLEBERRY                   ,7 ,6,3,1,N,000000586
AL0220000,ROCKFORD                      ,8D,6,3,2,N,000009634
AL0220100,GOODWATER                     ,7 ,6,3,1,N,000001482
AL0220200,ROCKFORD                      ,7 ,6,3,1,N,000000479
AL0230000,ANDALUSIA                     ,8C,6,3,2,N,000018449
AL0230100,ANDALUSIA                     ,6 ,6,3,1,N,000009058
AL0230200,OPP                           ,6 ,6,3,1,N,000006691
AL0230300,FLORALA                       ,7 ,6,3,1,N,000001990
AL0230400,GANTT                         ,7 ,6,3,1,N,000000223
AL0230500,RED LEVEL                     ,7 ,6,3,1,N,000000489
AL0230600,LOCKHART                      ,7 ,6,3,1,N,000000518
AL0230700,RIVER FALLS                   ,7 ,6,3,1,N,000000529
AL0230800,ANDALUSIA                     ,7 ,6,3,5,N,000000000
AL0240000,LUVERNE                       ,8D,6,3,2,N,000009828
AL0240100,LUVERNE                       ,6 ,6,3,1,N,000002813
AL0240200,BRANTLEY                      ,7 ,6,3,1,N,000000813
AL0240300,DOZIER                        ,7 ,6,3,1,N,000000331
AL0240400,GLENWOOD                      ,7 ,6,3,1,N,000000188
AL0250000,CULLMAN                       ,8B,6,3,2,N,000062924
AL0250100,CULLMAN                       ,5 ,6,3,1,N,000014846
AL0250200,HANCEVILLE                    ,6 ,6,3,1,N,000002996
AL0250300,GARDEN CITY                   ,7 ,6,3,0,N,000000494
AL0250400,CULLMAN                       ,7 ,6,3,0,N,000002275
AL0260000,OZARK                         ,8C,6,3,2,N,000020544
AL0260100,OZARK                         ,5 ,6,3,1,N,000014979
AL0260200,DALEVILLE                     ,6 ,6,3,1,N,000005320
AL0260300,DALEVILLE                     ,7 ,6,3,1,N,000002095
AL0260400,DOTHAN                        ,7 ,6,3,1,N,000000356
AL0260500,NEWTON                        ,7 ,6,3,1,N,000001518
AL0260600,MIDLAND CITY                  ,7 ,6,3,1,N,000002355
AL0260700,PINCKARD                      ,7 ,6,3,1,N,000000650
AL0260800,ARITON                        ,7 ,6,3,1,N,000000768
AL0260900,DALEVILLE                     ,7 ,6,3,1,N,000000592
AL0270000,SELMA                         ,8C,6,3,2,N,000023175
AL0270100,SELMA                         ,5 ,6,3,1,N,000020856
AL0280000,FORT PAYNE                    ,8B,6,3,2,N,000039334
AL0280100,FORT PAYNE                    ,5 ,6,3,1,N,000014079
AL0280200,COLLINSVILLE                  ,7 ,6,3,1,N,000001972
AL0280300,GERALDINE                     ,7 ,6,3,1,N,000000900
AL0280400,HENAGAR                       ,7 ,6,3,1,N,000002355
AL0280500,FYFFE                         ,7 ,6,3,1,N,000000960
AL0280600,MENTONE                       ,7 ,6,3,1,N,000000362
AL0280700,RAINSVILLE                    ,6 ,6,3,1,N,000004972
AL0280800,VALLEY HEAD                   ,7 ,6,3,1,N,000000490
AL0281000,CROSSVILLE                    ,7 ,6,3,1,N,000001871
AL0281100,FYFFE                         ,7 ,6,3,1,N,000001023
AL0281200,SYLVANIA                      ,7 ,6,3,1,N,000001846
AL0281300,VALLEY HEAD                   ,7 ,6,3,1,N,000000561
AL0281400,IDER                          ,7 ,6,3,1,N,000000726
AL0290000,WETUMPKA                      ,9B,6,3,2,N,000051399
AL0290100,WETUMPKA                      ,6 ,6,3,1,N,000006559
AL0290200,TALLASSEE                     ,6 ,6,3,1,N,000003125
AL0290300,ECLECTIC                      ,7 ,6,3,1,N,000001006
AL0290400,COOSADA                       ,7 ,6,3,1,N,000001230
AL0290600,MILLBROOK                     ,5 ,6,3,1,N,000014565
AL0300000,BREWTON                       ,8C,6,3,2,N,000018889
AL0300100,ATMORE                        ,5 ,6,3,1,N,000010243
AL0300200,BREWTON                       ,6 ,6,3,1,N,000005434
AL0300300,BREWTON                       ,7 ,6,3,1,N,000002490
AL0300400,FLOMATON                      ,7 ,6,3,1,N,000001447
AL0310000,GADSDEN                       ,9B,6,3,2,N,000031605
AL0310100,ATTALLA                       ,6 ,6,3,1,N,000006077
AL0310200,GADSDEN                       ,4 ,6,3,1,Y,000037033
AL0310400,GLENCOE                       ,6 ,6,3,1,N,000005147
AL0310500,RAINBOW CITY                  ,6 ,6,3,1,N,000009648
AL0310600,HOKES BLUFF                   ,6 ,6,3,1,N,000004307
AL0310700,GADSDEN                       ,6 ,6,3,1,N,000008296
AL0310800,BOAZ                          ,7 ,6,3,1,N,000001706
AL0310900,ALTOONA                       ,7 ,6,3,0,N,000000907
AL0320000,FAYETTE                       ,8C,6,3,2,N,000010755
AL0320100,FAYETTE                       ,6 ,6,3,1,N,000004641
AL0320200,BERRY                         ,7 ,6,3,1,N,000001154
AL0330000,RUSSELLVILLE                  ,8C,6,3,2,N,000017364
AL0330100,RUSSELLVILLE                  ,6 ,6,3,1,N,000009877
AL0330200,PHIL CAMPBELL                 ,7 ,6,3,1,N,000001154
AL0330300,RED BAY                       ,6 ,6,3,1,N,000003173
AL0330400,VINA                          ,7 ,6,3,0,N,000000360
AL0330500,HODGES                        ,7 ,6,3,1,N,000000289
AL0340000,GENEVA                        ,9C,6,3,2,N,000015863
AL0340100,GENEVA                        ,6 ,6,3,1,N,000004473
AL0340200,SAMSON                        ,7 ,6,3,1,N,000001949
AL0340300,HARTFORD                      ,6 ,6,3,1,N,000002637
AL0340400,SLOCOMB                       ,7 ,6,3,1,N,000001990
AL0340500,COFFEE SPRINGS                ,7 ,6,3,0,N,000000229
AL0350000,EUTAW                         ,9D,6,3,2,N,000005489
AL0350100,EUTAW                         ,6 ,6,3,1,N,000002948
AL0350200,FORKLAND                      ,7 ,6,3,1,N,000000652
AL0360000,GREENSBORO                    ,9C,6,3,2,N,000011613
AL0360100,GREENSBORO                    ,6 ,6,3,1,N,000002509
AL0360200,MOUNDVILLE                    ,7 ,6,3,1,N,000001714
AL0370000,ABBEVILLE                     ,9D,6,3,2,N,000009605
AL0370100,ABBEVILLE                     ,6 ,6,3,1,N,000002701
AL0370200,HEADLAND                      ,6 ,6,3,1,N,000004532
AL0370300,NEWVILLE                      ,7 ,6,3,1,N,000000542
AL0380000,DOTHAN                        ,9B,6,3,2,N,000026899
AL0380100,DOTHAN                        ,3 ,6,3,1,Y,000064915
AL0380200,ASHFORD                       ,7 ,6,3,1,N,000002158
AL0380300,GORDON                        ,7 ,6,3,0,N,000000334
AL0380400,COLUMBIA                      ,7 ,6,3,1,N,000000744
AL0380500,COTTONWOOD                    ,7 ,6,3,1,N,000001295
AL0380600,KINSEY                        ,7 ,6,3,1,N,000002209
AL0380800,DOTHAN                        ,7 ,6,3,3,N,000000000
AL0380900,TAYLOR                        ,7 ,6,3,1,N,000002379
AL0381000,WEBB                          ,7 ,6,3,1,N,000001437
AL0390000,SCOTTSBORO                    ,8B,6,3,2,N,000030047
AL0390100,SCOTTSBORO                    ,5 ,6,3,1,N,000014841
AL0390200,BRIDGEPORT                    ,7 ,6,3,1,N,000002430
AL0390300,STEVENSON                     ,7 ,6,3,1,N,000002056
AL0390400,HOLLYWOOD                     ,7 ,6,3,1,N,000001005
AL0390500,PISGAH                        ,7 ,6,3,1,N,000000725
AL0390600,DUTTON                        ,7 ,6,3,0,N,000000317
AL0390700,SECTION                       ,7 ,6,3,1,N,000000774
AL0390800,WOODVILLE                     ,7 ,6,3,1,N,000000750
AL0390900,SCOTTSBORO                    ,7 ,6,3,1,N,000000855
AL0400000,VERNON                        ,8D,6,3,2,N,000009634
AL0400100,SULLIGENT                     ,7 ,6,3,1,N,000001936
AL0400200,VERNON                        ,7 ,6,3,1,N,000002010
AL0400300,KENNEDY                       ,7 ,6,3,0,N,000000449
AL0400400,MILLPORT                      ,7 ,6,3,1,N,000001054
AL0410000,FLORENCE                      ,9B,6,3,2,N,000049834
AL0410100,FLORENCE                      ,4 ,6,3,1,Y,000039508
AL0410200,WATERLOO                      ,7 ,6,3,0,N,000000204
AL0410300,ANDERSON                      ,7 ,6,3,1,N,000000283
AL0410400,FLORENCE                      ,7 ,6,3,1,N,000000415
AL0410500,LEXINGTON                     ,7 ,6,3,1,N,000000739
AL0410600,ROGERSVILLE                   ,7 ,6,3,1,N,000001263
AL0410700,KILLEN                        ,7 ,6,3,1,N,000001113
AL0410800,FLORENCE                      ,7 ,6,3,3,N,000000000
AL0420000,MOULTON                       ,9B,6,3,2,N,000028109
AL0420100,MOULTON                       ,6 ,6,3,1,N,000003488
AL0420200,TOWN CREEK                    ,7 ,6,3,1,N,000001105
AL0420300,COURTLAND                     ,7 ,6,3,1,N,000000612
AL0420400,HILLSBORO                     ,7 ,6,3,1,N,000000555
AL0420500,NORTH COURTLAND               ,7 ,6,3,1,N,000000635
AL0430000,OPELIKA                       ,9B,6,3,2,N,000056433
AL0430100,AUBURN                        ,3 ,6,3,1,Y,000053637
AL0430200,OPELIKA                       ,4 ,6,3,1,Y,000026604
AL0430300,AUBURN                        ,7 ,6,3,0,N,000000000
AL0440000,ATHENS                        ,9B,6,3,2,N,000054896
AL0440100,ATHENS                        ,5 ,6,3,1,N,000022002
AL0440200,ARDMORE                       ,7 ,6,3,1,N,000001200
AL0440300,ELKMONT                       ,7 ,6,3,0,N,000000436
AL0450000,HAYNEVILLE                    ,9D,6,3,2,N,000008033
AL0450100,FORT DEPOSIT                  ,7 ,6,3,1,N,000001350
AL0450200,HAYNEVILLE                    ,7 ,6,3,1,N,000000936
AL0450400,HAYNEVILLE                    ,7 ,6,3,1,N,000001034
AL0450700,HAYNEVILLE                    ,7 ,6,3,5,N,000000000
AL0460000,TUSKEGEE                      ,8C,6,3,2,N,000010272
AL0460100,TUSKEGEE                      ,6 ,6,3,1,N,000009912
AL0460200,NOTASULGA                     ,7 ,6,3,1,N,000000895
AL0460600,SHORTER                       ,7 ,6,3,1,N,000000476
AL0470000,HUNTSVILLE                    ,9A,6,3,2,N,000111648
AL0470100,HUNTSVILLE                    ,2 ,6,3,1,Y,000179444
AL0470200,MADISON                       ,4 ,6,3,1,N,000039675
AL0470300,GURLEY                        ,7 ,6,3,1,N,000000805
AL0470400,NEW HOPE                      ,6 ,6,3,1,N,000002824
AL0470500,OWENS CROSS ROADS             ,7 ,6,3,1,N,000001528
AL0470600,MADISON                       ,7 ,6,3,1,N,000000498
AL0470700,HUNTSVILLE                    ,7 ,6,3,3,N,000000000
AL0470800,NORMAL                        ,7 ,6,3,3,N,000000000
AL0470900,HUNTSVILLE                    ,7 ,6,3,5,N,000000000
AL0471100,HUNTSVILLE                    ,7 ,6,3,5,N,000000000
AL0480000,LINDEN                        ,8C,6,3,2,N,000011345
AL0480100,DEMOPOLIS                     ,6 ,6,3,1,N,000007519
AL0480200,LINDEN                        ,7 ,6,3,1,N,000002133
AL0480300,THOMASTON                     ,7 ,6,3,0,N,000000419
AL0480400,FAUNSDALE                     ,7 ,6,3,0,N,000000098
AL0480500,MYRTLEWOOD                    ,7 ,6,3,1,N,000000131
AL0490000,HAMILTON                      ,8C,6,3,2,N,000014103
AL0490100,HAMILTON                      ,6 ,6,3,1,N,000006918
AL0490200,WINFIELD                      ,6 ,6,3,1,N,000003966
AL0490300,GUIN                          ,7 ,6,3,1,N,000002387
AL0490400,HACKLEBURG                    ,7 ,6,3,1,N,000001523
AL0490500,BRILLIANT                     ,7 ,6,3,1,N,000000904
AL0490600,HAMILTON                      ,7 ,6,3,0,N,000000000
AL0490700,BEAR CREEK                    ,7 ,6,3,1,N,000001075
AL0500000,GUNTERSVILLE                  ,8B,6,3,2,N,000045770
AL0500100,ALBERTVILLE                   ,5 ,6,3,1,N,000021262
AL0500200,GUNTERSVILLE                  ,6 ,6,3,1,N,000008236
AL0500300,ARAB                          ,6 ,6,3,1,N,000008062
AL0500400,BOAZ                          ,6 ,6,3,1,N,000008483
AL0500500,GRANT                         ,7 ,6,3,1,N,000000900
AL0500600,DOUGLAS                       ,7 ,6,3,1,N,000000748
AL0500800,GUNTERSVILLE                  ,8E,6,3,5,N,000000000
AL0510000,MONROEVILLE                   ,8C,6,3,2,N,000014286
AL0510100,MONROEVILLE                   ,6 ,6,3,1,N,000006550
AL0510200,FRISCO CITY                   ,7 ,6,3,1,N,000001315
AL0510300,BEATRICE                      ,7 ,6,3,1,N,000000302
AL0510400,EXCEL                         ,7 ,6,3,1,N,000000726
AL0520000,DECATUR                       ,9B,6,3,2,N,000043086
AL0520100,DECATUR                       ,3 ,6,3,1,Y,000055867
AL0520200,HARTSELLE                     ,5 ,6,3,1,N,000014324
AL0520400,FALKVILLE                     ,7 ,6,3,1,N,000001285
AL0520500,DECATUR                       ,7 ,6,3,0,N,000000000
AL0520600,SOMERVILLE                    ,7 ,6,3,1,N,000000727
AL0520700,TRINITY                       ,7 ,6,3,1,N,000002105
AL0520900,DECATUR                       ,6 ,6,3,1,N,000002671
AL0521100,DECATUR                       ,7 ,6,3,3,N,000000000
AL0530000,MARION                        ,8D,6,3,2,N,000005154
AL0530100,MARION                        ,6 ,6,3,1,N,000003704
AL0530200,UNIONTOWN                     ,7 ,6,3,1,N,000001784
AL0540000,CARROLLTON                    ,8C,6,3,2,N,000012240
AL0540100,ALICEVILLE                    ,7 ,6,3,1,N,000002498
AL0540200,GORDO                         ,7 ,6,3,1,N,000001758
AL0540300,REFORM                        ,7 ,6,3,1,N,000001710
AL0540400,CARROLLTON                    ,7 ,6,3,1,N,000001024
AL0540500,CARROLTON                     ,7 ,6,3,1,N,000000611
AL0540700,REFORM                        ,7 ,6,3,5,N,000000000
AL0550000,TROY                          ,8C,6,3,2,N,000012851
AL0550100,TROY                          ,5 ,6,3,1,N,000018120
AL0550200,BRUNDIDGE                     ,7 ,6,3,1,N,000002086
AL0550300,TROY                          ,7 ,6,3,3,N,000000000
AL0560000,WEDOWEE                       ,8C,6,3,2,N,000015338
AL0560100,ROANOKE                       ,6 ,6,3,1,N,000006103
AL0560200,WADLEY                        ,7 ,6,3,1,N,000000755
AL0560300,WEDOWEE                       ,7 ,6,3,1,N,000000827
AL0570000,PHENIX CITY                   ,9C,6,3,2,N,000023839
AL0570100,PHENIX CITY                   ,4 ,6,3,1,N,000028807
AL0570200,HURTSBORO                     ,7 ,6,3,1,N,000000556
AL0580000,ASHVILLE                      ,9B,6,3,2,N,000033787
AL0580100,PELL CITY                     ,5 ,6,3,1,N,000012756
AL0580200,ASHVILLE                      ,7 ,6,3,1,N,000002223
AL0580300,RAGLAND                       ,7 ,6,3,1,N,000001647
AL0580400,SPRINGVILLE                   ,6 ,6,3,1,N,000004100
AL0580500,ODENVILLE                     ,6 ,6,3,1,N,000003602
AL0580600,MOODY                         ,5 ,6,3,1,N,000011782
AL0580700,RIVERSIDE                     ,7 ,6,3,1,N,000002219
AL0580800,MARGARET                      ,6 ,6,3,1,N,000004449
AL0580900,STEELE                        ,7 ,6,3,1,N,000001048
AL0581000,BRANCHVILLE                   ,7 ,6,3,0,N,000000000
AL0581200,TRUSSVILLE                    ,6 ,6,3,1,N,000004030
AL0590000,COLUMBIANA                    ,9B,6,3,2,N,000080043
AL0590100,CALERA                        ,5 ,6,3,1,N,000011580
AL0590200,COLUMBIANA                    ,6 ,6,3,1,N,000004217
AL0590300,MONTEVALLO                    ,6 ,6,3,1,N,000006353
AL0590400,ALABASTER                     ,4 ,6,3,1,N,000030498
AL0590500,VINCENT                       ,7 ,6,3,0,N,000001998
AL0590600,PELHAM                        ,5 ,6,3,1,N,000021455
AL0590700,HELENA                        ,5 ,6,3,1,N,000014638
AL0590800,WILTON                        ,7 ,6,3,1,N,000000690
AL0590900,HARPERSVILLE                  ,7 ,6,3,1,N,000001645
AL0591000,WILSONVILLE                   ,7 ,6,3,0,N,000001836
AL0591100,MONTEVALLO                    ,7 ,6,3,3,N,000000000
AL0600000,LIVINGSTON                    ,8D,6,3,2,N,000007236
AL0600100,YORK                          ,6 ,6,3,1,N,000002550
AL0600200,LIVINGSTON                    ,6 ,6,3,1,N,000003502
AL0600300,CUBA                          ,7 ,6,3,1,N,000000348
AL0600400,EPES                          ,7 ,6,3,1,N,000000193
AL0600500,LIVINGSTON                    ,7 ,6,3,3,N,000000000
AL0610000,TALLADEGA                     ,8B,6,3,2,N,000038459
AL0610100,SYLACAUGA                     ,5 ,6,3,1,N,000012810
AL0610200,TALLADEGA                     ,5 ,6,3,1,N,000015751
AL0610300,CHILDERSBURG                  ,6 ,6,3,1,N,000005200
AL0610400,LINCOLN                       ,6 ,6,3,1,N,000006296
AL0610500,TALLADEGA                     ,7 ,6,3,0,N,000000284
AL0610600,TALLADEGA                     ,7 ,6,3,0,N,000000000
AL0620000,DADEVILLE                     ,8C,6,3,2,N,000019063
AL0620100,ALEXANDER CITY                ,5 ,6,3,1,N,000014947
AL0620200,DADEVILLE                     ,6 ,6,3,1,N,000003246
AL0620300,CAMP HILL                     ,7 ,6,3,1,N,000001019
AL0620400,EAST TALLASSEE                ,7 ,6,3,0,N,000000000
AL0620500,DAVISTON                      ,7 ,6,3,1,N,000000215
AL0620600,DAVISTON                      ,7 ,6,3,1,N,000000777
AL0620700,JACKSONS GAP                  ,7 ,6,3,1,N,000000832
AL0630000,TUSCALOOSA                    ,9B,6,3,2,N,000076986
AL0630100,TUSCALOOSA                    ,3 ,6,3,1,Y,000090903
AL0630200,NORTHPORT                     ,5 ,6,3,1,N,000023442
AL0630300,TUSCALOOSA                    ,7 ,6,3,3,N,000000000
AL0630500,TUSCALOOSA                    ,7 ,6,3,0,N,000000000
AL0630700,VANCE                         ,7 ,6,3,1,N,000001487
AL0631100,MC CALLA                      ,7 ,6,3,1,N,000001952
AL0640000,JASPER                        ,9B,6,3,2,N,000042019
AL0640100,JASPER                        ,5 ,6,3,1,N,000014421
