agency,city,population_group,country_division,country_region,agency_indicator,core_city,population
AL0021400,MOBILE                        ,7 ,6,3,3,N,000000000
AL0021500,DAUPHIN ISLAND                ,7 ,6,3,1,N,000001244
AL0021700,MOBILE                        ,7 ,6,3,3,N,000000000
AL003FA00,MONTGOMERY                    ,7 ,6,3,0,N,000000000
AL0030000,MONTGOMERY                    ,9B,6,3,2,N,000025820
AL0030100,MONTGOMERY                    ,2 ,6,3,1,Y,000199139
AL0030300,MONTGOMERY                    ,9E,6,3,0,N,000000000
AL0030400,MONTGOMERY                    ,9D,6,3,6,N,000000000
AL0030500,MONTGOMERY                    ,9D,6,3,6,N,000000000
AL0030600,MONTGOMERY                    ,7 ,6,3,3,N,000000000
AL0030700,MONTGOMERY                    ,7 ,6,3,3,N,000000000
AL0030800,MONTGOMERY                    ,9D,6,3,6,N,000000000
AL0031000,MONTGOMERY                    ,9E,6,3,6,N,000000000
AL0031300,MONTGOMERY                    ,9D,6,3,0,N,000000000
AL0031400,MONTGOMERY                    ,9E,6,3,6,N,000000000
AL0031900,MONTGOMERY                    ,7 ,6,3,0,N,000000000
AL0032000,MONTGOMERY                    ,9E,6,3,6,N,000000000
AL0032200,MONTGOMERY                    ,7 ,6,3,0,N,000000000
AL0040000,PRATTVILLE                    ,9C,6,3,2,N,000020763
AL0040100,PRATTVILLE                    ,4 ,6,3,1,N,000033719
AL0040200,AUTAUGAVILLE                  ,7 ,6,3,1,N,000000861
AL0050000,BAY MINETTE                   ,9B,6,3,2,N,000098281
AL0050100,BAY MINETTE                   ,6 ,6,3,1,N,000009234
AL0050200,FAIRHOPE                      ,5 ,6,3,1,Y,000018821
AL0050300,FOLEY                         ,5 ,6,3,1,Y,000016644
AL0050400,GULF SHORES                   ,5 ,6,3,1,N,000011175
AL0050500,ROBERTSDALE                   ,6 ,6,3,1,N,000005895
AL0050600,LOXLEY                        ,7 ,6,3,1,N,000001748
AL0050700,SILVERHILL                    ,7 ,6,3,1,N,000000766
AL0050800,DAPHNE                        ,4 ,6,3,1,Y,000025087
AL0050900,SUMMERDALE                    ,7 ,6,3,1,N,000001033
AL0051000,ELBERTA                       ,7 ,6,3,1,N,000001664
AL0051100,BAY MINETTE                   ,7 ,6,3,3,N,000000000
AL0051200,ORANGE BEACH                  ,6 ,6,3,1,N,000005874
AL0051300,SPANISH FORT                  ,6 ,6,3,1,N,000008039
AL0060000,CLAYTON                       ,8D,6,3,2,N,000009010
AL0060100,EUFAULA                       ,5 ,6,3,1,N,000012710
AL0060200,CLAYTON                       ,6 ,6,3,1,N,000002934
AL0060300,CLIO                          ,7 ,6,3,1,N,000001590
AL0060400,LOUISVILLE                    ,7 ,6,3,1,N,000000491
AL0060700,EUFAULA                       ,7 ,6,3,0,N,000000267
AL0070000,CENTREVILLE                   ,9C,6,3,2,N,000013361
AL0070100,CENTREVILLE                   ,6 ,6,3,1,N,000002689
AL0070200,BRENT                         ,6 ,6,3,1,N,000004866
AL0070300,WEST BLOCTON                  ,7 ,6,3,0,N,000001252
AL0070400,WOODSTOCK                     ,7 ,6,3,1,N,000001416
AL0080000,ONEONTA                       ,9B,6,3,2,N,000046763
AL0080100,ONEONTA                       ,6 ,6,3,1,N,000006642
AL0080200,BLOUNTSVILLE                  ,7 ,6,3,1,N,000001701
AL0080300,CLEVELAND                     ,7 ,6,3,1,N,000001319
AL0080400,ALTOONA                       ,7 ,6,3,1,N,000000845
AL0080500,ONEONTA                       ,7 ,6,3,1,N,000000425
AL0090000,UNION SPRINGS                 ,8D,6,3,2,N,000006796
AL0090100,UNION SPRINGS                 ,6 ,6,3,1,N,000003923
AL0100000,GREENVILLE                    ,8C,6,3,2,N,000010090
AL0100100,GREENVILLE                    ,6 ,6,3,1,N,000007845
AL0100200,GEORGIANA                     ,7 ,6,3,1,N,000001666
AL0100300,MC KENZIE                     ,7 ,6,3,1,N,000000505
AL0110000,ANNISTON                      ,9B,6,3,2,N,000053780
AL0110100,ANNISTON                      ,5 ,6,3,1,Y,000022306
AL0110200,JACKSONVILLE                  ,5 ,6,3,1,Y,000012173
AL0110300,PIEDMONT                      ,6 ,6,3,1,N,000004703
AL0110400,WEAVER                        ,6 ,6,3,1,N,000003090
AL0110500,OXFORD                        ,5 ,6,3,1,Y,000016971
AL0110600,ANNISTON                      ,7 ,6,3,1,N,000000763
AL0110700,OHATCHEE                      ,7 ,6,3,1,N,000001141
AL0110800,JACKSONVILLE                  ,7 ,6,3,3,N,000000000
AL0120000,LAFAYETTE                     ,8C,6,3,2,N,000015139
AL0120100,LAFAYETTE                     ,6 ,6,3,1,N,000002981
AL0120200,LANETT                        ,6 ,6,3,1,N,000006444
AL0120400,VALLEY                        ,6 ,6,3,1,N,000009451
AL0130000,CENTRE                        ,8C,6,3,2,N,000019536
AL0130100,CENTRE                        ,6 ,6,3,1,N,000003622
AL0130200,CEDAR BLUFF                   ,7 ,6,3,1,N,000001814
AL0130300,LEESBURG                      ,7 ,6,3,1,N,000001021
AL0140000,CLANTON                       ,9B,6,3,2,N,000029704
AL0140100,CLANTON                       ,6 ,6,3,1,N,000008751
AL0140200,MAPLESVILLE                   ,7 ,6,3,1,N,000000704
AL0140300,JEMISON                       ,6 ,6,3,1,N,000002634
AL0140400,THORSBY                       ,7 ,6,3,1,N,000002033
AL0150000,BUTLER                        ,8C,6,3,2,N,000011167
AL0150100,BUTLER                        ,7 ,6,3,1,N,000001802
AL0150200,GILBERTOWN                    ,7 ,6,3,1,N,000000206
AL0150300,PENNINGTON                    ,7 ,6,3,0,N,000000210
AL0150400,SILAS                         ,7 ,6,3,0,N,000000433
AL0150500,TOXEY                         ,7 ,6,3,0,N,000000131
AL0160000,GROVE HILL                    ,8C,6,3,2,N,000014165
AL0160100,JACKSON                       ,6 ,6,3,1,N,000004979
AL0160200,THOMASVILLE                   ,6 ,6,3,1,N,000004062
AL0160300,GROVE HILL                    ,7 ,6,3,1,N,000001496
AL0160400,FULTON                        ,7 ,6,3,0,N,000000262
AL0160600,COFFEEVILLE                   ,7 ,6,3,0,N,000000339
AL0170000,ASHLAND                       ,8D,6,3,2,N,000009172
AL0170100,ASHLAND                       ,7 ,6,3,1,N,000001972
AL0170200,LINEVILLE                     ,7 ,6,3,1,N,000002305
AL0180000,HEFLIN                        ,8C,6,3,2,N,000011148
AL0180100,HEFLIN                        ,6 ,6,3,1,N,000003525
AL0180200,RANBURNE                      ,7 ,6,3,1,N,000000412
AL0190000,NEW BROCKTON                  ,8C,6,3,2,N,000017907
AL0190100,ELBA                          ,6 ,6,3,1,N,000003879
AL0190200,ENTERPRISE                    ,4 ,6,3,1,N,000027542
AL0190300,NEW BROCKTON                  ,7 ,6,3,1,N,000001152
AL0190400,KINSTON                       ,7 ,6,3,1,N,000000537
AL0190500,ENTERPRISE                    ,7 ,6,3,0,N,000000000
AL0200000,TUSCUMBIA                     ,9C,6,3,2,N,000020342
AL0200100,SHEFFIELD                     ,6 ,6,3,1,N,000009170
AL0200200,TUSCUMBIA                     ,6 ,6,3,1,N,000008513
AL0200300,MUSCLE SHOALS                 ,5 ,6,3,1,Y,000013720
AL0200400,CHEROKEE                      ,7 ,6,3,1,N,000001018
AL0200500,LEIGHTON                      ,7 ,6,3,1,N,000000715
AL0200600,RUSSELLVILLE                  ,7 ,6,3,1,N,000000992
AL0200800,MUSCLE SHOALS                 ,7 ,6,3,3,N,000000000
AL0210000,EVERGREEN                     ,8D,6,3,2,N,000008508
AL0210100,EVERGREEN                     ,6 ,6,3,1,N,000003731
AL0210200,CASTLEBERRY                   ,7 ,6,3,0,N,000000560
AL0210300,REPTON                        ,7 ,6,3,1,N,000000270
AL0220000,ROCKFORD                      ,8D,6,3,2,N,000009334
AL0220100,GOODWATER                     ,7 ,6,3,1,N,000001329
AL0220200,ROCKFORD                      ,7 ,6,3,0,N,000000442
AL0230000,ANDALUSIA                     ,8C,6,3,2,N,000018370
AL0230100,ANDALUSIA                     ,6 ,6,3,1,N,000009096
AL0230200,OPP                           ,6 ,6,3,1,N,000006681
AL0230300,FLORALA                       ,7 ,6,3,1,N,000001981
AL0230400,GANTT                         ,7 ,6,3,1,N,000000223
AL0230500,RED LEVEL                     ,7 ,6,3,1,N,000000491
AL0230600,LOCKHART                      ,7 ,6,3,1,N,000000520
AL0230700,RIVER FALLS                   ,7 ,6,3,1,N,000000527
AL0230800,ANDALUSIA                     ,7 ,6,3,5,N,000000000
AL0240000,LUVERNE                       ,8D,6,3,2,N,000009996
AL0240100,LUVERNE                       ,6 ,6,3,1,N,000002846
AL0240200,BRANTLEY                      ,7 ,6,3,1,N,000000809
AL0240300,DOZIER                        ,7 ,6,3,1,N,000000333
AL0240400,GLENWOOD                      ,7 ,6,3,0,N,000000190
AL0250000,CULLMAN                       ,8B,6,3,2,N,000062851
AL0250100,CULLMAN                       ,5 ,6,3,1,N,000015229
AL0250200,HANCEVILLE                    ,6 ,6,3,1,N,000003269
AL0250300,GARDEN CITY                   ,7 ,6,3,0,N,000000491
AL0250400,CULLMAN                       ,7 ,6,3,0,N,000002269
AL0260000,OZARK                         ,8C,6,3,2,N,000019566
AL0260100,OZARK                         ,5 ,6,3,1,N,000014646
AL0260200,DALEVILLE                     ,6 ,6,3,1,N,000005103
AL0260300,DALEVILLE                     ,7 ,6,3,1,N,000002010
AL0260400,DOTHAN                        ,7 ,6,3,1,N,000000344
AL0260500,NEWTON                        ,7 ,6,3,1,N,000001463
AL0260600,MIDLAND CITY                  ,7 ,6,3,1,N,000002411
AL0260700,PINCKARD                      ,7 ,6,3,1,N,000000632
AL0260800,ARITON                        ,7 ,6,3,1,N,000000741
AL0260900,DALEVILLE                     ,7 ,6,3,1,N,000000573
AL0270000,SELMA                         ,8C,6,3,2,N,000021548
AL0270100,SELMA                         ,5 ,6,3,1,N,000019585
AL0270200,SELMA                         ,7 ,6,3,3,N,000000000
AL0280000,FORT PAYNE                    ,8B,6,3,2,N,000038795
AL0280100,FORT PAYNE                    ,5 ,6,3,1,N,000014128
AL0280200,COLLINSVILLE                  ,7 ,6,3,1,N,000001953
AL0280300,GERALDINE                     ,7 ,6,3,1,N,000000902
AL0280400,HENAGAR                       ,7 ,6,3,1,N,000002344
AL0280500,FYFFE                         ,7 ,6,3,1,N,000000958
AL0280600,MENTONE                       ,7 ,6,3,1,N,000000366
AL0280700,RAINSVILLE                    ,6 ,6,3,1,N,000005026
AL0280800,VALLEY HEAD                   ,7 ,6,3,1,N,000000487
AL0281000,CROSSVILLE                    ,7 ,6,3,1,N,000001842
AL0281100,FYFFE                         ,7 ,6,3,1,N,000001026
AL0281200,SYLVANIA                      ,7 ,6,3,1,N,000001852
AL0281300,VALLEY HEAD                   ,7 ,6,3,1,N,000000551
AL0281400,IDER                          ,7 ,6,3,1,N,000000714
AL0290000,WETUMPKA                      ,9B,6,3,2,N,000050889
AL0290100,WETUMPKA                      ,6 ,6,3,1,N,000007921
AL0290200,TALLASSEE                     ,6 ,6,3,1,N,000003114
AL0290300,ECLECTIC                      ,7 ,6,3,1,N,000001018
AL0290400,COOSADA                       ,7 ,6,3,1,N,000001231
AL0290600,MILLBROOK                     ,5 ,6,3,1,N,000015150
AL0290700,ELMORE                        ,7 ,6,3,5,N,000000000
AL0300000,BREWTON                       ,8C,6,3,2,N,000018360
AL0300100,ATMORE                        ,6 ,6,3,1,N,000009960
AL0300200,BREWTON                       ,6 ,6,3,1,N,000005389
AL0300300,BREWTON                       ,7 ,6,3,1,N,000002413
AL0300400,FLOMATON                      ,7 ,6,3,1,N,000001411
AL0310000,GADSDEN                       ,9B,6,3,2,N,000029135
AL0310100,ATTALLA                       ,6 ,6,3,1,N,000005913
AL0310200,GADSDEN                       ,4 ,6,3,1,Y,000036148
AL0310400,GLENCOE                       ,6 ,6,3,1,N,000005138
AL0310500,RAINBOW CITY                  ,6 ,6,3,1,N,000009603
AL0310600,HOKES BLUFF                   ,6 ,6,3,1,N,000004334
AL0310700,GADSDEN                       ,6 ,6,3,1,N,000008430
AL0310800,BOAZ                          ,7 ,6,3,1,N,000001744
AL0310900,ALTOONA                       ,7 ,6,3,1,N,000000896
AL0311000,WALNUT GROVE                  ,7 ,6,3,1,N,000000687
AL0312200,ETOWAH                        ,9D,6,3,5,N,000000000
AL0320000,FAYETTE                       ,8C,6,3,2,N,000010392
AL0320100,FAYETTE                       ,6 ,6,3,1,N,000004500
AL0320200,BERRY                         ,7 ,6,3,1,N,000001113
AL0330000,RUSSELLVILLE                  ,8C,6,3,2,N,000017063
AL0330100,RUSSELLVILLE                  ,6 ,6,3,1,N,000009795
AL0330200,PHIL CAMPBELL                 ,7 ,6,3,1,N,000001255
AL0330300,RED BAY                       ,6 ,6,3,1,N,000003117
AL0330400,VINA                          ,7 ,6,3,0,N,000000355
AL0330500,HODGES                        ,7 ,6,3,1,N,000000285
AL0340000,GENEVA                        ,9C,6,3,2,N,000015667
AL0340100,GENEVA                        ,6 ,6,3,1,N,000004453
AL0340200,SAMSON                        ,7 ,6,3,1,N,000001919
AL0340300,HARTFORD                      ,6 ,6,3,1,N,000002637
AL0340400,SLOCOMB                       ,7 ,6,3,1,N,000001968
AL0340500,COFFEE SPRINGS                ,7 ,6,3,0,N,000000228
AL0350000,EUTAW                         ,8D,6,3,2,N,000005677
AL0350100,EUTAW                         ,6 ,6,3,1,N,000002757
AL0350200,FORKLAND                      ,7 ,6,3,0,N,000000598
AL0360000,GREENSBORO                    ,9C,6,3,2,N,000010939
AL0360100,GREENSBORO                    ,7 ,6,3,1,N,000002381
AL0360200,MOUNDVILLE                    ,7 ,6,3,1,N,000001709
AL0370000,ABBEVILLE                     ,9D,6,3,2,N,000009261
AL0370100,ABBEVILLE                     ,6 ,6,3,1,N,000002610
AL0370200,HEADLAND                      ,6 ,6,3,1,N,000004744
AL0370300,NEWVILLE                      ,7 ,6,3,1,N,000000518
AL0380000,DOTHAN                        ,9B,6,3,2,N,000027742
AL0380100,DOTHAN                        ,3 ,6,3,1,Y,000067767
AL0380200,ASHFORD                       ,7 ,6,3,1,N,000002170
AL0380300,GORDON                        ,7 ,6,3,1,N,000000329
AL0380400,COLUMBIA                      ,7 ,6,3,1,N,000000741
AL0380500,COTTONWOOD                    ,7 ,6,3,1,N,000001271
AL0380600,KINSEY                        ,7 ,6,3,1,N,000002207
AL0380800,DOTHAN                        ,7 ,6,3,3,N,000000000
AL0380900,TAYLOR                        ,7 ,6,3,1,N,000002417
AL0381000,WEBB                          ,7 ,6,3,0,N,000001419
AL0390000,SCOTTSBORO                    ,8B,6,3,2,N,000030833
AL0390100,SCOTTSBORO                    ,5 ,6,3,1,N,000014742
AL0390200,BRIDGEPORT                    ,7 ,6,3,1,N,000002362
AL0390300,STEVENSON                     ,7 ,6,3,1,N,000001992
AL0390400,HOLLYWOOD                     ,7 ,6,3,1,N,000000978
AL0390500,PISGAH                        ,7 ,6,3,1,N,000000714
AL0390600,DUTTON                        ,7 ,6,3,0,N,000000312
AL0390700,SECTION                       ,7 ,6,3,0,N,000000762
AL0390800,WOODVILLE                     ,7 ,6,3,0,N,000000738
AL0390900,SCOTTSBORO                    ,7 ,6,3,1,N,000000841
AL0400000,VERNON                        ,8D,6,3,2,N,000008758
AL0400100,SULLIGENT                     ,7 ,6,3,1,N,000001858
AL0400200,VERNON                        ,7 ,6,3,1,N,000001910
AL0400300,KENNEDY                       ,7 ,6,3,1,N,000000431
AL0400400,MILLPORT                      ,7 ,6,3,1,N,000001007
AL0410000,FLORENCE                      ,9B,6,3,2,N,000048928
AL0410100,FLORENCE                      ,4 ,6,3,1,Y,000040433
AL0410200,WATERLOO                      ,7 ,6,3,0,N,000000201
AL0410300,ANDERSON                      ,7 ,6,3,1,N,000000278
AL0410400,FLORENCE                      ,7 ,6,3,1,N,000000459
AL0410500,LEXINGTON                     ,7 ,6,3,1,N,000000726
AL0410600,ROGERSVILLE                   ,7 ,6,3,1,N,000001237
AL0410700,KILLEN                        ,7 ,6,3,1,N,000000986
AL0410800,FLORENCE                      ,7 ,6,3,3,N,000000000
AL0420000,MOULTON                       ,9B,6,3,2,N,000027676
AL0420100,MOULTON                       ,6 ,6,3,1,N,000003353
AL0420200,TOWN CREEK                    ,7 ,6,3,1,N,000001070
AL0420300,COURTLAND                     ,7 ,6,3,1,N,000000601
AL0420400,HILLSBORO                     ,7 ,6,3,1,N,000000522
AL0420500,NORTH COURTLAND               ,7 ,6,3,0,N,000000615
AL0420600,MOULTON                       ,9E,6,3,5,N,000000000
AL0430000,OPELIKA                       ,9B,6,3,2,N,000060601
AL0430100,AUBURN                        ,3 ,6,3,1,Y,000062005
AL0430200,OPELIKA                       ,4 ,6,3,1,Y,000029888
AL0430300,AUBURN                        ,7 ,6,3,0,N,000000000
AL0440000,ATHENS                        ,9B,6,3,2,N,000059996
AL0440100,ATHENS                        ,4 ,6,3,1,N,000025192
AL0440200,ARDMORE                       ,7 ,6,3,1,N,000001378
AL0440300,ELKMONT                       ,7 ,6,3,0,N,000000471
AL0450000,HAYNEVILLE                    ,9D,6,3,2,N,000007494
AL0450100,FORT DEPOSIT                  ,7 ,6,3,1,N,000001234
AL0450200,HAYNEVILLE                    ,7 ,6,3,1,N,000000860
AL0450400,HAYNEVILLE                    ,7 ,6,3,0,N,000000950
AL0450500,LOWNDESBORO                   ,7 ,6,3,1,N,000000807
AL0450700,HAYNEVILLE                    ,7 ,6,3,0,N,000000000
AL0460000,TUSKEGEE                      ,8D,6,3,2,N,000008921
AL0460100,TUSKEGEE                      ,6 ,6,3,1,N,000008790
AL0460200,NOTASULGA                     ,7 ,6,3,1,N,000000764
AL0460600,SHORTER                       ,7 ,6,3,1,N,000000426
AL0460700,TUSKEGEE INSTITUTE            ,7 ,6,3,3,N,000000000
AL0470000,HUNTSVILLE                    ,9A,6,3,2,N,000116032
AL0470100,HUNTSVILLE                    ,2 ,6,3,1,Y,000188309
AL0470200,MADISON                       ,4 ,6,3,1,N,000043069
AL0470300,GURLEY                        ,7 ,6,3,1,N,000000790
AL0470400,NEW HOPE                      ,6 ,6,3,1,N,000002815
AL0470500,OWENS CROSS ROADS             ,7 ,6,3,1,N,000001826
AL0470600,MADISON                       ,7 ,6,3,1,N,000000525
AL0470700,HUNTSVILLE                    ,7 ,6,3,3,N,000000000
AL0470800,NORMAL                        ,7 ,6,3,3,N,000000000
AL0470900,HUNTSVILLE                    ,7 ,6,3,0,N,000000000
AL0471100,HUNTSVILLE                    ,7 ,6,3,0,N,000000000
AL0480000,LINDEN                        ,8C,6,3,2,N,000010105
AL0480100,DEMOPOLIS                     ,6 ,6,3,1,N,000007115
AL0480200,LINDEN                        ,7 ,6,3,1,N,000002014
AL0480300,THOMASTON                     ,7 ,6,3,1,N,000000396
AL0480400,FAUNSDALE                     ,7 ,6,3,0,N,000000093
AL0480500,MYRTLEWOOD                    ,7 ,6,3,0,N,000000123
AL0480600,SWEET WATER                   ,7 ,6,3,1,N,000000245
AL0480700,DEMOPOLIS                     ,7 ,6,3,5,N,000000000
AL0490000,HAMILTON                      ,8C,6,3,2,N,000013719
AL0490100,HAMILTON                      ,6 ,6,3,1,N,000006765
AL0490200,WINFIELD                      ,6 ,6,3,1,N,000003825
AL0490300,GUIN                          ,7 ,6,3,1,N,000002322
AL0490400,HACKLEBURG                    ,7 ,6,3,1,N,000001483
AL0490500,BRILLIANT                     ,7 ,6,3,1,N,000000884
AL0490600,HAMILTON                      ,7 ,6,3,0,N,000000000
AL0490700,BEAR CREEK                    ,7 ,6,3,1,N,000001047
AL0490800,HAMILTON                      ,8D,6,3,5,N,000000000
AL0500000,GUNTERSVILLE                  ,8B,6,3,2,N,000046324
AL0500100,ALBERTVILLE                   ,5 ,6,3,1,N,000021534
AL0500200,GUNTERSVILLE                  ,6 ,6,3,1,N,000008395
AL0500300,ARAB                          ,6 ,6,3,1,N,000008303
AL0500400,BOAZ                          ,6 ,6,3,1,N,000008635
AL0500500,GRANT                         ,7 ,6,3,1,N,000000904
AL0500600,DOUGLAS                       ,7 ,6,3,1,N,000000760
AL0500800,GUNTERSVILLE                  ,8E,6,3,0,N,000000000
AL0510000,MONROEVILLE                   ,8C,6,3,2,N,000013644
AL0510100,MONROEVILLE                   ,6 ,6,3,1,N,000006118
AL0510200,FRISCO CITY                   ,7 ,6,3,1,N,000001223
AL0510300,BEATRICE                      ,7 ,6,3,0,N,000000286
AL0510400,EXCEL                         ,7 ,6,3,1,N,000000673
AL0520000,DECATUR                       ,9B,6,3,2,N,000042948
AL0520100,DECATUR                       ,3 ,6,3,1,Y,000055390
AL0520200,HARTSELLE                     ,5 ,6,3,1,N,000014510
AL0520400,FALKVILLE                     ,7 ,6,3,1,N,000001268
AL0520500,DECATUR                       ,7 ,6,3,0,N,000000000
AL0520600,SOMERVILLE                    ,7 ,6,3,0,N,000000717
AL0520700,TRINITY                       ,7 ,6,3,1,N,000002156
AL0520900,DECATUR                       ,6 ,6,3,1,N,000003166
AL0521100,DECATUR                       ,7 ,6,3,3,N,000000000
AL0530000,MARION                        ,8D,6,3,2,N,000003785
AL0530100,MARION                        ,6 ,6,3,1,N,000003436
AL0530200,UNIONTOWN                     ,7 ,6,3,1,N,000002421
AL0540000,CARROLLTON                    ,9C,6,3,2,N,000013861
AL0540100,ALICEVILLE                    ,7 ,6,3,1,N,000002367
AL0540200,GORDO                         ,7 ,6,3,1,N,000001675
AL0540300,REFORM                        ,7 ,6,3,1,N,000001624
AL0540400,CARROLLTON                    ,7 ,6,3,1,N,000000982
AL0540500,CARROLLTON                    ,7 ,6,3,0,N,000000576
AL0540700,REFORM                        ,7 ,6,3,5,N,000000000
AL0550000,TROY                          ,8C,6,3,2,N,000012088
AL0550100,TROY                          ,5 ,6,3,1,N,000019377
AL0550200,BRUNDIDGE                     ,7 ,6,3,1,N,000001983
AL0550300,TROY                          ,7 ,6,3,3,N,000000000
AL0560000,WEDOWEE                       ,8C,6,3,2,N,000014934
AL0560100,ROANOKE                       ,6 ,6,3,1,N,000005943
AL0560200,WADLEY                        ,7 ,6,3,1,N,000000732
AL0560300,WEDOWEE                       ,7 ,6,3,1,N,000000800
AL0560400,WADLEY                        ,7 ,6,3,3,N,000000000
AL0560500,WEDOWEE                       ,7 ,6,3,5,N,000000000
AL0570000,PHENIX CITY                   ,9B,6,3,2,N,000026885
AL0570100,PHENIX CITY                   ,4 ,6,3,1,N,000033721
AL0570200,HURTSBORO                     ,7 ,6,3,1,N,000000614
AL0580000,ASHVILLE                      ,9B,6,3,2,N,000034400
AL0580100,PELL CITY                     ,5 ,6,3,1,N,000013790
AL0580200,ASHVILLE                      ,7 ,6,3,1,N,000002265
AL0580300,RAGLAND                       ,7 ,6,3,1,N,000001687
AL0580400,SPRINGVILLE                   ,6 ,6,3,1,N,000004223
AL0580500,ODENVILLE                     ,6 ,6,3,1,N,000003709
AL0580600,MOODY                         ,5 ,6,3,1,N,000012635
AL0580700,RIVERSIDE                     ,7 ,6,3,1,N,000002320
AL0580800,MARGARET                      ,6 ,6,3,1,N,000004526
AL0580900,STEELE                        ,7 ,6,3,1,N,000001083
AL0581000,BRANCHVILLE                   ,7 ,6,3,0,N,000000000
AL0581200,TRUSSVILLE                    ,6 ,6,3,1,N,000004154
AL0590000,COLUMBIANA                    ,9B,6,3,2,N,000086202
AL0590100,CALERA                        ,5 ,6,3,1,N,000013202
AL0590200,COLUMBIANA                    ,6 ,6,3,1,N,000004223
AL0590300,MONTEVALLO                    ,6 ,6,3,1,N,000006675
AL0590400,ALABASTER                     ,4 ,6,3,1,N,000031821
AL0590500,VINCENT                       ,7 ,6,3,0,N,000002128
AL0590600,PELHAM                        ,5 ,6,3,1,N,000022997
AL0590700,HELENA                        ,5 ,6,3,1,N,000015858
AL0590800,WILTON                        ,7 ,6,3,0,N,000000692
AL0590900,HARPERSVILLE                  ,7 ,6,3,1,N,000001689
AL0591000,WILSONVILLE                   ,7 ,6,3,0,N,000001987
AL0591100,MONTEVALLO                    ,7 ,6,3,3,N,000000000
AL0600000,LIVINGSTON                    ,8D,6,3,2,N,000006877
AL0600100,YORK                          ,7 ,6,3,1,N,000002375
AL0600200,LIVINGSTON                    ,6 ,6,3,1,N,000003435
AL0600300,CUBA                          ,7 ,6,3,1,N,000000318
AL0600400,EPES                          ,7 ,6,3,0,N,000000181
AL0600500,LIVINGSTON                    ,7 ,6,3,3,N,000000000
AL0610000,TALLADEGA                     ,8B,6,3,2,N,000035408
